player.name,team.name,label,stoppedProgressCount,recoveredPossessionCount,totalDuels,stoppedProgressPercentage,recoveredPossessionPercentage
F. Brandhof,AGF,"AGF - SønderjyskE, 4 - 0",6,2,9,66.66666666666666,22.22222222222222
F. Brandhof,AGF,"Brøndby - AGF, 0 - 1",2,1,3,66.66666666666666,33.33333333333333
F. Brandhof,AGF,"København - AGF, 3 - 2",1,0,2,50.0,0.0
F. Bundgaard,Brøndby,"AaB - Brøndby, 0 - 4",3,0,5,60.0,0.0
F. Bundgaard,Brøndby,"Brøndby - AGF, 0 - 1",2,1,5,40.0,20.0
F. Bundgaard,Brøndby,"Brøndby - Randers, 2 - 2",1,0,2,50.0,0.0
F. Bundgaard,Brøndby,"Brøndby - SønderjyskE, 2 - 0",2,1,3,66.66666666666666,33.33333333333333
F. Bundgaard,Brøndby,"København - Brøndby, 3 - 1",True,False,1,100.0,0.0
F. Bundgaard,Brøndby,"Lyngby - Brøndby, 0 - 2",2,1,3,66.66666666666666,33.33333333333333
F. Bundgaard,Brøndby,"Viborg - Brøndby, 3 - 3",1,0,2,50.0,0.0
F. Carlsen,Silkeborg,"AGF - Silkeborg, 1 - 1",1,0,2,50.0,0.0
F. Danho,Randers,"Nordsjælland - Randers, 1 - 1",True,False,1,100.0,0.0
F. Danho,Randers,"Randers - Viborg, 3 - 1",1,0,2,50.0,0.0
F. Danho,Randers,"Vejle - Randers, 2 - 3",True,False,1,100.0,0.0
F. Gytkjær,Lyngby,"AaB - Lyngby, 2 - 1",2,1,2,100.0,50.0
F. Gytkjær,Lyngby,"Lyngby - Brøndby, 0 - 2",2,0,5,40.0,0.0
F. Gytkjær,Lyngby,"Lyngby - København, 0 - 2",3,1,5,60.0,20.0
F. Gytkjær,Lyngby,"Lyngby - Midtjylland, 1 - 2",4,1,5,80.0,20.0
F. Gytkjær,Lyngby,"Nordsjælland - Lyngby, 1 - 1",True,False,1,100.0,0.0
F. Gytkjær,Lyngby,"SønderjyskE - Lyngby, 1 - 1",4,2,4,100.0,50.0
F. Lauenborg,Randers,"København - Randers, 1 - 1",1,1,2,50.0,50.0
F. Lauenborg,Randers,"Randers - Viborg, 3 - 1",0,0,2,0.0,0.0
F. Lauenborg,Randers,"Vejle - Randers, 2 - 3",2,0,2,100.0,0.0
F. Tingager,AGF,"AGF - Midtjylland, 1 - 1",3,0,4,75.0,0.0
F. Tingager,AGF,"AGF - Nordsjælland, 4 - 2",2,1,3,66.66666666666666,33.33333333333333
F. Tingager,AGF,"AGF - Silkeborg, 1 - 1",8,2,9,88.88888888888889,22.22222222222222
F. Tingager,AGF,"AGF - SønderjyskE, 4 - 0",7,5,10,70.0,50.0
F. Tingager,AGF,"AGF - Vejle, 5 - 1",1,0,2,50.0,0.0
F. Tingager,AGF,"AaB - AGF, 0 - 4",4,4,4,100.0,100.0
F. Tingager,AGF,"Brøndby - AGF, 0 - 1",2,1,3,66.66666666666666,33.33333333333333
F. Tingager,AGF,"København - AGF, 3 - 2",5,1,6,83.33333333333334,16.666666666666664
Franculino Djú,Midtjylland,"Lyngby - Midtjylland, 1 - 2",0,0,2,0.0,0.0
Franculino Djú,Midtjylland,"Midtjylland - AaB, 2 - 0",2,0,2,100.0,0.0
Franculino Djú,Midtjylland,"Midtjylland - København, 2 - 1",False,False,1,0.0,0.0
Franculino Djú,Midtjylland,"Midtjylland - SønderjyskE, 3 - 2",2,1,2,100.0,50.0
Franculino Djú,Midtjylland,"Midtjylland - Vejle, 2 - 0",2,0,2,100.0,0.0
Franculino Djú,Midtjylland,"Nordsjælland - Midtjylland, 2 - 2",1,0,3,33.33333333333333,0.0
Franculino Djú,Midtjylland,"Silkeborg - Midtjylland, 1 - 3",1,1,3,33.33333333333333,33.33333333333333
G. Fraulo,Lyngby,"Lyngby - Midtjylland, 1 - 2",4,0,7,57.14285714285714,0.0
G. Fraulo,Lyngby,"SønderjyskE - Lyngby, 1 - 1",True,False,1,100.0,0.0
G. Gocholeishvili,København,"København - Brøndby, 3 - 1",3,0,8,37.5,0.0
G. Gocholeishvili,København,"København - Viborg, 1 - 1",1,1,3,33.33333333333333,33.33333333333333
G. Gocholeishvili,København,"Midtjylland - København, 2 - 1",7,2,10,70.0,20.0
G. Gocholeishvili,København,"Nordsjælland - København, 3 - 2",3,1,8,37.5,12.5
G. Gocholeishvili,København,"SønderjyskE - København, 0 - 2",3,1,4,75.0,25.0
G. Links,AGF,"AGF - Midtjylland, 1 - 1",1,0,2,50.0,0.0
G. Links,AGF,"AGF - Nordsjælland, 4 - 2",2,0,3,66.66666666666666,0.0
G. Links,AGF,"AGF - SønderjyskE, 4 - 0",True,False,1,100.0,0.0
G. Links,AGF,"AGF - Vejle, 5 - 1",4,0,7,57.14285714285714,0.0
G. Links,AGF,"AaB - AGF, 0 - 4",5,2,6,83.33333333333334,33.33333333333333
G. Links,AGF,"Brøndby - AGF, 0 - 1",2,0,4,50.0,0.0
G. Links,AGF,"København - AGF, 3 - 2",3,0,5,60.0,0.0
G. Onugkha,København,"Midtjylland - København, 2 - 1",1,0,2,50.0,0.0
G. Onugkha,Vejle,"AGF - Vejle, 5 - 1",True,False,1,100.0,0.0
G. Onugkha,Vejle,"Brøndby - Vejle, 2 - 1",True,False,1,100.0,0.0
G. Onugkha,Vejle,"Vejle - Nordsjælland, 0 - 1",0,0,2,0.0,0.0
G. Onugkha,Vejle,"Vejle - Randers, 2 - 3",False,False,1,0.0,0.0
G. Onugkha,Vejle,"Vejle - Silkeborg, 1 - 3",0,0,2,0.0,0.0
Gabriel Pereira,København,"København - Brøndby, 3 - 1",3,1,3,100.0,33.33333333333333
Gabriel Pereira,København,"København - Viborg, 1 - 1",5,2,6,83.33333333333334,33.33333333333333
Gabriel Pereira,København,"Midtjylland - København, 2 - 1",2,1,4,50.0,25.0
Gabriel Pereira,København,"Nordsjælland - København, 3 - 2",9,2,12,75.0,16.666666666666664
H. Andersson,Randers,"København - Randers, 1 - 1",True,False,1,100.0,0.0
H. Andersson,Randers,"Nordsjælland - Randers, 1 - 1",2,2,4,50.0,50.0
H. Barry,Vejle,"AGF - Vejle, 5 - 1",7,0,8,87.5,0.0
H. Barry,Vejle,"Brøndby - Vejle, 2 - 1",2,0,3,66.66666666666666,0.0
H. Barry,Vejle,"Lyngby - Vejle, 1 - 0",2,1,3,66.66666666666666,33.33333333333333
H. Barry,Vejle,"Midtjylland - Vejle, 2 - 0",0,0,2,0.0,0.0
H. Barry,Vejle,"Vejle - Nordsjælland, 0 - 1",3,0,12,25.0,0.0
H. Barry,Vejle,"Vejle - Randers, 2 - 3",2,0,7,28.57142857142857,0.0
H. Barry,Vejle,"Vejle - Silkeborg, 1 - 3",4,2,4,100.0,50.0
H. Barry,Vejle,"Vejle - Viborg, 0 - 5",2,1,5,40.0,20.0
H. Dalsgaard,AGF,"AGF - Midtjylland, 1 - 1",5,3,9,55.55555555555556,33.33333333333333
H. Dalsgaard,AGF,"AGF - SønderjyskE, 4 - 0",3,2,5,60.0,40.0
H. Dalsgaard,AGF,"AGF - Vejle, 5 - 1",1,1,2,50.0,50.0
H. Dalsgaard,AGF,"AaB - AGF, 0 - 4",2,0,6,33.33333333333333,0.0
H. Dalsgaard,AGF,"Brøndby - AGF, 0 - 1",6,3,8,75.0,37.5
H. Dalsgaard,AGF,"København - AGF, 3 - 2",1,1,2,50.0,50.0
I. Djantou,SønderjyskE,"AGF - SønderjyskE, 4 - 0",0,0,2,0.0,0.0
I. Djantou,SønderjyskE,"Randers - SønderjyskE, 1 - 2",True,False,1,100.0,0.0
I. Djantou,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0",0,0,2,0.0,0.0
I. Djantou,SønderjyskE,"SønderjyskE - København, 0 - 2",4,2,6,66.66666666666666,33.33333333333333
I. Djantou,SønderjyskE,"SønderjyskE - Lyngby, 1 - 1",True,False,1,100.0,0.0
I. Djantou,SønderjyskE,"SønderjyskE - Viborg, 2 - 2",2,1,2,100.0,50.0
I. Jensen,Viborg,"København - Viborg, 1 - 1",True,False,1,100.0,0.0
I. Jensen,Viborg,"Randers - Viborg, 3 - 1",1,1,3,33.33333333333333,33.33333333333333
I. Jensen,Viborg,"Silkeborg - Viborg, 3 - 2",3,0,3,100.0,0.0
I. Jensen,Viborg,"SønderjyskE - Viborg, 2 - 2",False,False,1,0.0,0.0
I. Jensen,Viborg,"Vejle - Viborg, 0 - 5",2,1,2,100.0,50.0
I. Jensen,Viborg,"Viborg - AaB, 2 - 3",3,1,5,60.0,20.0
I. Jensen,Viborg,"Viborg - Brøndby, 3 - 3",3,1,4,75.0,25.0
I. Jensen,Viborg,"Viborg - Lyngby, 1 - 0",3,2,6,50.0,33.33333333333333
I. Jensen,Viborg,"Viborg - Nordsjælland, 3 - 2",3,1,5,60.0,20.0
I. Nikolov,SønderjyskE,"AGF - SønderjyskE, 4 - 0",4,1,5,80.0,20.0
I. Nikolov,SønderjyskE,"Brøndby - SønderjyskE, 2 - 0",True,False,1,100.0,0.0
I. Nikolov,SønderjyskE,"Randers - SønderjyskE, 1 - 2",1,1,3,33.33333333333333,33.33333333333333
I. Nikolov,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0",5,1,8,62.5,12.5
I. Nikolov,SønderjyskE,"SønderjyskE - København, 0 - 2",5,0,8,62.5,0.0
I. Nikolov,SønderjyskE,"SønderjyskE - Viborg, 2 - 2",2,1,3,66.66666666666666,33.33333333333333
I. Said,Viborg,"København - Viborg, 1 - 1",False,False,1,0.0,0.0
I. Said,Viborg,"Randers - Viborg, 3 - 1",2,2,2,100.0,100.0
I. Said,Viborg,"Vejle - Viborg, 0 - 5",True,True,1,100.0,100.0
I. Said,Viborg,"Viborg - AaB, 2 - 3",True,False,1,100.0,0.0
I. Said,Viborg,"Viborg - Lyngby, 1 - 0",True,True,1,100.0,100.0
I. Vekič,Vejle,"Lyngby - Vejle, 1 - 0",False,False,1,0.0,0.0
I. Vekič,Vejle,"Vejle - Nordsjælland, 0 - 1",True,True,1,100.0,100.0
J. Adedeji,AaB,"Randers - AaB, 1 - 0",True,False,1,100.0,0.0
J. Amon,Lyngby,"AaB - Lyngby, 2 - 1",3,1,4,75.0,25.0
J. Amon,Lyngby,"Lyngby - Brøndby, 0 - 2",5,0,6,83.33333333333334,0.0
J. Amon,Lyngby,"Lyngby - København, 0 - 2",3,0,5,60.0,0.0
J. Amon,Lyngby,"Lyngby - Midtjylland, 1 - 2",6,2,12,50.0,16.666666666666664
J. Amon,Lyngby,"Lyngby - Vejle, 1 - 0",1,0,7,14.285714285714285,0.0
J. Amon,Lyngby,"Nordsjælland - Lyngby, 1 - 1",1,0,4,25.0,0.0
J. Amon,Lyngby,"SønderjyskE - Lyngby, 1 - 1",0,0,2,0.0,0.0
J. Amon,Lyngby,"Viborg - Lyngby, 1 - 0",1,1,3,33.33333333333333,33.33333333333333
J. Andersen,AGF,"AGF - Midtjylland, 1 - 1",False,False,1,0.0,0.0
J. Andersen,AGF,"AGF - Nordsjælland, 4 - 2",1,0,4,25.0,0.0
J. Andersen,AGF,"AGF - SønderjyskE, 4 - 0",False,False,1,0.0,0.0
J. Andersen,AGF,"Brøndby - AGF, 0 - 1",False,False,1,0.0,0.0
J. Andersen,Silkeborg,"AGF - Silkeborg, 1 - 1",1,0,3,33.33333333333333,0.0
J. Andersen,Silkeborg,"AaB - Silkeborg, 2 - 1",2,1,2,100.0,50.0
J. Andersen,Silkeborg,"Randers - Silkeborg, 0 - 2",True,False,1,100.0,0.0
J. Andersen,Silkeborg,"Silkeborg - Midtjylland, 1 - 3",2,1,4,50.0,25.0
J. Andersen,Silkeborg,"Silkeborg - Nordsjælland, 4 - 1",2,0,3,66.66666666666666,0.0
J. Andersen,Silkeborg,"Silkeborg - Viborg, 3 - 2",3,0,4,75.0,0.0
J. Andersen,Silkeborg,"Vejle - Silkeborg, 1 - 3",5,2,5,100.0,40.0
J. Andersson,Midtjylland,"AGF - Midtjylland, 1 - 1",4,1,10,40.0,10.0
J. Andersson,Midtjylland,"Lyngby - Midtjylland, 1 - 2",2,1,2,100.0,50.0
J. Andersson,Midtjylland,"Midtjylland - AaB, 2 - 0",3,0,4,75.0,0.0
J. Andersson,Midtjylland,"Midtjylland - København, 2 - 1",3,1,6,50.0,16.666666666666664
J. Andersson,Midtjylland,"Midtjylland - SønderjyskE, 3 - 2",3,0,3,100.0,0.0
J. Andersson,Midtjylland,"Midtjylland - Vejle, 2 - 0",4,1,5,80.0,20.0
J. Andersson,Midtjylland,"Nordsjælland - Midtjylland, 2 - 2",4,1,11,36.36363636363637,9.090909090909092
J. Andersson,Midtjylland,"Silkeborg - Midtjylland, 1 - 3",3,0,5,60.0,0.0
J. Björkengren,Randers,"Brøndby - Randers, 2 - 2",6,5,8,75.0,62.5
J. Björkengren,Randers,"København - Randers, 1 - 1",10,4,14,71.42857142857143,28.57142857142857
J. Björkengren,Randers,"Nordsjælland - Randers, 1 - 1",4,2,4,100.0,50.0
J. Björkengren,Randers,"Randers - AaB, 1 - 0",3,1,5,60.0,20.0
J. Björkengren,Randers,"Randers - Silkeborg, 0 - 2",4,1,5,80.0,20.0
J. Björkengren,Randers,"Randers - SønderjyskE, 1 - 2",1,0,2,50.0,0.0
J. Björkengren,Randers,"Randers - Viborg, 3 - 1",4,1,6,66.66666666666666,16.666666666666664
J. Björkengren,Randers,"Vejle - Randers, 2 - 3",4,0,6,66.66666666666666,0.0
J. Gallegos,SønderjyskE,"AGF - SønderjyskE, 4 - 0",False,False,1,0.0,0.0
J. Gallegos,SønderjyskE,"Brøndby - SønderjyskE, 2 - 0",2,1,2,100.0,50.0
J. Gallegos,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0",2,1,4,50.0,25.0
J. Gallegos,SønderjyskE,"SønderjyskE - København, 0 - 2",0,0,2,0.0,0.0
J. Gallegos,SønderjyskE,"SønderjyskE - Lyngby, 1 - 1",3,1,4,75.0,25.0
J. Gammelby,Silkeborg,"Randers - Silkeborg, 0 - 2",4,2,9,44.44444444444444,22.22222222222222
J. Gammelby,Silkeborg,"Silkeborg - Midtjylland, 1 - 3",False,False,1,0.0,0.0
J. Gammelby,Silkeborg,"Silkeborg - Nordsjælland, 4 - 1",True,False,1,100.0,0.0
J. Grønning,Viborg,"København - Viborg, 1 - 1",6,2,7,85.71428571428571,28.57142857142857
J. Grønning,Viborg,"Randers - Viborg, 3 - 1",3,2,8,37.5,25.0
J. Grønning,Viborg,"Silkeborg - Viborg, 3 - 2",5,3,8,62.5,37.5
J. Grønning,Viborg,"Vejle - Viborg, 0 - 5",8,0,8,100.0,0.0
J. Grønning,Viborg,"Viborg - AaB, 2 - 3",4,2,9,44.44444444444444,22.22222222222222
J. Grønning,Viborg,"Viborg - Brøndby, 3 - 3",6,3,7,85.71428571428571,42.857142857142854
J. Grønning,Viborg,"Viborg - Lyngby, 1 - 0",2,1,2,100.0,50.0
J. Grønning,Viborg,"Viborg - Nordsjælland, 3 - 2",5,3,7,71.42857142857143,42.857142857142854
J. Hansen,AGF,"København - AGF, 3 - 2",1,1,2,50.0,50.0
J. Iredale,AaB,"AaB - AGF, 0 - 4",1,0,2,50.0,0.0
J. Iredale,AaB,"AaB - Brøndby, 0 - 4",False,False,1,0.0,0.0
J. Iredale,AaB,"AaB - Silkeborg, 2 - 1",3,0,5,60.0,0.0
J. Iredale,AaB,"Nordsjælland - AaB, 3 - 0",2,0,3,66.66666666666666,0.0
J. Iredale,AaB,"Randers - AaB, 1 - 0",3,0,6,50.0,0.0
J. Jacobs,Viborg,"København - Viborg, 1 - 1",2,1,4,50.0,25.0
J. Jacobs,Viborg,"Randers - Viborg, 3 - 1",7,2,11,63.63636363636363,18.181818181818183
J. Jacobs,Viborg,"Viborg - Brøndby, 3 - 3",4,1,9,44.44444444444444,11.11111111111111
J. Jensen-Abbew,AGF,"AGF - Midtjylland, 1 - 1",False,False,1,0.0,0.0
J. Jensen-Abbew,AGF,"AGF - Nordsjælland, 4 - 2",2,1,2,100.0,50.0
J. Jensen-Abbew,AGF,"AGF - Silkeborg, 1 - 1",3,1,3,100.0,33.33333333333333
J. Jensen-Abbew,AGF,"AGF - SønderjyskE, 4 - 0",1,0,3,33.33333333333333,0.0
J. Jensen-Abbew,AGF,"København - AGF, 3 - 2",1,0,2,50.0,0.0
J. Juninho,Midtjylland,"Midtjylland - AaB, 2 - 0",False,False,1,0.0,0.0
J. Juninho,Midtjylland,"Midtjylland - SønderjyskE, 3 - 2",5,2,7,71.42857142857143,28.57142857142857
J. Juninho,Midtjylland,"Nordsjælland - Midtjylland, 2 - 2",5,3,7,71.42857142857143,42.857142857142854
J. Kuchta,Midtjylland,"Midtjylland - København, 2 - 1",4,2,5,80.0,40.0
J. Kuchta,Midtjylland,"Silkeborg - Midtjylland, 1 - 3",True,True,1,100.0,100.0
J. Larsson,København,"København - AGF, 3 - 2",3,1,4,75.0,25.0
J. Larsson,København,"København - Randers, 1 - 1",4,1,7,57.14285714285714,14.285714285714285
J. Larsson,København,"Lyngby - København, 0 - 2",2,0,4,50.0,0.0
J. Larsson,København,"SønderjyskE - København, 0 - 2",3,1,4,75.0,25.0
J. Lonwijk,Viborg,"Vejle - Viborg, 0 - 5",True,False,1,100.0,0.0
J. Lonwijk,Viborg,"Viborg - Nordsjælland, 3 - 2",0,0,2,0.0,0.0
J. Mbom,Viborg,"København - Viborg, 1 - 1",5,1,6,83.33333333333334,16.666666666666664
J. Mbom,Viborg,"Silkeborg - Viborg, 3 - 2",True,False,1,100.0,0.0
J. Mbom,Viborg,"SønderjyskE - Viborg, 2 - 2",2,0,3,66.66666666666666,0.0
J. Mbom,Viborg,"Vejle - Viborg, 0 - 5",True,False,1,100.0,0.0
J. Mbom,Viborg,"Viborg - AaB, 2 - 3",1,1,2,50.0,50.0
J. Mbom,Viborg,"Viborg - Brøndby, 3 - 3",False,False,1,0.0,0.0
J. Mbom,Viborg,"Viborg - Lyngby, 1 - 0",True,False,1,100.0,0.0
J. Mbom,Viborg,"Viborg - Nordsjælland, 3 - 2",6,3,9,66.66666666666666,33.33333333333333
J. Meltofte Janssen,Nordsjælland,"Silkeborg - Nordsjælland, 4 - 1",1,0,3,33.33333333333333,0.0
J. Nielsen,Silkeborg,"AGF - Silkeborg, 1 - 1",1,0,2,50.0,0.0
J. Nielsen,Silkeborg,"Randers - Silkeborg, 0 - 2",2,1,4,50.0,25.0
J. Nielsen,Silkeborg,"Silkeborg - Midtjylland, 1 - 3",4,0,8,50.0,0.0
J. Nielsen,Silkeborg,"Silkeborg - Nordsjælland, 4 - 1",True,False,1,100.0,0.0
J. Radošević,Brøndby,"AaB - Brøndby, 0 - 4",2,0,4,50.0,0.0
J. Radošević,Brøndby,"Brøndby - AGF, 0 - 1",4,2,8,50.0,25.0
J. Radošević,Brøndby,"Brøndby - SønderjyskE, 2 - 0",5,1,6,83.33333333333334,16.666666666666664
J. Radošević,Brøndby,"Brøndby - Vejle, 2 - 1",4,3,5,80.0,60.0
J. Radošević,Brøndby,"København - Brøndby, 3 - 1",3,2,4,75.0,50.0
J. Radošević,Brøndby,"Lyngby - Brøndby, 0 - 2",True,False,1,100.0,0.0
J. Rasmussen,Brøndby,"AaB - Brøndby, 0 - 4",4,1,7,57.14285714285714,14.285714285714285
J. Rasmussen,Brøndby,"Brøndby - AGF, 0 - 1",5,3,6,83.33333333333334,50.0
J. Rasmussen,Brøndby,"Brøndby - Randers, 2 - 2",8,4,12,66.66666666666666,33.33333333333333
J. Rasmussen,Brøndby,"Brøndby - SønderjyskE, 2 - 0",3,1,3,100.0,33.33333333333333
J. Rasmussen,Brøndby,"Brøndby - Vejle, 2 - 1",4,2,5,80.0,40.0
J. Rasmussen,Brøndby,"København - Brøndby, 3 - 1",3,2,5,60.0,40.0
J. Rasmussen,Brøndby,"Lyngby - Brøndby, 0 - 2",True,False,1,100.0,0.0
J. Rasmussen,Brøndby,"Viborg - Brøndby, 3 - 3",11,3,11,100.0,27.27272727272727
J. Simonsen,SønderjyskE,"Brøndby - SønderjyskE, 2 - 0",2,1,4,50.0,25.0
J. Simonsen,SønderjyskE,"SønderjyskE - Viborg, 2 - 2",3,1,5,60.0,20.0
J. Tverskov,Nordsjælland,"Nordsjælland - AaB, 3 - 0",2,1,4,50.0,25.0
J. Tverskov,Nordsjælland,"Nordsjælland - Lyngby, 1 - 1",True,False,1,100.0,0.0
J. Tverskov,Nordsjælland,"Nordsjælland - Midtjylland, 2 - 2",3,0,7,42.857142857142854,0.0
J. Tverskov,Nordsjælland,"Nordsjælland - Randers, 1 - 1",3,1,4,75.0,25.0
J. Tverskov,Nordsjælland,"Vejle - Nordsjælland, 0 - 1",4,1,4,100.0,25.0
J. Tverskov,Nordsjælland,"Viborg - Nordsjælland, 3 - 2",6,3,8,75.0,37.5
J. Vanlerberghe,Brøndby,"Brøndby - Vejle, 2 - 1",4,3,7,57.14285714285714,42.857142857142854
J. Vanlerberghe,Brøndby,"Lyngby - Brøndby, 0 - 2",1,1,4,25.0,25.0
J. Vanlerberghe,Brøndby,"Viborg - Brøndby, 3 - 3",11,1,14,78.57142857142857,7.142857142857142
J. Vester,Viborg,"København - Viborg, 1 - 1",3,0,3,100.0,0.0
J. Vester,Viborg,"Silkeborg - Viborg, 3 - 2",3,1,4,75.0,25.0
J. Vester,Viborg,"SønderjyskE - Viborg, 2 - 2",False,False,1,0.0,0.0
J. Vester,Viborg,"Viborg - AaB, 2 - 3",6,4,8,75.0,50.0
J. Vester,Viborg,"Viborg - Brøndby, 3 - 3",True,False,1,100.0,0.0
J. Vester,Viborg,"Viborg - Lyngby, 1 - 0",3,2,3,100.0,66.66666666666666
J. Vester,Viborg,"Viborg - Nordsjælland, 3 - 2",3,2,4,75.0,50.0
K. Arnstad,AGF,"AGF - Silkeborg, 1 - 1",2,2,3,66.66666666666666,66.66666666666666
K. Askildsen,Midtjylland,"AGF - Midtjylland, 1 - 1",1,0,2,50.0,0.0
K. Askildsen,Midtjylland,"Midtjylland - AaB, 2 - 0",2,0,4,50.0,0.0
K. Askildsen,Midtjylland,"Midtjylland - Vejle, 2 - 0",3,0,5,60.0,0.0
K. Askildsen,Midtjylland,"Nordsjælland - Midtjylland, 2 - 2",False,False,1,0.0,0.0
K. Davidsen,AaB,"AaB - AGF, 0 - 4",2,0,2,100.0,0.0
K. Davidsen,AaB,"AaB - Brøndby, 0 - 4",3,3,6,50.0,50.0
K. Davidsen,AaB,"AaB - Lyngby, 2 - 1",4,3,4,100.0,75.0
K. Davidsen,AaB,"AaB - Silkeborg, 2 - 1",5,2,7,71.42857142857143,28.57142857142857
K. Davidsen,AaB,"Midtjylland - AaB, 2 - 0",6,2,11,54.54545454545454,18.181818181818183
K. Davidsen,AaB,"Nordsjælland - AaB, 3 - 0",4,2,8,50.0,25.0
K. Davidsen,AaB,"Randers - AaB, 1 - 0",5,1,9,55.55555555555556,11.11111111111111
K. Davidsen,AaB,"Viborg - AaB, 2 - 3",1,0,3,33.33333333333333,0.0
K. Diks,København,"København - AGF, 3 - 2",4,2,4,100.0,50.0
K. Diks,København,"København - Brøndby, 3 - 1",4,2,4,100.0,50.0
K. Diks,København,"København - Randers, 1 - 1",2,0,5,40.0,0.0
K. Diks,København,"København - Viborg, 1 - 1",4,0,6,66.66666666666666,0.0
K. Diks,København,"Lyngby - København, 0 - 2",True,False,1,100.0,0.0
K. Diks,København,"Midtjylland - København, 2 - 1",4,0,5,80.0,0.0
K. Diks,København,"Nordsjælland - København, 3 - 2",3,1,5,60.0,20.0
K. Finnsson,Lyngby,"Lyngby - Brøndby, 0 - 2",5,0,8,62.5,0.0
K. Finnsson,Lyngby,"Lyngby - København, 0 - 2",2,0,6,33.33333333333333,0.0
K. Finnsson,Lyngby,"Lyngby - Midtjylland, 1 - 2",7,2,8,87.5,25.0
K. Finnsson,Lyngby,"Nordsjælland - Lyngby, 1 - 1",2,0,4,50.0,0.0
K. Finnsson,Lyngby,"SønderjyskE - Lyngby, 1 - 1",1,1,3,33.33333333333333,33.33333333333333
K. Hansen,Nordsjælland,"AGF - Nordsjælland, 4 - 2",False,False,1,0.0,0.0
K. Hansen,Nordsjælland,"Nordsjælland - AaB, 3 - 0",6,4,7,85.71428571428571,57.14285714285714
K. Hansen,Nordsjælland,"Nordsjælland - København, 3 - 2",2,0,4,50.0,0.0
K. Hansen,Nordsjælland,"Nordsjælland - Lyngby, 1 - 1",2,2,4,50.0,50.0
K. Hansen,Nordsjælland,"Nordsjælland - Midtjylland, 2 - 2",6,3,7,85.71428571428571,42.857142857142854
K. Hansen,Nordsjælland,"Silkeborg - Nordsjælland, 4 - 1",5,0,8,62.5,0.0
K. Hansen,Nordsjælland,"Vejle - Nordsjælland, 0 - 1",5,1,7,71.42857142857143,14.285714285714285
K. Ingason,SønderjyskE,"AGF - SønderjyskE, 4 - 0",1,0,2,50.0,0.0
K. Ingason,SønderjyskE,"Brøndby - SønderjyskE, 2 - 0",4,1,5,80.0,20.0
K. Ingason,SønderjyskE,"Midtjylland - SønderjyskE, 3 - 2",2,1,3,66.66666666666666,33.33333333333333
K. Ingason,SønderjyskE,"Randers - SønderjyskE, 1 - 2",2,0,4,50.0,0.0
K. Ingason,SønderjyskE,"SønderjyskE - København, 0 - 2",True,False,1,100.0,0.0
K. Ingason,SønderjyskE,"SønderjyskE - Lyngby, 1 - 1",2,0,5,40.0,0.0
K. Ingason,SønderjyskE,"SønderjyskE - Viborg, 2 - 2",2,0,8,25.0,0.0
K. John,AaB,"AaB - AGF, 0 - 4",2,0,4,50.0,0.0
K. John,AaB,"AaB - Lyngby, 2 - 1",2,1,4,50.0,25.0
K. John,AaB,"AaB - Silkeborg, 2 - 1",False,False,1,0.0,0.0
K. John,AaB,"Midtjylland - AaB, 2 - 0",1,0,2,50.0,0.0
K. John,AaB,"Nordsjælland - AaB, 3 - 0",2,1,2,100.0,50.0
K. John,AaB,"Randers - AaB, 1 - 0",2,1,2,100.0,50.0
K. John,AaB,"Viborg - AaB, 2 - 3",4,2,5,80.0,40.0
K. Jørgensen,AaB,"AaB - AGF, 0 - 4",True,False,1,100.0,0.0
K. Jørgensen,AaB,"AaB - Brøndby, 0 - 4",4,1,6,66.66666666666666,16.666666666666664
K. Jørgensen,AaB,"AaB - Lyngby, 2 - 1",8,2,11,72.72727272727273,18.181818181818183
K. Jørgensen,AaB,"AaB - Silkeborg, 2 - 1",4,2,5,80.0,40.0
K. Jørgensen,AaB,"Midtjylland - AaB, 2 - 0",3,0,4,75.0,0.0
K. Jørgensen,AaB,"Nordsjælland - AaB, 3 - 0",1,1,4,25.0,25.0
K. Jørgensen,AaB,"Randers - AaB, 1 - 0",5,1,5,100.0,20.0
K. Kirkegaard,Vejle,"AGF - Vejle, 5 - 1",True,True,1,100.0,100.0
K. Kirkegaard,Vejle,"Brøndby - Vejle, 2 - 1",5,0,5,100.0,0.0
K. Kirkegaard,Vejle,"Lyngby - Vejle, 1 - 0",1,1,3,33.33333333333333,33.33333333333333
K. Kirkegaard,Vejle,"Vejle - Nordsjælland, 0 - 1",True,False,1,100.0,0.0
K. Kirkegaard,Vejle,"Vejle - Randers, 2 - 3",2,2,3,66.66666666666666,66.66666666666666
K. Kirkegaard,Vejle,"Vejle - Silkeborg, 1 - 3",3,2,3,100.0,66.66666666666666
K. Kirkegaard,Vejle,"Vejle - Viborg, 0 - 5",3,1,7,42.857142857142854,14.285714285714285
K. Mbabu,Midtjylland,"Midtjylland - København, 2 - 1",8,3,12,66.66666666666666,25.0
K. Tshiembe,Brøndby,"Viborg - Brøndby, 3 - 3",False,False,1,0.0,0.0
L. Björklund,SønderjyskE,"AGF - SønderjyskE, 4 - 0",3,1,5,60.0,20.0
