player.name,team.name,label,stoppedProgressCount,recoveredPossessionCount,totalDuels,stoppedProgressPercentage,recoveredPossessionPercentage
E. Arnarsson,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",2,1,4,50.0,25.0
E. A´Ngon,Horsens U19,"Brøndby U19 - Horsens U19, 2 - 3",7,3,9,77.77777777777779,33.33333333333333
E. A´Ngon,Horsens U19,"Horsens U19 - AGF U19, 1 - 1 (P)",1,0,6,16.666666666666664,0.0
E. A´Ngon,Horsens U19,"Horsens U19 - Esbjerg U19, 2 - 0",True,False,1,100.0,0.0
E. A´Ngon,Horsens U19,"Horsens U19 - Midtjylland U19, 0 - 2",4,1,5,80.0,20.0
E. A´Ngon,Horsens U19,"Nordsjælland U19 - Horsens U19, 3 - 0",6,3,7,85.71428571428571,42.857142857142854
E. A´Ngon,Horsens U19,"Randers U19 - Horsens U19, 2 - 1",3,0,5,60.0,0.0
E. A´Ngon,Horsens U19,"Silkeborg U19 - Horsens U19, 1 - 1 (P)",3,1,6,50.0,16.666666666666664
E. Borup,AaB U19,"AaB U19 - Randers U19, 0 - 3",6,1,9,66.66666666666666,11.11111111111111
E. Borup,AaB U19,"Nordsjælland U19 - AaB U19, 2 - 0",2,0,3,66.66666666666666,0.0
E. Bramsen,Randers U19,"AaB U19 - Randers U19, 0 - 3",False,False,1,0.0,0.0
E. Bramsen,Randers U19,"Midtjylland U19 - Randers U19, 1 - 2",7,2,12,58.333333333333336,16.666666666666664
E. Bramsen,Randers U19,"Randers U19 - Horsens U19, 2 - 1",1,0,2,50.0,0.0
E. Bramsen,Randers U19,"Randers U19 - Lyngby U19, 0 - 2",1,0,2,50.0,0.0
E. Bramsen,Randers U19,"Randers U19 - SønderjyskE U19, 0 - 2",True,False,1,100.0,0.0
E. Bramsen,Randers U19,"Silkeborg U19 - Randers U19, 2 - 0",3,1,7,42.857142857142854,14.285714285714285
E. Favor Fully,Horsens U19,"Brøndby U19 - Horsens U19, 2 - 3",7,3,9,77.77777777777779,33.33333333333333
E. Favor Fully,Horsens U19,"Horsens U19 - AGF U19, 1 - 1 (P)",True,False,1,100.0,0.0
E. Favor Fully,Horsens U19,"Horsens U19 - Esbjerg U19, 2 - 0",6,4,7,85.71428571428571,57.14285714285714
E. Favor Fully,Horsens U19,"Horsens U19 - Midtjylland U19, 0 - 2",True,True,1,100.0,100.0
E. Favor Fully,Horsens U19,"Randers U19 - Horsens U19, 2 - 1",2,1,6,33.33333333333333,16.666666666666664
E. Favor Fully,Horsens U19,"Silkeborg U19 - Horsens U19, 1 - 1 (P)",4,2,5,80.0,40.0
E. Hansborg-Sørensen,OB U19,"Brøndby U19 - OB U19, 2 - 4",0,1,4,0.0,25.0
E. Hansborg-Sørensen,OB U19,"København U19 - OB U19, 4 - 0",0,0,2,0.0,0.0
E. Hansborg-Sørensen,OB U19,"OB U19 - Lyngby U19, 2 - 0",9,2,13,69.23076923076923,15.384615384615385
E. Hansborg-Sørensen,OB U19,"SønderjyskE U19 - OB U19, 1 - 3",2,1,3,66.66666666666666,33.33333333333333
E. Helt,AGF U19,"AGF U19 - København U19, 0 - 3",1,1,2,50.0,50.0
E. Helt,AGF U19,"AGF U19 - Midtjylland U19, 0 - 1",1,0,2,50.0,0.0
E. Helt,AGF U19,"Silkeborg U19 - AGF U19, 0 - 1",3,1,5,60.0,20.0
E. Hjorth Pedersen,SønderjyskE U19,"Brøndby U19 - SønderjyskE U19, 5 - 2",1,1,4,25.0,25.0
E. Hjorth Pedersen,SønderjyskE U19,"Esbjerg U19 - SønderjyskE U19, 2 - 0",7,4,9,77.77777777777779,44.44444444444444
E. Hjorth Pedersen,SønderjyskE U19,"Lyngby U19 - SønderjyskE U19, 4 - 3",2,1,4,50.0,25.0
E. Hjorth Pedersen,SønderjyskE U19,"Randers U19 - SønderjyskE U19, 0 - 2",5,1,7,71.42857142857143,14.285714285714285
E. Hjorth Pedersen,SønderjyskE U19,"SønderjyskE U19 - København U19, 2 - 0",2,0,4,50.0,0.0
E. Hjorth Pedersen,SønderjyskE U19,"SønderjyskE U19 - OB U19, 1 - 3",4,1,6,66.66666666666666,16.666666666666664
E. Hjorth Pedersen,SønderjyskE U19,"SønderjyskE U19 - Vejle U19, 2 - 3",2,1,2,100.0,50.0
E. Ime,AGF U19,"AGF U19 - Midtjylland U19, 0 - 1",7,3,7,100.0,42.857142857142854
E. Ime,AGF U19,"Silkeborg U19 - AGF U19, 0 - 1",10,4,12,83.33333333333334,33.33333333333333
E. Kjær,Silkeborg U19,"Brøndby U19 - Silkeborg U19, 2 - 3",3,0,5,60.0,0.0
E. Kjær,Silkeborg U19,"Midtjylland U19 - Silkeborg U19, 2 - 3",2,0,3,66.66666666666666,0.0
E. Kjær,Silkeborg U19,"Silkeborg U19 - AGF U19, 0 - 1",2,0,3,66.66666666666666,0.0
E. Kjær,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)",4,2,5,80.0,40.0
E. Kjær,Silkeborg U19,"Silkeborg U19 - Horsens U19, 1 - 1 (P)",1,0,3,33.33333333333333,0.0
E. Kjær,Silkeborg U19,"Silkeborg U19 - Randers U19, 2 - 0",0,0,4,0.0,0.0
E. Larsen,Esbjerg U19,"Esbjerg U19 - AGF U19, 1 - 2",4,0,9,44.44444444444444,0.0
E. Larsen,Esbjerg U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5",7,2,10,70.0,20.0
E. Larsen,Esbjerg U19,"Esbjerg U19 - SønderjyskE U19, 2 - 0",9,6,11,81.81818181818183,54.54545454545454
E. Larsen,Esbjerg U19,"Horsens U19 - Esbjerg U19, 2 - 0",9,2,11,81.81818181818183,18.181818181818183
E. Larsen,Esbjerg U19,"København U19 - Esbjerg U19, 9 - 1",7,3,11,63.63636363636363,27.27272727272727
E. Larsen,Esbjerg U19,"Lyngby U19 - Esbjerg U19, 1 - 1 (P)",7,2,12,58.333333333333336,16.666666666666664
E. Larsen,Esbjerg U19,"OB U19 - Esbjerg U19, 3 - 1",6,3,14,42.857142857142854,21.428571428571427
E. Nymann,AaB U19,"AaB U19 - København U19, 2 - 1",3,2,3,100.0,66.66666666666666
E. Nymann,AaB U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)",1,0,2,50.0,0.0
E. Omerovic,Esbjerg U19,"Esbjerg U19 - AGF U19, 1 - 2",4,0,8,50.0,0.0
E. Omerovic,Esbjerg U19,"Esbjerg U19 - SønderjyskE U19, 2 - 0",7,2,10,70.0,20.0
E. Omerovic,Esbjerg U19,"Horsens U19 - Esbjerg U19, 2 - 0",0,0,3,0.0,0.0
E. Omerovic,Esbjerg U19,"København U19 - Esbjerg U19, 9 - 1",2,1,5,40.0,20.0
E. Omerovic,Esbjerg U19,"Lyngby U19 - Esbjerg U19, 1 - 1 (P)",4,3,7,57.14285714285714,42.857142857142854
E. Omerovic,Esbjerg U19,"OB U19 - Esbjerg U19, 3 - 1",6,2,9,66.66666666666666,22.22222222222222
E. Petersen,OB U19,"København U19 - OB U19, 4 - 0",4,2,8,50.0,25.0
E. Petersen,OB U19,"OB U19 - Esbjerg U19, 3 - 1",3,1,5,60.0,20.0
E. Petersen,OB U19,"OB U19 - Lyngby U19, 2 - 0",2,1,3,66.66666666666666,33.33333333333333
E. Petersen,OB U19,"OB U19 - Vejle U19, 4 - 0",True,False,1,100.0,0.0
E. Pettersen,Midtjylland U19,"Horsens U19 - Midtjylland U19, 0 - 2",4,0,5,80.0,0.0
E. Subasic,Vejle U19,"SønderjyskE U19 - Vejle U19, 2 - 3",4,1,6,66.66666666666666,16.666666666666664
E. Thor,Lyngby U19,"Lyngby U19 - Esbjerg U19, 1 - 1 (P)",2,1,3,66.66666666666666,33.33333333333333
E. Thor,Lyngby U19,"Randers U19 - Lyngby U19, 0 - 2",2,2,4,50.0,50.0
F. Elkjær Andersen,AGF U19,"AGF U19 - Brøndby U19, 5 - 1",3,3,3,100.0,100.0
F. Elkjær Andersen,AGF U19,"AGF U19 - København U19, 0 - 3",2,1,5,40.0,20.0
F. Elkjær Andersen,AGF U19,"AGF U19 - Midtjylland U19, 0 - 1",5,3,7,71.42857142857143,42.857142857142854
F. Elkjær Andersen,AGF U19,"Esbjerg U19 - AGF U19, 1 - 2",True,True,1,100.0,100.0
F. Elkjær Andersen,AGF U19,"Horsens U19 - AGF U19, 1 - 1 (P)",3,0,7,42.857142857142854,0.0
F. Elkjær Andersen,AGF U19,"Silkeborg U19 - AGF U19, 0 - 1",4,2,4,100.0,50.0
F. Emmery,AGF U19,"AGF U19 - Brøndby U19, 5 - 1",3,0,4,75.0,0.0
F. Emmery,AGF U19,"AGF U19 - København U19, 0 - 3",1,1,4,25.0,25.0
F. Emmery,AGF U19,"Horsens U19 - AGF U19, 1 - 1 (P)",False,False,1,0.0,0.0
F. Emmery,AGF U19,"Silkeborg U19 - AGF U19, 0 - 1",2,1,2,100.0,50.0
F. Flaskager,Esbjerg U19,"Esbjerg U19 - SønderjyskE U19, 2 - 0",3,1,4,75.0,25.0
F. Flaskager,Esbjerg U19,"Horsens U19 - Esbjerg U19, 2 - 0",1,1,2,50.0,50.0
F. Flaskager,Esbjerg U19,"København U19 - Esbjerg U19, 9 - 1",2,0,5,40.0,0.0
F. Kongslev,Lyngby U19,"Lyngby U19 - SønderjyskE U19, 4 - 3",True,True,1,100.0,100.0
F. Kongslev,Lyngby U19,"Lyngby U19 - Vejle U19, 0 - 1",4,3,6,66.66666666666666,50.0
F. Kongslev,Lyngby U19,"Randers U19 - Lyngby U19, 0 - 2",2,1,2,100.0,50.0
F. Konstmann,Randers U19,"AaB U19 - Randers U19, 0 - 3",5,2,7,71.42857142857143,28.57142857142857
F. Konstmann,Randers U19,"Midtjylland U19 - Randers U19, 1 - 2",12,7,14,85.71428571428571,50.0
F. Konstmann,Randers U19,"Randers U19 - Horsens U19, 2 - 1",2,1,3,66.66666666666666,33.33333333333333
F. Konstmann,Randers U19,"Randers U19 - Lyngby U19, 0 - 2",2,1,5,40.0,20.0
F. Konstmann,Randers U19,"Randers U19 - SønderjyskE U19, 0 - 2",4,2,4,100.0,50.0
F. Konstmann,Randers U19,"Silkeborg U19 - Randers U19, 2 - 0",4,1,6,66.66666666666666,16.666666666666664
F. Nygaard,AaB U19,"AaB U19 - København U19, 2 - 1",8,4,11,72.72727272727273,36.36363636363637
F. Nygaard,AaB U19,"AaB U19 - OB U19, 1 - 0",7,3,8,87.5,37.5
F. Nygaard,AaB U19,"AaB U19 - Randers U19, 0 - 3",2,0,2,100.0,0.0
F. Nygaard,AaB U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)",4,0,8,50.0,0.0
F. Nygaard,AaB U19,"Vejle U19 - AaB U19, 1 - 1",4,2,8,50.0,25.0
F. Nygaard Jürgensen,SønderjyskE U19,"SønderjyskE U19 - København U19, 2 - 0",2,0,4,50.0,0.0
F. Nygaard Jürgensen,SønderjyskE U19,"SønderjyskE U19 - OB U19, 1 - 3",2,1,4,50.0,25.0
F. Nygaard Jürgensen,SønderjyskE U19,"SønderjyskE U19 - Vejle U19, 2 - 3",4,1,9,44.44444444444444,11.11111111111111
F. Pedersen,Esbjerg U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5",1,1,3,33.33333333333333,33.33333333333333
F. Roslyng Christiansen,Horsens U19,"Horsens U19 - AGF U19, 1 - 1 (P)",7,2,13,53.84615384615385,15.384615384615385
F. Roslyng Christiansen,Horsens U19,"Horsens U19 - Midtjylland U19, 0 - 2",6,4,7,85.71428571428571,57.14285714285714
F. Schmidt Petersen,København U19,"København U19 - Esbjerg U19, 9 - 1",2,0,3,66.66666666666666,0.0
F. Taraldset,Randers U19,"Midtjylland U19 - Randers U19, 1 - 2",3,2,4,75.0,50.0
F. Taraldset,Randers U19,"Randers U19 - Horsens U19, 2 - 1",1,1,3,33.33333333333333,33.33333333333333
G. Ankamafio,København U19,"AGF U19 - København U19, 0 - 3",6,0,10,60.0,0.0
G. Ankamafio,København U19,"AaB U19 - København U19, 2 - 1",2,0,3,66.66666666666666,0.0
G. Ankamafio,København U19,"København U19 - Esbjerg U19, 9 - 1",5,2,8,62.5,25.0
G. Ankamafio,København U19,"København U19 - OB U19, 4 - 0",3,1,3,100.0,33.33333333333333
G. Bjerge,Midtjylland U19,"AGF U19 - Midtjylland U19, 0 - 1",3,1,7,42.857142857142854,14.285714285714285
G. Bjerge,Midtjylland U19,"Brøndby U19 - Midtjylland U19, 4 - 0",3,0,3,100.0,0.0
G. Bjerge,Midtjylland U19,"Horsens U19 - Midtjylland U19, 0 - 2",2,1,4,50.0,25.0
G. Bjerge,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",2,1,4,50.0,25.0
G. Bjerge,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2",4,3,7,57.14285714285714,42.857142857142854
G. Bjerge,Midtjylland U19,"Midtjylland U19 - Silkeborg U19, 2 - 3",0,0,2,0.0,0.0
G. Efe Egbedi,AGF U19,"Silkeborg U19 - AGF U19, 0 - 1",2,0,2,100.0,0.0
G. Ejsing,AaB U19,"Nordsjælland U19 - AaB U19, 2 - 0",False,False,1,0.0,0.0
G. Knudsen,Vejle U19,"SønderjyskE U19 - Vejle U19, 2 - 3",True,True,1,100.0,100.0
G. Nøhr,Brøndby U19,"AGF U19 - Brøndby U19, 5 - 1",7,3,10,70.0,30.0
G. Nøhr,Brøndby U19,"Brøndby U19 - Horsens U19, 2 - 3",10,3,13,76.92307692307693,23.076923076923077
G. Nøhr,Brøndby U19,"Brøndby U19 - Midtjylland U19, 4 - 0",6,3,6,100.0,50.0
G. Nøhr,Brøndby U19,"Brøndby U19 - OB U19, 2 - 4",5,2,13,38.46153846153847,15.384615384615385
G. Nøhr,Brøndby U19,"Brøndby U19 - Silkeborg U19, 2 - 3",4,1,9,44.44444444444444,11.11111111111111
G. Nøhr,Brøndby U19,"Vejle U19 - Brøndby U19, 1 - 1",7,1,13,53.84615384615385,7.6923076923076925
G. Smith Balle,Silkeborg U19,"Midtjylland U19 - Silkeborg U19, 2 - 3",10,3,13,76.92307692307693,23.076923076923077
G. Smith Balle,Silkeborg U19,"Nordsjælland U19 - Silkeborg U19, 3 - 0",3,0,4,75.0,0.0
G. Smith Balle,Silkeborg U19,"Silkeborg U19 - AGF U19, 0 - 1",5,3,10,50.0,30.0
G. Smith Balle,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)",9,2,12,75.0,16.666666666666664
G. Smith Balle,Silkeborg U19,"Silkeborg U19 - Horsens U19, 1 - 1 (P)",1,0,3,33.33333333333333,0.0
G. Smith Balle,Silkeborg U19,"Silkeborg U19 - Randers U19, 2 - 0",2,1,3,66.66666666666666,33.33333333333333
G. Wulff,OB U19,"AaB U19 - OB U19, 1 - 0",1,0,2,50.0,0.0
G. Wulff,OB U19,"Brøndby U19 - OB U19, 2 - 4",1,0,2,50.0,0.0
G. Wulff,OB U19,"København U19 - OB U19, 4 - 0",4,3,7,57.14285714285714,42.857142857142854
G. Wulff,OB U19,"OB U19 - Lyngby U19, 2 - 0",3,1,4,75.0,25.0
H. Bidstrup,København U19,"AGF U19 - København U19, 0 - 3",10,3,16,62.5,18.75
H. Bidstrup,København U19,"AaB U19 - København U19, 2 - 1",10,3,11,90.9090909090909,27.27272727272727
H. Bidstrup,København U19,"København U19 - Esbjerg U19, 9 - 1",6,1,7,85.71428571428571,14.285714285714285
H. Bidstrup,København U19,"København U19 - OB U19, 4 - 0",10,4,12,83.33333333333334,33.33333333333333
H. Christensen,Vejle U19,"Lyngby U19 - Vejle U19, 0 - 1",True,True,1,100.0,100.0
H. Christensen,Vejle U19,"SønderjyskE U19 - Vejle U19, 2 - 3",7,2,8,87.5,25.0
H. Christensen,Vejle U19,"Vejle U19 - Brøndby U19, 1 - 1",True,True,1,100.0,100.0
H. Heidarali,Lyngby U19,"Lyngby U19 - Esbjerg U19, 1 - 1 (P)",False,False,1,0.0,0.0
H. Heidarali,Lyngby U19,"OB U19 - Lyngby U19, 2 - 0",2,0,3,66.66666666666666,0.0
H. Németh,København U19,"AaB U19 - København U19, 2 - 1",3,1,8,37.5,12.5
H. Németh,København U19,"København U19 - Esbjerg U19, 9 - 1",2,0,2,100.0,0.0
H. Rasmussen,OB U19,"AaB U19 - OB U19, 1 - 0",5,2,7,71.42857142857143,28.57142857142857
H. Rasmussen,OB U19,"Brøndby U19 - OB U19, 2 - 4",6,3,7,85.71428571428571,42.857142857142854
H. Rasmussen,OB U19,"København U19 - OB U19, 4 - 0",4,0,7,57.14285714285714,0.0
H. Rasmussen,OB U19,"OB U19 - Lyngby U19, 2 - 0",3,2,4,75.0,50.0
H. Rasmussen,OB U19,"OB U19 - Vejle U19, 4 - 0",5,1,6,83.33333333333334,16.666666666666664
H. Rasmussen,OB U19,"SønderjyskE U19 - OB U19, 1 - 3",2,1,2,100.0,50.0
H. Toftegaard,Horsens U19,"Brøndby U19 - Horsens U19, 2 - 3",6,2,8,75.0,25.0
H. Toftegaard,Horsens U19,"Horsens U19 - AGF U19, 1 - 1 (P)",11,4,16,68.75,25.0
H. Toftegaard,Horsens U19,"Horsens U19 - Esbjerg U19, 2 - 0",3,0,3,100.0,0.0
H. Toftegaard,Horsens U19,"Horsens U19 - Midtjylland U19, 0 - 2",5,2,14,35.714285714285715,14.285714285714285
H. Toftegaard,Horsens U19,"Nordsjælland U19 - Horsens U19, 3 - 0",3,1,4,75.0,25.0
H. Toftegaard,Horsens U19,"Randers U19 - Horsens U19, 2 - 1",3,1,5,60.0,20.0
J. Agyekum,Brøndby U19,"AGF U19 - Brøndby U19, 5 - 1",5,3,7,71.42857142857143,42.857142857142854
J. Agyekum,Brøndby U19,"Brøndby U19 - Horsens U19, 2 - 3",7,3,8,87.5,37.5
J. Agyekum,Brøndby U19,"Brøndby U19 - Midtjylland U19, 4 - 0",7,2,13,53.84615384615385,15.384615384615385
J. Agyekum,Brøndby U19,"Brøndby U19 - OB U19, 2 - 4",2,0,7,28.57142857142857,0.0
J. Agyekum,Brøndby U19,"Brøndby U19 - SønderjyskE U19, 5 - 2",2,2,3,66.66666666666666,66.66666666666666
J. Agyekum,Brøndby U19,"Vejle U19 - Brøndby U19, 1 - 1",0,0,3,0.0,0.0
J. Ambæk,Brøndby U19,"AGF U19 - Brøndby U19, 5 - 1",3,2,5,60.0,40.0
J. Ambæk,Brøndby U19,"Brøndby U19 - Horsens U19, 2 - 3",7,1,10,70.0,10.0
J. Ambæk,Brøndby U19,"Brøndby U19 - Midtjylland U19, 4 - 0",3,2,3,100.0,66.66666666666666
J. Ambæk,Brøndby U19,"Brøndby U19 - OB U19, 2 - 4",True,True,1,100.0,100.0
J. Ambæk,Brøndby U19,"Brøndby U19 - Silkeborg U19, 2 - 3",0,0,2,0.0,0.0
J. Ambæk,Brøndby U19,"Brøndby U19 - SønderjyskE U19, 5 - 2",8,0,11,72.72727272727273,0.0
J. Ambæk,Brøndby U19,"Vejle U19 - Brøndby U19, 1 - 1",1,1,2,50.0,50.0
J. Arinze,Midtjylland U19,"AGF U19 - Midtjylland U19, 0 - 1",1,0,6,16.666666666666664,0.0
J. Arinze,Midtjylland U19,"Brøndby U19 - Midtjylland U19, 4 - 0",2,1,3,66.66666666666666,33.33333333333333
J. Arinze,Midtjylland U19,"Horsens U19 - Midtjylland U19, 0 - 2",0,0,2,0.0,0.0
J. Arinze,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",2,0,6,33.33333333333333,0.0
J. Arinze,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2",3,2,7,42.857142857142854,28.57142857142857
J. Arinze,Midtjylland U19,"Midtjylland U19 - Silkeborg U19, 2 - 3",True,True,1,100.0,100.0
J. Askou,OB U19,"Brøndby U19 - OB U19, 2 - 4",True,True,1,100.0,100.0
J. Askou,OB U19,"København U19 - OB U19, 4 - 0",5,1,7,71.42857142857143,14.285714285714285
J. Askou,OB U19,"OB U19 - Esbjerg U19, 3 - 1",4,2,6,66.66666666666666,33.33333333333333
J. Askou,OB U19,"OB U19 - Lyngby U19, 2 - 0",10,3,11,90.9090909090909,27.27272727272727
J. Askou,OB U19,"OB U19 - Vejle U19, 4 - 0",2,0,2,100.0,0.0
J. Askou,OB U19,"SønderjyskE U19 - OB U19, 1 - 3",6,2,6,100.0,33.33333333333333
J. Bengtsen,SønderjyskE U19,"SønderjyskE U19 - Vejle U19, 2 - 3",4,0,5,80.0,0.0
J. Emefile,Midtjylland U19,"AGF U19 - Midtjylland U19, 0 - 1",6,1,7,85.71428571428571,14.285714285714285
J. Emefile,Midtjylland U19,"Brøndby U19 - Midtjylland U19, 4 - 0",2,0,2,100.0,0.0
J. Emefile,Midtjylland U19,"Horsens U19 - Midtjylland U19, 0 - 2",1,1,5,20.0,20.0
J. Emefile,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",5,2,8,62.5,25.0
J. Emefile,Midtjylland U19,"Midtjylland U19 - Silkeborg U19, 2 - 3",2,0,3,66.66666666666666,0.0
J. Jensen,Esbjerg U19,"Esbjerg U19 - AGF U19, 1 - 2",3,1,5,60.0,20.0
J. Jensen,Esbjerg U19,"Esbjerg U19 - SønderjyskE U19, 2 - 0",5,2,7,71.42857142857143,28.57142857142857
J. Jensen,Esbjerg U19,"Lyngby U19 - Esbjerg U19, 1 - 1 (P)",6,4,8,75.0,50.0
J. Jensen,Esbjerg U19,"OB U19 - Esbjerg U19, 3 - 1",5,2,6,83.33333333333334,33.33333333333333
J. Jonsson,SønderjyskE U19,"Brøndby U19 - SønderjyskE U19, 5 - 2",4,3,5,80.0,60.0
J. Jonsson,SønderjyskE U19,"Lyngby U19 - SønderjyskE U19, 4 - 3",1,0,2,50.0,0.0
J. Jonsson,SønderjyskE U19,"Randers U19 - SønderjyskE U19, 0 - 2",4,1,7,57.14285714285714,14.285714285714285
J. Jonsson,SønderjyskE U19,"SønderjyskE U19 - København U19, 2 - 0",5,1,7,71.42857142857143,14.285714285714285
J. Jonsson,SønderjyskE U19,"SønderjyskE U19 - OB U19, 1 - 3",5,1,6,83.33333333333334,16.666666666666664
J. Jonsson,SønderjyskE U19,"SønderjyskE U19 - Vejle U19, 2 - 3",7,2,9,77.77777777777779,22.22222222222222
J. Klemann Pålsson,SønderjyskE U19,"Esbjerg U19 - SønderjyskE U19, 2 - 0",2,1,2,100.0,50.0
J. Klemann Pålsson,SønderjyskE U19,"Randers U19 - SønderjyskE U19, 0 - 2",1,0,2,50.0,0.0
J. Klemann Pålsson,SønderjyskE U19,"SønderjyskE U19 - København U19, 2 - 0",2,0,4,50.0,0.0
J. Lagoni Thorsen,SønderjyskE U19,"Lyngby U19 - SønderjyskE U19, 4 - 3",4,0,7,57.14285714285714,0.0
J. Lagoni Thorsen,SønderjyskE U19,"Randers U19 - SønderjyskE U19, 0 - 2",2,2,2,100.0,100.0
J. Lucena,Esbjerg U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5",3,2,3,100.0,66.66666666666666
J. Lucena,Esbjerg U19,"Horsens U19 - Esbjerg U19, 2 - 0",5,1,5,100.0,20.0
J. Lucena,Esbjerg U19,"OB U19 - Esbjerg U19, 3 - 1",2,1,3,66.66666666666666,33.33333333333333
J. Meltofte Janssen,Nordsjælland U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5",4,3,8,50.0,37.5
J. Meltofte Janssen,Nordsjælland U19,"Nordsjælland U19 - Horsens U19, 3 - 0",6,4,7,85.71428571428571,57.14285714285714
J. Meltofte Janssen,Nordsjælland U19,"Nordsjælland U19 - Silkeborg U19, 3 - 0",6,4,7,85.71428571428571,57.14285714285714
J. Moalem,København U19,"AGF U19 - København U19, 0 - 3",5,3,8,62.5,37.5
J. Moalem,København U19,"København U19 - OB U19, 4 - 0",3,0,3,100.0,0.0
J. Moalem,København U19,"SønderjyskE U19 - København U19, 2 - 0",3,2,4,75.0,50.0
J. Nielsen,Silkeborg U19,"Nordsjælland U19 - Silkeborg U19, 3 - 0",True,False,1,100.0,0.0
J. Otoa,Lyngby U19,"Lyngby U19 - Esbjerg U19, 1 - 1 (P)",False,False,1,0.0,0.0
J. Otoa,Lyngby U19,"Midtjylland U19 - Lyngby U19, 11 - 1",6,3,6,100.0,50.0
J. Palsmark,Nordsjælland U19,"Nordsjælland U19 - AaB U19, 2 - 0",1,0,2,50.0,0.0
J. Pedersen,Randers U19,"Midtjylland U19 - Randers U19, 1 - 2",False,False,1,0.0,0.0
J. Pedersen,Randers U19,"Randers U19 - Lyngby U19, 0 - 2",False,False,1,0.0,0.0
J. Pedersen,Randers U19,"Silkeborg U19 - Randers U19, 2 - 0",True,True,1,100.0,100.0
J. Remark Wismann,Brøndby U19,"Brøndby U19 - Horsens U19, 2 - 3",3,0,8,37.5,0.0
J. Remark Wismann,Brøndby U19,"Brøndby U19 - Midtjylland U19, 4 - 0",True,True,1,100.0,100.0
J. Remark Wismann,Brøndby U19,"Brøndby U19 - OB U19, 2 - 4",True,True,1,100.0,100.0
J. Remark Wismann,Brøndby U19,"Brøndby U19 - Silkeborg U19, 2 - 3",2,1,2,100.0,50.0
J. Remark Wismann,Brøndby U19,"Brøndby U19 - SønderjyskE U19, 5 - 2",2,1,2,100.0,50.0
J. Remark Wismann,Brøndby U19,"Vejle U19 - Brøndby U19, 1 - 1",2,2,5,40.0,40.0
J. Valtteri Lähteenmäki,Nordsjælland U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5",3,0,4,75.0,0.0
J. Valtteri Lähteenmäki,Nordsjælland U19,"Nordsjælland U19 - Horsens U19, 3 - 0",4,2,5,80.0,40.0
J. Valtteri Lähteenmäki,Nordsjælland U19,"Nordsjælland U19 - Silkeborg U19, 3 - 0",4,1,6,66.66666666666666,16.666666666666664
K. Jasovic,Lyngby U19,"Lyngby U19 - SønderjyskE U19, 4 - 3",True,False,1,100.0,0.0
K. Jasovic,Lyngby U19,"Lyngby U19 - Vejle U19, 0 - 1",1,0,2,50.0,0.0
K. Jasovic,Lyngby U19,"Midtjylland U19 - Lyngby U19, 11 - 1",3,0,6,50.0,0.0
K. Jasovic,Lyngby U19,"OB U19 - Lyngby U19, 2 - 0",4,1,4,100.0,25.0
K. Pedersen,Esbjerg U19,"Esbjerg U19 - AGF U19, 1 - 2",3,0,7,42.857142857142854,0.0
K. Pedersen,Esbjerg U19,"Esbjerg U19 - SønderjyskE U19, 2 - 0",4,2,5,80.0,40.0
K. Pedersen,Esbjerg U19,"Horsens U19 - Esbjerg U19, 2 - 0",12,3,15,80.0,20.0
K. Pedersen,Esbjerg U19,"København U19 - Esbjerg U19, 9 - 1",5,3,7,71.42857142857143,42.857142857142854
K. Pedersen,Esbjerg U19,"Lyngby U19 - Esbjerg U19, 1 - 1 (P)",5,1,11,45.45454545454545,9.090909090909092
K. Pedersen,Esbjerg U19,"OB U19 - Esbjerg U19, 3 - 1",7,1,8,87.5,12.5
K. Tonnisen,Vejle U19,"OB U19 - Vejle U19, 4 - 0",2,1,3,66.66666666666666,33.33333333333333
K. Tonnisen,Vejle U19,"Vejle U19 - Brøndby U19, 1 - 1",4,2,4,100.0,50.0
L. Bolvinkel,OB U19,"OB U19 - Vejle U19, 4 - 0",True,True,1,100.0,100.0
L. Falk Hansen,AGF U19,"AGF U19 - Brøndby U19, 5 - 1",8,2,12,66.66666666666666,16.666666666666664
L. Falk Hansen,AGF U19,"AGF U19 - København U19, 0 - 3",True,False,1,100.0,0.0
L. Falk Hansen,AGF U19,"AGF U19 - Midtjylland U19, 0 - 1",4,2,9,44.44444444444444,22.22222222222222
L. Falk Hansen,AGF U19,"Esbjerg U19 - AGF U19, 1 - 2",2,2,2,100.0,100.0
