player.name,team.name,label,date,location.x,location.y,minute,shot.xg
E. Hjorth Pedersen,SønderjyskE U19,"SønderjyskE U19 - København U19, 2 - 0","September 14, 2024 at 12:30:00 PM GMT+2",86.0,68.0,42,0.06862
A. Bergholdt,SønderjyskE U19,"SønderjyskE U19 - København U19, 2 - 0","September 14, 2024 at 12:30:00 PM GMT+2",97.0,59.0,45,0.1673
J. Moalem,København U19,"SønderjyskE U19 - København U19, 2 - 0","September 14, 2024 at 12:30:00 PM GMT+2",86.0,56.0,49,0.1308
A. Bergholdt,SønderjyskE U19,"SønderjyskE U19 - København U19, 2 - 0","September 14, 2024 at 12:30:00 PM GMT+2",79.0,32.0,55,0.002011
A. Bergholdt,SønderjyskE U19,"SønderjyskE U19 - København U19, 2 - 0","September 14, 2024 at 12:30:00 PM GMT+2",83.0,44.0,56,0.1645
S. Larsen,SønderjyskE U19,"SønderjyskE U19 - København U19, 2 - 0","September 14, 2024 at 12:30:00 PM GMT+2",87.0,48.0,63,0.2089
A. Rrahmani,SønderjyskE U19,"SønderjyskE U19 - København U19, 2 - 0","September 14, 2024 at 12:30:00 PM GMT+2",89.0,38.0,65,0.1602
A. Rrahmani,SønderjyskE U19,"SønderjyskE U19 - København U19, 2 - 0","September 14, 2024 at 12:30:00 PM GMT+2",94.0,32.0,72,0.09043
N. Jönsson,København U19,"SønderjyskE U19 - København U19, 2 - 0","September 14, 2024 at 12:30:00 PM GMT+2",80.0,70.0,74,0.01932
N. Jönsson,København U19,"SønderjyskE U19 - København U19, 2 - 0","September 14, 2024 at 12:30:00 PM GMT+2",84.0,62.0,86,0.0335
T. Nielsen,Nordsjælland U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",90.0,54.0,1,0.01163
V. Berthelsen,Nordsjælland U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",95.0,54.0,5,0.4684
V. Gustafsen,Nordsjælland U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",89.0,55.0,8,0.02615
J. Meltofte Janssen,Nordsjælland U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",83.0,49.0,9,0.008082
C. Yirenkyi,Nordsjælland U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",93.0,58.0,10,0.03861
R. Zwinge,Esbjerg U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",87.0,37.0,27,0.002217
B. Baldursson,Esbjerg U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",85.0,54.0,27,0.1378
V. Berthelsen,Nordsjælland U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",90.0,45.0,28,0.276
J. Lucena,Esbjerg U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",82.0,58.0,30,0.1719
V. Berthelsen,Nordsjælland U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",81.0,36.0,35,0.06707
J. Lucena,Esbjerg U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",88.0,40.0,38,0.04976
C. E. Lauridsen,Esbjerg U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",81.0,29.0,38,0.0953
M. Walker,Nordsjælland U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",79.0,46.0,40,0.01438
S. Acquah,Nordsjælland U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",94.0,46.0,46,0.1716
E. Larsen,Esbjerg U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",77.0,50.0,49,0.07493
M. Kruse,Esbjerg U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",83.0,33.0,52,0.01211
V. Berthelsen,Nordsjælland U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",86.0,51.0,60,0.139
M. Heyde,Nordsjælland U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",84.0,45.0,68,0.02113
M. Seim-Monsen,Nordsjælland U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",95.0,39.0,69,0.1112
S. Acquah,Nordsjælland U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",75.0,47.0,73,0.001694
M. Walker,Nordsjælland U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",95.0,63.0,74,0.08354
M. Seim-Monsen,Nordsjælland U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",96.0,39.0,77,0.2298
N. Nielsen,Nordsjælland U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",95.0,61.0,83,0.163
S. Acquah,Nordsjælland U19,"Esbjerg U19 - Nordsjælland U19, 0 - 5","September 21, 2024 at 12:00:00 PM GMT+2",88.0,38.0,88,0.1583
J. Moalem,København U19,"København U19 - OB U19, 4 - 0","September 21, 2024 at 1:00:00 PM GMT+2",86.0,42.0,0,0.08051
J. Moalem,København U19,"København U19 - OB U19, 4 - 0","September 21, 2024 at 1:00:00 PM GMT+2",54.0,11.0,14,0.01584
A. Chiakha,København U19,"København U19 - OB U19, 4 - 0","September 21, 2024 at 1:00:00 PM GMT+2",84.0,33.0,17,0.1182
R. Risnæs,København U19,"København U19 - OB U19, 4 - 0","September 21, 2024 at 1:00:00 PM GMT+2",90.0,41.0,31,0.2405
L. West,København U19,"København U19 - OB U19, 4 - 0","September 21, 2024 at 1:00:00 PM GMT+2",85.0,60.0,32,0.1365
T. Panduro,København U19,"København U19 - OB U19, 4 - 0","September 21, 2024 at 1:00:00 PM GMT+2",77.0,38.0,45,0.03101
V. Bender,OB U19,"København U19 - OB U19, 4 - 0","September 21, 2024 at 1:00:00 PM GMT+2",78.0,36.0,46,0.009306
E. Petersen,OB U19,"København U19 - OB U19, 4 - 0","September 21, 2024 at 1:00:00 PM GMT+2",89.0,43.0,48,0.1902
N. Juul-Sandberg,OB U19,"København U19 - OB U19, 4 - 0","September 21, 2024 at 1:00:00 PM GMT+2",75.0,57.0,53,0.0622
T. Panduro,København U19,"København U19 - OB U19, 4 - 0","September 21, 2024 at 1:00:00 PM GMT+2",88.0,44.0,55,0.1721
T. Andrew,København U19,"København U19 - OB U19, 4 - 0","September 21, 2024 at 1:00:00 PM GMT+2",68.0,43.0,56,0.0003021
M. Abrahamsen,OB U19,"København U19 - OB U19, 4 - 0","September 21, 2024 at 1:00:00 PM GMT+2",73.0,33.0,58,0.07044
E. Petersen,OB U19,"København U19 - OB U19, 4 - 0","September 21, 2024 at 1:00:00 PM GMT+2",84.0,32.0,59,0.1004
N. Jönsson,København U19,"København U19 - OB U19, 4 - 0","September 21, 2024 at 1:00:00 PM GMT+2",83.0,71.0,61,0.0377
A. Jensen,OB U19,"København U19 - OB U19, 4 - 0","September 21, 2024 at 1:00:00 PM GMT+2",71.0,40.0,67,0.006405
H. Rasmussen,OB U19,"København U19 - OB U19, 4 - 0","September 21, 2024 at 1:00:00 PM GMT+2",76.0,75.0,74,0.0002754
N. Jönsson,København U19,"København U19 - OB U19, 4 - 0","September 21, 2024 at 1:00:00 PM GMT+2",88.0,62.0,82,0.05026
E. Petersen,OB U19,"København U19 - OB U19, 4 - 0","September 21, 2024 at 1:00:00 PM GMT+2",73.0,59.0,87,0.02236
B. Andersen,Randers U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",90.0,52.0,2,0.1354
S. Johannesen,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",80.0,35.0,4,0.08751
M. Pimpong,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",89.0,58.0,8,0.2387
J. Arinze,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",96.0,48.0,10,0.4591
M. Pimpong,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",89.0,61.0,12,0.216
B. Andersen,Randers U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",76.0,47.0,18,0.05564
S. Johannesen,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",90.0,37.0,23,0.1344
J. Arinze,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",90.0,67.0,31,0.03355
S. Kristiansen,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",90.0,35.0,32,0.1564
A. Risgaard,Randers U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",86.0,42.0,38,0.3176
M. Pimpong,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",92.0,65.0,41,0.1609
M. Pimpong,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",92.0,56.0,42,0.224
J. Emefile,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",93.0,52.0,43,0.3974
S. Kristiansen,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",91.0,40.0,43,0.2172
L. Mandal Andersen,Randers U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",81.0,57.0,47,0.1423
L. Nielsen,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",82.0,55.0,48,0.07324
J. Arinze,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",87.0,61.0,48,0.1765
J. Arinze,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",86.0,53.0,46,0.07696
J. Emefile,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",81.0,47.0,48,0.003559
J. Emefile,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",92.0,43.0,49,0.2166
J. Emefile,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",94.0,51.0,50,0.5681
N. Krogh,Randers U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",80.0,43.0,50,0.08608
S. Lodberg,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",95.0,57.0,53,0.3377
M. Pimpong,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",91.0,60.0,55,0.2838
J. Arinze,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",91.0,69.0,60,0.0457
S. Lodberg,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",93.0,39.0,60,0.4829
F. Taraldset,Randers U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",87.0,60.0,62,0.201
M. Pimpong,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",90.0,32.0,63,0.06228
M. Pimpong,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",88.0,44.0,66,0.03868
M. Larsson,Randers U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",79.0,76.0,70,0.00391
N. Krogh,Randers U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",80.0,37.0,72,0.04162
L. Nielsen,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",86.0,38.0,72,0.09466
J. Emefile,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",91.0,50.0,73,0.1279
N. Tornvig,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",89.0,43.0,77,0.07562
M. Pimpong,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",91.0,41.0,80,0.09537
J. Pedersen,Randers U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",95.0,48.0,84,0.1987
M. Pimpong,Midtjylland U19,"Midtjylland U19 - Randers U19, 1 - 2","September 21, 2024 at 1:00:00 PM GMT+2",89.0,41.0,91,0.1224
W. Steindorsson,Lyngby U19,"Lyngby U19 - SønderjyskE U19, 4 - 3","September 21, 2024 at 1:00:00 PM GMT+2",93.0,65.0,0,0.1667
M. Kaarsbo,Lyngby U19,"Lyngby U19 - SønderjyskE U19, 4 - 3","September 21, 2024 at 1:00:00 PM GMT+2",76.0,48.0,1,0.01212
A. Rrahmani,SønderjyskE U19,"Lyngby U19 - SønderjyskE U19, 4 - 3","September 21, 2024 at 1:00:00 PM GMT+2",86.0,49.0,7,0.1526
M. Kaarsbo,Lyngby U19,"Lyngby U19 - SønderjyskE U19, 4 - 3","September 21, 2024 at 1:00:00 PM GMT+2",70.0,38.0,15,0.0269
B. Andersen Magui,Lyngby U19,"Lyngby U19 - SønderjyskE U19, 4 - 3","September 21, 2024 at 1:00:00 PM GMT+2",90.0,39.0,15,0.1852
S. Escobar Jensen,SønderjyskE U19,"Lyngby U19 - SønderjyskE U19, 4 - 3","September 21, 2024 at 1:00:00 PM GMT+2",74.0,30.0,17,0.0345
S. Larsen,SønderjyskE U19,"Lyngby U19 - SønderjyskE U19, 4 - 3","September 21, 2024 at 1:00:00 PM GMT+2",88.0,43.0,17,0.3867
F. Kongslev,Lyngby U19,"Lyngby U19 - SønderjyskE U19, 4 - 3","September 21, 2024 at 1:00:00 PM GMT+2",87.0,29.0,22,0.01894
F. Kongslev,Lyngby U19,"Lyngby U19 - SønderjyskE U19, 4 - 3","September 21, 2024 at 1:00:00 PM GMT+2",76.0,23.0,29,0.02116
V. Lykke,Lyngby U19,"Lyngby U19 - SønderjyskE U19, 4 - 3","September 21, 2024 at 1:00:00 PM GMT+2",69.0,67.0,30,0.003999
M. Kaarsbo,Lyngby U19,"Lyngby U19 - SønderjyskE U19, 4 - 3","September 21, 2024 at 1:00:00 PM GMT+2",78.0,39.0,36,0.1418
W. Steindorsson,Lyngby U19,"Lyngby U19 - SønderjyskE U19, 4 - 3","September 21, 2024 at 1:00:00 PM GMT+2",86.0,25.0,37,0.0472
S. Escobar Jensen,SønderjyskE U19,"Lyngby U19 - SønderjyskE U19, 4 - 3","September 21, 2024 at 1:00:00 PM GMT+2",89.0,51.0,40,0.3147
M. Kaarsbo,Lyngby U19,"Lyngby U19 - SønderjyskE U19, 4 - 3","September 21, 2024 at 1:00:00 PM GMT+2",80.0,65.0,48,0.1502
S. Larsen,SønderjyskE U19,"Lyngby U19 - SønderjyskE U19, 4 - 3","September 21, 2024 at 1:00:00 PM GMT+2",93.0,46.0,49,0.1342
B. Andersen Magui,Lyngby U19,"Lyngby U19 - SønderjyskE U19, 4 - 3","September 21, 2024 at 1:00:00 PM GMT+2",92.0,59.0,56,0.3018
W. Steindorsson,Lyngby U19,"Lyngby U19 - SønderjyskE U19, 4 - 3","September 21, 2024 at 1:00:00 PM GMT+2",76.0,29.0,60,0.04286
S. Maass,SønderjyskE U19,"Lyngby U19 - SønderjyskE U19, 4 - 3","September 21, 2024 at 1:00:00 PM GMT+2",90.0,50.0,64,0.76
S. Escobar Jensen,SønderjyskE U19,"Lyngby U19 - SønderjyskE U19, 4 - 3","September 21, 2024 at 1:00:00 PM GMT+2",97.0,56.0,66,0.5871
A. Rrahmani,SønderjyskE U19,"Lyngby U19 - SønderjyskE U19, 4 - 3","September 21, 2024 at 1:00:00 PM GMT+2",79.0,49.0,68,0.04099
M. Henriksen,Lyngby U19,"Lyngby U19 - SønderjyskE U19, 4 - 3","September 21, 2024 at 1:00:00 PM GMT+2",96.0,41.0,90,0.2343
W. Steindorsson,Lyngby U19,"Lyngby U19 - SønderjyskE U19, 4 - 3","September 21, 2024 at 1:00:00 PM GMT+2",81.0,50.0,91,0.1048
S. Christoffersen,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",77.0,40.0,3,0.07744
M. Holt,AaB U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",81.0,57.0,20,0.1196
M. Ryberg,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",74.0,48.0,21,0.04986
S. Christoffersen,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",89.0,45.0,21,0.5487
S. Biller Mikkelsen,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",78.0,36.0,23,0.02308
G. Smith Balle,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",87.0,26.0,26,0.0451
S. Biller Mikkelsen,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",89.0,41.0,27,0.02901
M. Ryberg,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",75.0,40.0,35,0.001101
S. Laustsen,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",91.0,49.0,36,0.1059
E. Kjær,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",89.0,70.0,39,0.04098
S. Stüker,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",94.0,55.0,40,0.2293
M. Ryberg,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",84.0,41.0,41,0.09583
S. Biller Mikkelsen,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",86.0,64.0,42,0.01081
E. Kjær,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",77.0,62.0,43,0.01564
M. Ryberg,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",91.0,61.0,45,0.2366
W. Kirk,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",87.0,57.0,45,0.212
S. Biller Mikkelsen,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",77.0,53.0,50,0.2595
N. Stojanovic,AaB U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",92.0,69.0,50,0.1093
F. Nygaard,AaB U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",88.0,40.0,50,0.2976
S. Stüker,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",88.0,74.0,53,0.003259
E. Kjær,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",81.0,55.0,53,0.02296
B. Pihl Jørgensen,AaB U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",93.0,29.0,58,0.0195
M. Holt,AaB U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",80.0,57.0,58,0.09799
B. Pihl Jørgensen,AaB U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",77.0,44.0,61,0.0343
E. Nymann,AaB U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",82.0,67.0,61,0.05919
E. Nymann,AaB U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",82.0,37.0,62,0.0227
M. Holt,AaB U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",92.0,47.0,66,0.1171
B. Pihl Jørgensen,AaB U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",93.0,33.0,68,0.1535
S. Biller Mikkelsen,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",81.0,59.0,70,0.01881
S. Biller Mikkelsen,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",88.0,38.0,72,0.07179
S. Biller Mikkelsen,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",79.0,31.0,73,0.127
S. Biller Mikkelsen,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",87.0,32.0,73,0.254
S. Stüker,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",87.0,63.0,75,0.1244
M. Søgaard Hansen,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",98.0,45.0,76,0.7471
S. Biller Mikkelsen,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",90.0,50.0,78,0.76
S. Biller Mikkelsen,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",94.0,27.0,81,0.05725
S. Biller Mikkelsen,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",90.0,50.0,87,0.76
S. Laustsen,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",96.0,60.0,90,0.1393
M. Øxenberg,Silkeborg U19,"Silkeborg U19 - AaB U19, 2 - 2 (P)","September 21, 2024 at 1:00:00 PM GMT+2",73.0,65.0,92,0.002015
J. Ambæk,Brøndby U19,"Brøndby U19 - Horsens U19, 2 - 3","September 22, 2024 at 12:30:00 PM GMT+2",87.0,58.0,4,0.2158
J. Ambæk,Brøndby U19,"Brøndby U19 - Horsens U19, 2 - 3","September 22, 2024 at 12:30:00 PM GMT+2",90.0,65.0,10,0.02299
J. Agyekum,Brøndby U19,"Brøndby U19 - Horsens U19, 2 - 3","September 22, 2024 at 12:30:00 PM GMT+2",93.0,36.0,17,0.1526
S. Traoré,Horsens U19,"Brøndby U19 - Horsens U19, 2 - 3","September 22, 2024 at 12:30:00 PM GMT+2",93.0,44.0,20,0.2224
A. Arouna,Horsens U19,"Brøndby U19 - Horsens U19, 2 - 3","September 22, 2024 at 12:30:00 PM GMT+2",94.0,52.0,21,0.6555
M. Jensen,Brøndby U19,"Brøndby U19 - Horsens U19, 2 - 3","September 22, 2024 at 12:30:00 PM GMT+2",82.0,31.0,27,0.05077
G. Nøhr,Brøndby U19,"Brøndby U19 - Horsens U19, 2 - 3","September 22, 2024 at 12:30:00 PM GMT+2",90.0,44.0,38,0.2267
S. Traoré,Horsens U19,"Brøndby U19 - Horsens U19, 2 - 3","September 22, 2024 at 12:30:00 PM GMT+2",81.0,62.0,46,0.007615
S. Traoré,Horsens U19,"Brøndby U19 - Horsens U19, 2 - 3","September 22, 2024 at 12:30:00 PM GMT+2",90.0,34.0,45,0.5582
M. Andy,Horsens U19,"Brøndby U19 - Horsens U19, 2 - 3","September 22, 2024 at 12:30:00 PM GMT+2",86.0,59.0,46,0.1318
H. Toftegaard,Horsens U19,"Brøndby U19 - Horsens U19, 2 - 3","September 22, 2024 at 12:30:00 PM GMT+2",69.0,62.0,46,0.03382
M. Andy,Horsens U19,"Brøndby U19 - Horsens U19, 2 - 3","September 22, 2024 at 12:30:00 PM GMT+2",95.0,62.0,48,0.118
Y. Ouorou,Horsens U19,"Brøndby U19 - Horsens U19, 2 - 3","September 22, 2024 at 12:30:00 PM GMT+2",95.0,46.0,52,0.2181
J. Ambæk,Brøndby U19,"Brøndby U19 - Horsens U19, 2 - 3","September 22, 2024 at 12:30:00 PM GMT+2",90.0,63.0,52,0.2079
N. Jakobsen,Brøndby U19,"Brøndby U19 - Horsens U19, 2 - 3","September 22, 2024 at 12:30:00 PM GMT+2",88.0,53.0,56,0.4868
J. Ambæk,Brøndby U19,"Brøndby U19 - Horsens U19, 2 - 3","September 22, 2024 at 12:30:00 PM GMT+2",96.0,31.0,59,0.05383
J. Ambæk,Brøndby U19,"Brøndby U19 - Horsens U19, 2 - 3","September 22, 2024 at 12:30:00 PM GMT+2",88.0,40.0,65,0.155
A. Escobar,Brøndby U19,"Brøndby U19 - Horsens U19, 2 - 3","September 22, 2024 at 12:30:00 PM GMT+2",88.0,62.0,65,0.2697
J. Ambæk,Brøndby U19,"Brøndby U19 - Horsens U19, 2 - 3","September 22, 2024 at 12:30:00 PM GMT+2",89.0,50.0,70,0.183
M. Frederiksen,Horsens U19,"Brøndby U19 - Horsens U19, 2 - 3","September 22, 2024 at 12:30:00 PM GMT+2",81.0,50.0,74,0.1076
A. Arouna,Horsens U19,"Brøndby U19 - Horsens U19, 2 - 3","September 22, 2024 at 12:30:00 PM GMT+2",86.0,61.0,74,0.1765
Z. Hussein,Horsens U19,"Brøndby U19 - Horsens U19, 2 - 3","September 22, 2024 at 12:30:00 PM GMT+2",85.0,64.0,80,0.0633
M. Salah,Horsens U19,"Brøndby U19 - Horsens U19, 2 - 3","September 22, 2024 at 12:30:00 PM GMT+2",82.0,31.0,83,0.03071
