label,team.name,date,PPDA
"Midtjylland - SønderjyskE, 3 - 2",Midtjylland,"August 24, 2024 at 4:00:00 PM GMT+2",9.85
"Midtjylland - SønderjyskE, 3 - 2",SønderjyskE,"August 24, 2024 at 4:00:00 PM GMT+2",5.379310344827586
"Midtjylland - Vejle, 2 - 0",Midtjylland,"August 9, 2024 at 7:00:00 PM GMT+2",10.25
"Midtjylland - Vejle, 2 - 0",Vejle,"August 9, 2024 at 7:00:00 PM GMT+2",19.0
"Nordsjælland - AaB, 3 - 0",AaB,"July 19, 2024 at 8:00:00 PM GMT+2",14.526315789473685
"Nordsjælland - AaB, 3 - 0",Nordsjælland,"July 19, 2024 at 8:00:00 PM GMT+2",27.5
"Nordsjælland - København, 3 - 2",København,"August 25, 2024 at 4:00:00 PM GMT+2",13.5
"Nordsjælland - København, 3 - 2",Nordsjælland,"August 25, 2024 at 4:00:00 PM GMT+2",22.846153846153847
"Nordsjælland - Lyngby, 1 - 1",Lyngby,"August 11, 2024 at 2:00:00 PM GMT+2",39.76923076923077
"Nordsjælland - Lyngby, 1 - 1",Nordsjælland,"August 11, 2024 at 2:00:00 PM GMT+2",13.777777777777779
"Nordsjælland - Midtjylland, 2 - 2",Midtjylland,"July 27, 2024 at 4:00:00 PM GMT+2",19.733333333333334
"Nordsjælland - Midtjylland, 2 - 2",Nordsjælland,"July 27, 2024 at 4:00:00 PM GMT+2",17.153846153846153
"Nordsjælland - Randers, 1 - 1",Nordsjælland,"September 16, 2024 at 7:00:00 PM GMT+2",10.0
"Nordsjælland - Randers, 1 - 1",Randers,"September 16, 2024 at 7:00:00 PM GMT+2",66.625
"Randers - AaB, 1 - 0",AaB,"September 1, 2024 at 6:00:00 PM GMT+2",20.166666666666668
"Randers - AaB, 1 - 0",Randers,"September 1, 2024 at 6:00:00 PM GMT+2",13.68421052631579
"Randers - Silkeborg, 0 - 2",Randers,"August 11, 2024 at 2:00:00 PM GMT+2",8.64
"Randers - Silkeborg, 0 - 2",Silkeborg,"August 11, 2024 at 2:00:00 PM GMT+2",24.27777777777778
"Randers - SønderjyskE, 1 - 2",Randers,"August 18, 2024 at 2:00:00 PM GMT+2",9.894736842105264
"Randers - SønderjyskE, 1 - 2",SønderjyskE,"August 18, 2024 at 2:00:00 PM GMT+2",18.6875
"Randers - Viborg, 3 - 1",Randers,"July 28, 2024 at 2:00:00 PM GMT+2",18.0
"Randers - Viborg, 3 - 1",Viborg,"July 28, 2024 at 2:00:00 PM GMT+2",8.35
"Silkeborg - Midtjylland, 1 - 3",Midtjylland,"September 1, 2024 at 4:00:00 PM GMT+2",10.678571428571429
"Silkeborg - Midtjylland, 1 - 3",Silkeborg,"September 1, 2024 at 4:00:00 PM GMT+2",19.733333333333334
"Silkeborg - Nordsjælland, 4 - 1",Nordsjælland,"August 18, 2024 at 2:00:00 PM GMT+2",13.789473684210526
"Silkeborg - Nordsjælland, 4 - 1",Silkeborg,"August 18, 2024 at 2:00:00 PM GMT+2",102.8
"Silkeborg - SønderjyskE, 1 - 0",Silkeborg,"July 21, 2024 at 2:00:00 PM GMT+2",25.272727272727273
"Silkeborg - SønderjyskE, 1 - 0",SønderjyskE,"July 21, 2024 at 2:00:00 PM GMT+2",25.53846153846154
"Silkeborg - Viborg, 3 - 2",Silkeborg,"August 4, 2024 at 2:00:00 PM GMT+2",38.111111111111114
"Silkeborg - Viborg, 3 - 2",Viborg,"August 4, 2024 at 2:00:00 PM GMT+2",13.210526315789474
"SønderjyskE - København, 0 - 2",København,"August 11, 2024 at 6:00:00 PM GMT+2",12.235294117647058
"SønderjyskE - København, 0 - 2",SønderjyskE,"August 11, 2024 at 6:00:00 PM GMT+2",14.117647058823529
"SønderjyskE - Lyngby, 1 - 1",Lyngby,"July 26, 2024 at 7:00:00 PM GMT+2",12.0
"SønderjyskE - Lyngby, 1 - 1",SønderjyskE,"July 26, 2024 at 7:00:00 PM GMT+2",7.142857142857143
"SønderjyskE - Viborg, 2 - 2",SønderjyskE,"September 1, 2024 at 2:00:00 PM GMT+2",8.461538461538462
"SønderjyskE - Viborg, 2 - 2",Viborg,"September 1, 2024 at 2:00:00 PM GMT+2",23.636363636363637
"Vejle - Nordsjælland, 0 - 1",Nordsjælland,"August 5, 2024 at 7:00:00 PM GMT+2",9.555555555555555
"Vejle - Nordsjælland, 0 - 1",Vejle,"August 5, 2024 at 7:00:00 PM GMT+2",12.6
"Vejle - Randers, 2 - 3",Randers,"July 21, 2024 at 4:00:00 PM GMT+2",19.357142857142858
"Vejle - Randers, 2 - 3",Vejle,"July 21, 2024 at 4:00:00 PM GMT+2",8.863636363636363
"Vejle - Silkeborg, 1 - 3",Silkeborg,"August 25, 2024 at 2:00:00 PM GMT+2",32.125
"Vejle - Silkeborg, 1 - 3",Vejle,"August 25, 2024 at 2:00:00 PM GMT+2",17.27777777777778
"Viborg - AaB, 2 - 3",AaB,"August 12, 2024 at 7:00:00 PM GMT+2",14.0625
"Viborg - AaB, 2 - 3",Viborg,"August 12, 2024 at 7:00:00 PM GMT+2",12.125
"Viborg - Brøndby, 3 - 3",Brøndby,"July 21, 2024 at 6:00:00 PM GMT+2",8.75
"Viborg - Brøndby, 3 - 3",Viborg,"July 21, 2024 at 6:00:00 PM GMT+2",37.833333333333336
"Viborg - Lyngby, 1 - 0",Lyngby,"August 26, 2024 at 7:00:00 PM GMT+2",11.157894736842104
"Viborg - Lyngby, 1 - 0",Viborg,"August 26, 2024 at 7:00:00 PM GMT+2",20.214285714285715
