team.name,minute,label,date,location.x,location.y,territorial_possession
AaB U19,7,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",25.0,100.0,AaB U19
AaB U19,7,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",24.0,100.0,AaB U19
AaB U19,7,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",34.0,95.0,Middle
Randers U19,7,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",66.0,5.0,Middle
AaB U19,7,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",32.0,93.0,AaB U19
AaB U19,7,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",27.0,86.0,AaB U19
AaB U19,7,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",25.0,97.0,AaB U19
Randers U19,7,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",71.0,12.0,AaB U19
Randers U19,7,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",42.0,5.0,Middle
AaB U19,7,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",54.0,96.0,Middle
AaB U19,7,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",54.0,80.0,Middle
Randers U19,7,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",31.0,7.0,Randers U19
Randers U19,7,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",13.0,40.0,Randers U19
Randers U19,7,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",36.0,52.0,Middle
Randers U19,8,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",53.0,4.0,Middle
Randers U19,8,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",75.0,6.0,AaB U19
Randers U19,8,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",87.0,43.0,AaB U19
AaB U19,8,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",1.0,48.0,AaB U19
AaB U19,8,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",6.0,52.0,AaB U19
AaB U19,8,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",16.0,8.0,AaB U19
AaB U19,8,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",30.0,16.0,AaB U19
AaB U19,8,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",15.0,19.0,AaB U19
AaB U19,8,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",9.0,50.0,AaB U19
AaB U19,8,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",15.0,24.0,AaB U19
AaB U19,8,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",22.0,11.0,AaB U19
AaB U19,8,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",29.0,35.0,AaB U19
AaB U19,8,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",46.0,84.0,Middle
AaB U19,8,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",75.0,76.0,Randers U19
AaB U19,8,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",72.0,63.0,Randers U19
AaB U19,8,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",73.0,35.0,Randers U19
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",79.0,22.0,Randers U19
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",93.0,12.0,Randers U19
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",73.0,22.0,Randers U19
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",55.0,32.0,Middle
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",62.0,42.0,Middle
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",60.0,65.0,Middle
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",46.0,48.0,Middle
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",42.0,26.0,Middle
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",59.0,29.0,Middle
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",52.0,34.0,Middle
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",60.0,37.0,Middle
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",65.0,17.0,Middle
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",75.0,6.0,Randers U19
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",90.0,12.0,Randers U19
Randers U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",12.0,37.0,Randers U19
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",17.0,5.0,AaB U19
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",37.0,16.0,Middle
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",41.0,35.0,Middle
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",47.0,24.0,Middle
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",54.0,29.0,Middle
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",48.0,22.0,Middle
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",56.0,21.0,Middle
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",58.0,33.0,Middle
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",49.0,33.0,Middle
AaB U19,9,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",55.0,38.0,Middle
AaB U19,10,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",37.0,40.0,Middle
AaB U19,10,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",40.0,20.0,Middle
AaB U19,10,"AaB U19 - Randers U19, 0 - 3","August 24, 2024 at 1:00:00 PM GMT+2",49.0,34.0,Middle
