player.name,team.name,label,date,location.x,location.y,minute,shot.xg
O. Ross,AaB,"Nordsjælland - AaB, 3 - 0","July 19, 2024 at 8:00:00 PM GMT+2",86.0,49.0,39,0.2008
P. Ankersen,Nordsjælland,"Nordsjælland - AaB, 3 - 0","July 19, 2024 at 8:00:00 PM GMT+2",88.0,72.0,41,0.09929
C. Harder,Nordsjælland,"Nordsjælland - AaB, 3 - 0","July 19, 2024 at 8:00:00 PM GMT+2",83.0,38.0,43,0.08677
C. Harder,Nordsjælland,"Nordsjælland - AaB, 3 - 0","July 19, 2024 at 8:00:00 PM GMT+2",97.0,65.0,45,0.09047
C. Harder,Nordsjælland,"Nordsjælland - AaB, 3 - 0","July 19, 2024 at 8:00:00 PM GMT+2",81.0,48.0,52,0.02905
K. Davidsen,AaB,"Nordsjælland - AaB, 3 - 0","July 19, 2024 at 8:00:00 PM GMT+2",89.0,53.0,54,0.3667
P. Ankersen,Nordsjælland,"Nordsjælland - AaB, 3 - 0","July 19, 2024 at 8:00:00 PM GMT+2",81.0,68.0,56,0.03006
M. Jørgensen,AaB,"Nordsjælland - AaB, 3 - 0","July 19, 2024 at 8:00:00 PM GMT+2",91.0,74.0,57,0.05713
O. Ross,AaB,"Nordsjælland - AaB, 3 - 0","July 19, 2024 at 8:00:00 PM GMT+2",92.0,29.0,62,0.04888
P. Ankersen,Nordsjælland,"Nordsjælland - AaB, 3 - 0","July 19, 2024 at 8:00:00 PM GMT+2",81.0,67.0,66,0.01441
S. Egeli,Nordsjælland,"Nordsjælland - AaB, 3 - 0","July 19, 2024 at 8:00:00 PM GMT+2",94.0,68.0,70,0.08691
S. Egeli,Nordsjælland,"Nordsjælland - AaB, 3 - 0","July 19, 2024 at 8:00:00 PM GMT+2",87.0,33.0,72,0.05838
C. Harder,Nordsjælland,"Nordsjælland - AaB, 3 - 0","July 19, 2024 at 8:00:00 PM GMT+2",79.0,46.0,73,0.03763
O. Ross,AaB,"Nordsjælland - AaB, 3 - 0","July 19, 2024 at 8:00:00 PM GMT+2",95.0,27.0,77,0.001764
M. Widell,AaB,"Nordsjælland - AaB, 3 - 0","July 19, 2024 at 8:00:00 PM GMT+2",92.0,29.0,77,0.04198
M. Jørgensen,AaB,"Nordsjælland - AaB, 3 - 0","July 19, 2024 at 8:00:00 PM GMT+2",94.0,29.0,79,0.076
S. Egeli,Nordsjælland,"Nordsjælland - AaB, 3 - 0","July 19, 2024 at 8:00:00 PM GMT+2",89.0,28.0,86,0.03095
M. Jørgensen,AaB,"Nordsjælland - AaB, 3 - 0","July 19, 2024 at 8:00:00 PM GMT+2",91.0,45.0,87,0.1189
M. Hansen,Nordsjælland,"Nordsjælland - AaB, 3 - 0","July 19, 2024 at 8:00:00 PM GMT+2",84.0,65.0,87,0.09853
K. Jørgensen,AaB,"Nordsjælland - AaB, 3 - 0","July 19, 2024 at 8:00:00 PM GMT+2",89.0,73.0,90,0.04286
O. Ross,AaB,"Nordsjælland - AaB, 3 - 0","July 19, 2024 at 8:00:00 PM GMT+2",81.0,40.0,90,0.145
L. Nene,Nordsjælland,"Nordsjælland - AaB, 3 - 0","July 19, 2024 at 8:00:00 PM GMT+2",79.0,41.0,95,0.05691
P. Rödin,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0","July 21, 2024 at 2:00:00 PM GMT+2",96.0,43.0,4,0.3737
I. Djantou,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0","July 21, 2024 at 2:00:00 PM GMT+2",95.0,78.0,6,0.01988
S. Emini,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0","July 21, 2024 at 2:00:00 PM GMT+2",72.0,43.0,13,0.01342
P. Mattsson,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0","July 21, 2024 at 2:00:00 PM GMT+2",78.0,67.0,19,0.03688
R. Østrøm,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0","July 21, 2024 at 2:00:00 PM GMT+2",92.0,63.0,19,0.214
M. Larsen,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0","July 21, 2024 at 2:00:00 PM GMT+2",89.0,57.0,19,0.2592
A. Lind,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0","July 21, 2024 at 2:00:00 PM GMT+2",90.0,43.0,22,0.0173
P. Mattsson,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0","July 21, 2024 at 2:00:00 PM GMT+2",80.0,66.0,31,0.003745
A. Poulsen,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0","July 21, 2024 at 2:00:00 PM GMT+2",77.0,58.0,33,0.004089
T. Adamsen,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0","July 21, 2024 at 2:00:00 PM GMT+2",81.0,68.0,33,0.07898
P. Mattsson,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0","July 21, 2024 at 2:00:00 PM GMT+2",96.0,68.0,35,0.05273
A. Lyng,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0","July 21, 2024 at 2:00:00 PM GMT+2",90.0,48.0,41,0.4228
A. Lyng,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0","July 21, 2024 at 2:00:00 PM GMT+2",86.0,25.0,46,0.03135
A. Lind,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0","July 21, 2024 at 2:00:00 PM GMT+2",91.0,54.0,47,0.2426
M. Brink,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0","July 21, 2024 at 2:00:00 PM GMT+2",79.0,69.0,48,0.004041
A. Poulsen,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0","July 21, 2024 at 2:00:00 PM GMT+2",93.0,31.0,57,0.2144
T. Adamsen,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0","July 21, 2024 at 2:00:00 PM GMT+2",69.0,60.0,68,0.0008374
P. Mattsson,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0","July 21, 2024 at 2:00:00 PM GMT+2",94.0,54.0,76,0.1629
S. Andreasen,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0","July 21, 2024 at 2:00:00 PM GMT+2",85.0,45.0,88,0.1249
M. Soulas,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0","July 21, 2024 at 2:00:00 PM GMT+2",78.0,33.0,93,0.01573
S. Emini,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0","July 21, 2024 at 2:00:00 PM GMT+2",74.0,67.0,93,0.0173
S. Odey,Randers,"Vejle - Randers, 2 - 3","July 21, 2024 at 4:00:00 PM GMT+2",82.0,39.0,6,0.04132
D. Emmanouilidis,Vejle,"Vejle - Randers, 2 - 3","July 21, 2024 at 4:00:00 PM GMT+2",84.0,31.0,7,0.09339
M. Juwara,Vejle,"Vejle - Randers, 2 - 3","July 21, 2024 at 4:00:00 PM GMT+2",83.0,33.0,9,0.02428
M. Juwara,Vejle,"Vejle - Randers, 2 - 3","July 21, 2024 at 4:00:00 PM GMT+2",79.0,67.0,21,0.0373
L. Hetemi,Vejle,"Vejle - Randers, 2 - 3","July 21, 2024 at 4:00:00 PM GMT+2",76.0,47.0,23,0.0154
H. Barry,Vejle,"Vejle - Randers, 2 - 3","July 21, 2024 at 4:00:00 PM GMT+2",76.0,58.0,34,0.02983
G. Onugkha,Vejle,"Vejle - Randers, 2 - 3","July 21, 2024 at 4:00:00 PM GMT+2",77.0,49.0,36,0.02119
S. Odey,Randers,"Vejle - Randers, 2 - 3","July 21, 2024 at 4:00:00 PM GMT+2",88.0,62.0,38,0.1645
N. Dyhr,Randers,"Vejle - Randers, 2 - 3","July 21, 2024 at 4:00:00 PM GMT+2",81.0,30.0,38,0.04834
F. Danho,Randers,"Vejle - Randers, 2 - 3","July 21, 2024 at 4:00:00 PM GMT+2",94.0,59.0,40,0.0896
S. Odey,Randers,"Vejle - Randers, 2 - 3","July 21, 2024 at 4:00:00 PM GMT+2",96.0,43.0,44,0.1544
F. Danho,Randers,"Vejle - Randers, 2 - 3","July 21, 2024 at 4:00:00 PM GMT+2",90.0,59.0,45,0.3449
S. Nordli,Randers,"Vejle - Randers, 2 - 3","July 21, 2024 at 4:00:00 PM GMT+2",93.0,71.0,45,0.01323
M. Enggård,Randers,"Vejle - Randers, 2 - 3","July 21, 2024 at 4:00:00 PM GMT+2",70.0,21.0,52,0.03621
S. Nordli,Randers,"Vejle - Randers, 2 - 3","July 21, 2024 at 4:00:00 PM GMT+2",90.0,50.0,58,0.76
G. Onugkha,Vejle,"Vejle - Randers, 2 - 3","July 21, 2024 at 4:00:00 PM GMT+2",89.0,28.0,77,0.01302
F. Lauenborg,Randers,"Vejle - Randers, 2 - 3","July 21, 2024 at 4:00:00 PM GMT+2",79.0,51.0,79,0.007811
G. Onugkha,Vejle,"Vejle - Randers, 2 - 3","July 21, 2024 at 4:00:00 PM GMT+2",83.0,66.0,86,0.03429
M. Themsen,Randers,"Vejle - Randers, 2 - 3","July 21, 2024 at 4:00:00 PM GMT+2",78.0,58.0,90,0.03306
T. Bany,Randers,"Vejle - Randers, 2 - 3","July 21, 2024 at 4:00:00 PM GMT+2",86.0,66.0,91,0.03104
F. Bundgaard,Brøndby,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",91.0,35.0,2,0.1772
D. Wass,Brøndby,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",74.0,45.0,5,0.00309
J. Vester,Viborg,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",88.0,54.0,10,0.314
N. Nartey,Brøndby,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",81.0,44.0,17,0.02753
C. Bischoff,Brøndby,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",83.0,33.0,17,0.1443
C. Bischoff,Brøndby,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",80.0,30.0,19,0.006256
M. Kvistgaarden,Brøndby,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",93.0,52.0,19,0.2158
Serginho,Viborg,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",87.0,38.0,20,0.09401
Y. Suzuki,Brøndby,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",78.0,37.0,22,0.05156
M. Kvistgaarden,Brøndby,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",92.0,45.0,22,0.2427
C. Bischoff,Brøndby,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",87.0,28.0,29,0.06528
J. Vester,Viborg,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",99.0,53.0,32,0.6139
Serginho,Viborg,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",90.0,34.0,35,0.1839
S. Klaiber,Brøndby,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",75.0,58.0,37,0.06668
Y. Suzuki,Brøndby,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",79.0,61.0,41,0.01516
M. Kvistgaarden,Brøndby,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",81.0,37.0,46,0.09427
F. Bundgaard,Brøndby,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",91.0,71.0,49,0.04003
Ž. Zaletel,Viborg,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",94.0,65.0,53,0.08815
Y. Suzuki,Brøndby,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",87.0,55.0,56,0.2326
N. Nartey,Brøndby,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",82.0,37.0,65,0.08053
R. Lauritsen,Brøndby,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",90.0,55.0,68,0.156
C. Bischoff,Brøndby,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",90.0,39.0,72,0.2256
C. Bischoff,Brøndby,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",87.0,41.0,76,0.05724
I. Jensen,Viborg,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",93.0,32.0,80,0.07799
O. Omoijuanfo,Brøndby,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",97.0,49.0,89,0.5862
S. Sebulonsen,Brøndby,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",87.0,69.0,91,0.06875
E. Yeboah,Brøndby,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",87.0,59.0,92,0.3017
I. Jensen,Viborg,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",91.0,40.0,95,0.09109
E. Yeboah,Brøndby,"Viborg - Brøndby, 3 - 3","July 21, 2024 at 6:00:00 PM GMT+2",92.0,46.0,97,0.1514
O. Óskarsson,København,"Lyngby - København, 0 - 2","July 22, 2024 at 7:00:00 PM GMT+2",94.0,64.0,6,0.09081
M. Garananga,København,"Lyngby - København, 0 - 2","July 22, 2024 at 7:00:00 PM GMT+2",92.0,47.0,10,0.1878
M. Elyounoussi,København,"Lyngby - København, 0 - 2","July 22, 2024 at 7:00:00 PM GMT+2",97.0,41.0,29,0.1555
V. Claesson,København,"Lyngby - København, 0 - 2","July 22, 2024 at 7:00:00 PM GMT+2",95.0,60.0,40,0.2474
Diogo Gonçalves,København,"Lyngby - København, 0 - 2","July 22, 2024 at 7:00:00 PM GMT+2",86.0,65.0,45,0.05613
C. Winther,Lyngby,"Lyngby - København, 0 - 2","July 22, 2024 at 7:00:00 PM GMT+2",89.0,41.0,47,0.09398
T. Storm,Lyngby,"Lyngby - København, 0 - 2","July 22, 2024 at 7:00:00 PM GMT+2",90.0,62.0,48,0.08352
L. Sandgrav,Lyngby,"Lyngby - København, 0 - 2","July 22, 2024 at 7:00:00 PM GMT+2",92.0,57.0,49,0.1396
R. Huescas,København,"Lyngby - København, 0 - 2","July 22, 2024 at 7:00:00 PM GMT+2",77.0,70.0,51,0.01012
R. Huescas,København,"Lyngby - København, 0 - 2","July 22, 2024 at 7:00:00 PM GMT+2",79.0,57.0,60,0.01471
K. Finnsson,Lyngby,"Lyngby - København, 0 - 2","July 22, 2024 at 7:00:00 PM GMT+2",82.0,49.0,62,0.06983
F. Gytkjær,Lyngby,"Lyngby - København, 0 - 2","July 22, 2024 at 7:00:00 PM GMT+2",95.0,57.0,66,0.2109
W. Kumado,Lyngby,"Lyngby - København, 0 - 2","July 22, 2024 at 7:00:00 PM GMT+2",92.0,44.0,73,0.1455
F. Gytkjær,Lyngby,"Lyngby - København, 0 - 2","July 22, 2024 at 7:00:00 PM GMT+2",91.0,47.0,81,0.2735
C. Winther,Lyngby,"Lyngby - København, 0 - 2","July 22, 2024 at 7:00:00 PM GMT+2",83.0,50.0,81,0.0395
C. Winther,Lyngby,"Lyngby - København, 0 - 2","July 22, 2024 at 7:00:00 PM GMT+2",83.0,47.0,81,0.1261
R. Falk,København,"Lyngby - København, 0 - 2","July 22, 2024 at 7:00:00 PM GMT+2",78.0,37.0,84,0.04359
M. Mattsson,København,"Lyngby - København, 0 - 2","July 22, 2024 at 7:00:00 PM GMT+2",89.0,37.0,91,0.203
F. Gytkjær,Lyngby,"Lyngby - København, 0 - 2","July 22, 2024 at 7:00:00 PM GMT+2",80.0,44.0,95,0.04413
J. Amon,Lyngby,"Lyngby - København, 0 - 2","July 22, 2024 at 7:00:00 PM GMT+2",85.0,27.0,95,0.07301
I. Djantou,SønderjyskE,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",87.0,59.0,2,0.06325
C. Winther,Lyngby,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",73.0,67.0,6,0.01973
J. Amon,Lyngby,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",84.0,34.0,7,0.01109
A. Barkarson,SønderjyskE,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",87.0,30.0,9,0.08588
J. Amon,Lyngby,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",86.0,30.0,10,0.01681
T. Sommer,SønderjyskE,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",79.0,64.0,13,0.03505
S. Magnússon,Lyngby,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",91.0,64.0,17,0.1572
F. Gytkjær,Lyngby,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",81.0,52.0,19,0.05525
S. Emini,SønderjyskE,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",77.0,71.0,28,0.00551
S. Emini,SønderjyskE,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",78.0,61.0,29,0.03018
D. Grétarsson,SønderjyskE,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",81.0,63.0,34,0.03135
J. Gallegos,SønderjyskE,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",86.0,40.0,37,0.1382
S. Emini,SønderjyskE,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",82.0,42.0,37,0.07973
S. Emini,SønderjyskE,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",78.0,57.0,42,0.003709
L. Lissens,Lyngby,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",95.0,41.0,45,0.144
K. Ingason,SønderjyskE,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",85.0,58.0,45,0.1081
A. Barkarson,SønderjyskE,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",77.0,42.0,45,0.09714
S. Emini,SønderjyskE,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",90.0,70.0,50,0.06251
S. Emini,SønderjyskE,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",78.0,60.0,58,0.06043
F. Gytkjær,Lyngby,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",77.0,50.0,62,0.06401
S. Emini,SønderjyskE,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",88.0,71.0,64,0.01602
A. Barkarson,SønderjyskE,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",89.0,36.0,66,0.03496
A. Lyng,SønderjyskE,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",85.0,43.0,84,0.1141
S. Andreasen,SønderjyskE,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",92.0,51.0,86,0.313
A. Barkarson,SønderjyskE,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",85.0,42.0,86,0.08784
C. Winther,Lyngby,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",86.0,55.0,92,0.01318
S. Emini,SønderjyskE,"SønderjyskE - Lyngby, 1 - 1","July 26, 2024 at 7:00:00 PM GMT+2",72.0,61.0,96,0.04776
O. Sørensen,Midtjylland,"Nordsjælland - Midtjylland, 2 - 2","July 27, 2024 at 4:00:00 PM GMT+2",91.0,49.0,10,0.1469
Franculino Djú,Midtjylland,"Nordsjælland - Midtjylland, 2 - 2","July 27, 2024 at 4:00:00 PM GMT+2",90.0,58.0,17,0.2599
C. Harder,Nordsjælland,"Nordsjælland - Midtjylland, 2 - 2","July 27, 2024 at 4:00:00 PM GMT+2",87.0,67.0,28,0.07584
C. Harder,Nordsjælland,"Nordsjælland - Midtjylland, 2 - 2","July 27, 2024 at 4:00:00 PM GMT+2",95.0,52.0,33,0.5427
D. Svensson,Nordsjælland,"Nordsjælland - Midtjylland, 2 - 2","July 27, 2024 at 4:00:00 PM GMT+2",89.0,34.0,37,0.07122
K. Askildsen,Midtjylland,"Nordsjælland - Midtjylland, 2 - 2","July 27, 2024 at 4:00:00 PM GMT+2",74.0,49.0,39,0.001248
O. Sørensen,Midtjylland,"Nordsjælland - Midtjylland, 2 - 2","July 27, 2024 at 4:00:00 PM GMT+2",89.0,40.0,44,0.1643
E. Chilufya,Midtjylland,"Nordsjælland - Midtjylland, 2 - 2","July 27, 2024 at 4:00:00 PM GMT+2",85.0,46.0,46,0.008202
O. Sørensen,Midtjylland,"Nordsjælland - Midtjylland, 2 - 2","July 27, 2024 at 4:00:00 PM GMT+2",85.0,71.0,51,0.00605
E. Martínez,Midtjylland,"Nordsjælland - Midtjylland, 2 - 2","July 27, 2024 at 4:00:00 PM GMT+2",85.0,60.0,58,0.03545
M. Ingvartsen,Nordsjælland,"Nordsjælland - Midtjylland, 2 - 2","July 27, 2024 at 4:00:00 PM GMT+2",90.0,36.0,60,0.1357
A. Şimşir,Midtjylland,"Nordsjælland - Midtjylland, 2 - 2","July 27, 2024 at 4:00:00 PM GMT+2",90.0,24.0,74,0.04441
D. Osorio,Midtjylland,"Nordsjælland - Midtjylland, 2 - 2","July 27, 2024 at 4:00:00 PM GMT+2",78.0,58.0,77,0.01718
T. Adamsen,Silkeborg,"AaB - Silkeborg, 2 - 1","July 28, 2024 at 4:00:00 PM GMT+2",81.0,74.0,3,0.01512
J. Iredale,AaB,"AaB - Silkeborg, 2 - 1","July 28, 2024 at 4:00:00 PM GMT+2",90.0,64.0,4,0.1316
J. Andersen,Silkeborg,"AaB - Silkeborg, 2 - 1","July 28, 2024 at 4:00:00 PM GMT+2",80.0,47.0,7,0.01431
R. Østrøm,Silkeborg,"AaB - Silkeborg, 2 - 1","July 28, 2024 at 4:00:00 PM GMT+2",88.0,29.0,7,0.008672
M. Brink,Silkeborg,"AaB - Silkeborg, 2 - 1","July 28, 2024 at 4:00:00 PM GMT+2",78.0,25.0,7,0.05443
T. Adamsen,Silkeborg,"AaB - Silkeborg, 2 - 1","July 28, 2024 at 4:00:00 PM GMT+2",91.0,58.0,11,0.08579
M. Jørgensen,AaB,"AaB - Silkeborg, 2 - 1","July 28, 2024 at 4:00:00 PM GMT+2",86.0,67.0,17,0.06741
A. Lind,Silkeborg,"AaB - Silkeborg, 2 - 1","July 28, 2024 at 4:00:00 PM GMT+2",79.0,63.0,19,0.1134
