player.name,team.name,label,pass.recipient.name,date,location.x,location.y,pass.endLocation.x,pass.endLocation.y,carry.endLocation.x,carry.endLocation.y,dangerzone_entry
A. Rrahmani,SønderjyskE U19,"Brøndby U19 - SønderjyskE U19, 5 - 2",J. Jonsson,"October 5, 2024 at 12:30:00 PM GMT+2",100.0,0.0,94.0,42.0,,,True
L. Larsen,Brøndby U19,"Brøndby U19 - SønderjyskE U19, 5 - 2",P. Søndergaard,"October 5, 2024 at 12:30:00 PM GMT+2",74.0,46.0,94.0,56.0,,,True
M. Beyer,Brøndby U19,"Brøndby U19 - SønderjyskE U19, 5 - 2",J. Agyekum,"October 5, 2024 at 12:30:00 PM GMT+2",97.0,35.0,96.0,47.0,,,True
S. Maass,SønderjyskE U19,"Brøndby U19 - SønderjyskE U19, 5 - 2",S. Escobar Jensen,"October 5, 2024 at 12:30:00 PM GMT+2",81.0,90.0,93.0,37.0,,,True
L. Larsen,Brøndby U19,"Brøndby U19 - SønderjyskE U19, 5 - 2",M. Andersen,"October 5, 2024 at 12:30:00 PM GMT+2",91.0,19.0,90.0,50.0,,,True
J. Remark Wismann,Brøndby U19,"Brøndby U19 - SønderjyskE U19, 5 - 2",J. Ambæk,"October 5, 2024 at 12:30:00 PM GMT+2",70.0,48.0,86.0,56.0,,,True
B. Baldursson,Esbjerg U19,"København U19 - Esbjerg U19, 9 - 1",E. Andersen,"October 5, 2024 at 3:00:00 PM GMT+2",100.0,0.0,92.0,45.0,,,True
H. Németh,København U19,"København U19 - Esbjerg U19, 9 - 1",A. Chiakha,"October 5, 2024 at 3:00:00 PM GMT+2",73.0,43.0,90.0,55.0,,,True
A. Gudmundsson,København U19,"København U19 - Esbjerg U19, 9 - 1",N. Jönsson,"October 5, 2024 at 3:00:00 PM GMT+2",88.0,23.0,98.0,54.0,,,True
D. Katlego Hansen,København U19,"København U19 - Esbjerg U19, 9 - 1",A. Chiakha,"October 5, 2024 at 3:00:00 PM GMT+2",90.0,30.0,92.0,48.0,,,True
M. Kruse,Esbjerg U19,"København U19 - Esbjerg U19, 9 - 1",E. Omerovic,"October 5, 2024 at 3:00:00 PM GMT+2",89.0,0.0,93.0,50.0,,,True
H. Németh,København U19,"København U19 - Esbjerg U19, 9 - 1",A. Chiakha,"October 5, 2024 at 3:00:00 PM GMT+2",72.0,88.0,95.0,60.0,,,True
E. Andersen,Esbjerg U19,"København U19 - Esbjerg U19, 9 - 1",K. Pedersen,"October 5, 2024 at 3:00:00 PM GMT+2",69.0,26.0,86.0,47.0,,,True
N. Jönsson,København U19,"København U19 - Esbjerg U19, 9 - 1",G. Ankamafio,"October 5, 2024 at 3:00:00 PM GMT+2",100.0,100.0,92.0,53.0,,,True
D. Katlego Hansen,København U19,"København U19 - Esbjerg U19, 9 - 1",L. West,"October 5, 2024 at 3:00:00 PM GMT+2",97.0,27.0,90.0,43.0,,,True
T. Andrew,København U19,"København U19 - Esbjerg U19, 9 - 1",N. Jönsson,"October 5, 2024 at 3:00:00 PM GMT+2",62.0,23.0,87.0,58.0,,,True
D. Katlego Hansen,København U19,"København U19 - Esbjerg U19, 9 - 1",A. Chiakha,"October 5, 2024 at 3:00:00 PM GMT+2",87.0,10.0,96.0,52.0,,,True
R. Risnæs,København U19,"København U19 - Esbjerg U19, 9 - 1",L. West,"October 5, 2024 at 3:00:00 PM GMT+2",81.0,32.0,89.0,61.0,,,True
A. Chiakha,København U19,"København U19 - Esbjerg U19, 9 - 1",R. Risnæs,"October 5, 2024 at 3:00:00 PM GMT+2",61.0,75.0,86.0,61.0,,,True
L. West,København U19,"København U19 - Esbjerg U19, 9 - 1",A. Chiakha,"October 5, 2024 at 3:00:00 PM GMT+2",100.0,0.0,98.0,42.0,,,True
L. West,København U19,"København U19 - Esbjerg U19, 9 - 1",B. Llana,"October 5, 2024 at 3:00:00 PM GMT+2",100.0,0.0,94.0,46.0,,,True
H. Bidstrup,København U19,"København U19 - Esbjerg U19, 9 - 1",R. Risnæs,"October 5, 2024 at 3:00:00 PM GMT+2",96.0,79.0,93.0,57.0,,,True
M. Konradsen,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",M. Pimpong,"October 5, 2024 at 1:00:00 PM GMT+2",90.0,83.0,93.0,51.0,,,True
E. Arnarsson,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",S. Lodberg,"October 5, 2024 at 1:00:00 PM GMT+2",97.0,12.0,87.0,61.0,,,True
M. Pimpong,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",S. Lodberg,"October 5, 2024 at 1:00:00 PM GMT+2",80.0,36.0,92.0,59.0,,,True
S. Johannesen,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",M. Pimpong,"October 5, 2024 at 1:00:00 PM GMT+2",100.0,0.0,93.0,44.0,,,True
S. Lodberg,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",M. Pimpong,"October 5, 2024 at 1:00:00 PM GMT+2",77.0,85.0,87.0,39.0,,,True
S. Lodberg,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",J. Emefile,"October 5, 2024 at 1:00:00 PM GMT+2",88.0,84.0,92.0,38.0,,,True
V. Lykke,Lyngby U19,"Midtjylland U19 - Lyngby U19, 11 - 1",,"October 5, 2024 at 1:00:00 PM GMT+2",88.0,93.0,89.0,53.0,,,True
G. Bjerge,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",M. Pimpong,"October 5, 2024 at 1:00:00 PM GMT+2",66.0,30.0,90.0,46.0,,,True
M. Konradsen,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",M. Pimpong,"October 5, 2024 at 1:00:00 PM GMT+2",82.0,87.0,93.0,48.0,,,True
S. Johannesen,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",J. Emefile,"October 5, 2024 at 1:00:00 PM GMT+2",77.0,69.0,86.0,48.0,,,True
S. Lodberg,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",S. Johannesen,"October 5, 2024 at 1:00:00 PM GMT+2",81.0,76.0,87.0,57.0,,,True
J. Arinze,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",S. Lodberg,"October 5, 2024 at 1:00:00 PM GMT+2",76.0,46.0,86.0,60.0,,,True
N. Tornvig,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",L. Nielsen,"October 5, 2024 at 1:00:00 PM GMT+2",88.0,35.0,93.0,55.0,,,True
V. Lykke,Lyngby U19,"Midtjylland U19 - Lyngby U19, 11 - 1",B. Andersen Magui,"October 5, 2024 at 1:00:00 PM GMT+2",68.0,79.0,89.0,59.0,,,True
M. Kaarsbo,Lyngby U19,"Midtjylland U19 - Lyngby U19, 11 - 1",T. Nilsson,"October 5, 2024 at 1:00:00 PM GMT+2",100.0,0.0,93.0,51.0,,,True
J. Emefile,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",C. Jørgensen,"October 5, 2024 at 1:00:00 PM GMT+2",96.0,35.0,94.0,56.0,,,True
N. Tornvig,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",D. Catak,"October 5, 2024 at 1:00:00 PM GMT+2",85.0,30.0,84.0,44.0,,,True
C. Jørgensen,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",S. Lodberg,"October 5, 2024 at 1:00:00 PM GMT+2",96.0,28.0,94.0,58.0,,,True
S. Johannesen,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",D. Catak,"October 5, 2024 at 1:00:00 PM GMT+2",80.0,14.0,93.0,38.0,,,True
C. Jørgensen,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",N. Tornvig,"October 5, 2024 at 1:00:00 PM GMT+2",88.0,69.0,94.0,55.0,,,True
S. Johannesen,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",,"October 5, 2024 at 1:00:00 PM GMT+2",100.0,0.0,98.0,51.0,,,True
J. Emefile,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",N. Tornvig,"October 5, 2024 at 1:00:00 PM GMT+2",81.0,16.0,95.0,58.0,,,True
S. Johannesen,Midtjylland U19,"Midtjylland U19 - Lyngby U19, 11 - 1",M. Odekunie,"October 5, 2024 at 1:00:00 PM GMT+2",81.0,43.0,84.0,56.0,,,True
M. Themsen,Randers U19,"Randers U19 - Horsens U19, 2 - 1",R. Rexhepi,"October 5, 2024 at 1:00:00 PM GMT+2",81.0,12.0,93.0,51.0,,,True
R. Rexhepi,Randers U19,"Randers U19 - Horsens U19, 2 - 1",,"October 5, 2024 at 1:00:00 PM GMT+2",96.0,84.0,96.0,55.0,,,True
S. Traoré,Horsens U19,"Randers U19 - Horsens U19, 2 - 1",E. Favor Fully,"October 5, 2024 at 1:00:00 PM GMT+2",95.0,92.0,86.0,45.0,,,True
A. Arouna,Horsens U19,"Randers U19 - Horsens U19, 2 - 1",Y. Ouorou,"October 5, 2024 at 1:00:00 PM GMT+2",95.0,31.0,91.0,46.0,,,True
S. Traoré,Horsens U19,"Randers U19 - Horsens U19, 2 - 1",Y. Ouorou,"October 5, 2024 at 1:00:00 PM GMT+2",77.0,69.0,89.0,59.0,,,True
F. Konstmann,Randers U19,"Randers U19 - Horsens U19, 2 - 1",A. Hakim Sulemana,"October 5, 2024 at 1:00:00 PM GMT+2",56.0,22.0,88.0,51.0,,,True
H. Toftegaard,Horsens U19,"Randers U19 - Horsens U19, 2 - 1",Y. Ouorou,"October 5, 2024 at 1:00:00 PM GMT+2",88.0,28.0,86.0,44.0,,,True
R. Nybo,Horsens U19,"Randers U19 - Horsens U19, 2 - 1",S. Traoré,"October 5, 2024 at 1:00:00 PM GMT+2",92.0,84.0,88.0,38.0,,,True
A. Moro,Horsens U19,"Randers U19 - Horsens U19, 2 - 1",M. Salah,"October 5, 2024 at 1:00:00 PM GMT+2",72.0,24.0,90.0,50.0,,,True
A. Mandrup,Horsens U19,"Randers U19 - Horsens U19, 2 - 1",A. Arouna,"October 5, 2024 at 1:00:00 PM GMT+2",94.0,21.0,87.0,45.0,,,True
M. Themsen,Randers U19,"Randers U19 - Horsens U19, 2 - 1",,"October 5, 2024 at 1:00:00 PM GMT+2",100.0,0.0,90.0,49.0,,,True
R. Rexhepi,Randers U19,"Randers U19 - Horsens U19, 2 - 1",N. Krogh,"October 5, 2024 at 1:00:00 PM GMT+2",91.0,85.0,91.0,55.0,,,True
E. A Ngon,Horsens U19,"Randers U19 - Horsens U19, 2 - 1",Y. Ouorou,"October 5, 2024 at 1:00:00 PM GMT+2",68.0,61.0,90.0,37.0,,,True
A. Mandrup,Horsens U19,"Randers U19 - Horsens U19, 2 - 1",M. Andy,"October 5, 2024 at 1:00:00 PM GMT+2",76.0,28.0,89.0,43.0,,,True
Z. Hussein,Horsens U19,"Randers U19 - Horsens U19, 2 - 1",A. Mandrup,"October 5, 2024 at 1:00:00 PM GMT+2",100.0,100.0,95.0,53.0,,,True
A. Mandrup,Horsens U19,"Randers U19 - Horsens U19, 2 - 1",O. Mandrup,"October 5, 2024 at 1:00:00 PM GMT+2",94.0,15.0,97.0,38.0,,,True
Y. Ouorou,Horsens U19,"Randers U19 - Horsens U19, 2 - 1",A. Mandrup,"October 5, 2024 at 1:00:00 PM GMT+2",81.0,14.0,92.0,50.0,,,True
A. Moro,Horsens U19,"Randers U19 - Horsens U19, 2 - 1",O. Mandrup,"October 5, 2024 at 1:00:00 PM GMT+2",48.0,70.0,90.0,61.0,,,True
F. Elkjær Andersen,AGF U19,"Silkeborg U19 - AGF U19, 0 - 1",E. Ime,"October 5, 2024 at 1:00:00 PM GMT+2",100.0,0.0,91.0,58.0,,,True
F. Elkjær Andersen,AGF U19,"Silkeborg U19 - AGF U19, 0 - 1",L. Falk Hansen,"October 5, 2024 at 1:00:00 PM GMT+2",100.0,100.0,96.0,37.0,,,True
F. Elkjær Andersen,AGF U19,"Silkeborg U19 - AGF U19, 0 - 1",W. Rygaard,"October 5, 2024 at 1:00:00 PM GMT+2",74.0,20.0,96.0,54.0,,,True
F. Emmery,AGF U19,"Silkeborg U19 - AGF U19, 0 - 1",W. Rygaard,"October 5, 2024 at 1:00:00 PM GMT+2",81.0,8.0,91.0,51.0,,,True
S. Stüker,Silkeborg U19,"Silkeborg U19 - AGF U19, 0 - 1",M. Søgaard Hansen,"October 5, 2024 at 1:00:00 PM GMT+2",96.0,86.0,94.0,53.0,,,True
G. Smith Balle,Silkeborg U19,"Silkeborg U19 - AGF U19, 0 - 1",M. Ryberg,"October 5, 2024 at 1:00:00 PM GMT+2",87.0,17.0,87.0,53.0,,,True
A. Skovgaard,AGF U19,"Silkeborg U19 - AGF U19, 0 - 1",F. Elkjær Andersen,"October 5, 2024 at 1:00:00 PM GMT+2",88.0,86.0,93.0,41.0,,,True
F. Elkjær Andersen,AGF U19,"Silkeborg U19 - AGF U19, 0 - 1",,"October 5, 2024 at 1:00:00 PM GMT+2",100.0,0.0,96.0,56.0,,,True
G. Smith Balle,Silkeborg U19,"Silkeborg U19 - AGF U19, 0 - 1",S. Biller Mikkelsen,"October 5, 2024 at 1:00:00 PM GMT+2",96.0,26.0,90.0,40.0,,,True
S. Biller Mikkelsen,Silkeborg U19,"Silkeborg U19 - AGF U19, 0 - 1",S. Stüker,"October 5, 2024 at 1:00:00 PM GMT+2",83.0,18.0,89.0,59.0,,,True
S. Biller Mikkelsen,Silkeborg U19,"Silkeborg U19 - AGF U19, 0 - 1",M. Micha Jacobsen,"October 5, 2024 at 1:00:00 PM GMT+2",71.0,30.0,90.0,62.0,,,True
S. Lodberg,Midtjylland U19,"OB U19 - Midtjylland U19, 3 - 4",S. Johannesen,"October 18, 2024 at 12:30:00 PM GMT+2",75.0,87.0,90.0,50.0,,,True
S. Lodberg,Midtjylland U19,"OB U19 - Midtjylland U19, 3 - 4",N. Tornvig,"October 18, 2024 at 12:30:00 PM GMT+2",86.0,29.0,92.0,57.0,,,True
M. Gogorza,Midtjylland U19,"OB U19 - Midtjylland U19, 3 - 4",G. Bjerge,"October 18, 2024 at 12:30:00 PM GMT+2",76.0,7.0,92.0,52.0,,,True
M. Gogorza,Midtjylland U19,"OB U19 - Midtjylland U19, 3 - 4",J. Arinze,"October 18, 2024 at 12:30:00 PM GMT+2",95.0,24.0,98.0,55.0,,,True
E. Arnarsson,Midtjylland U19,"OB U19 - Midtjylland U19, 3 - 4",N. Tornvig,"October 18, 2024 at 12:30:00 PM GMT+2",91.0,8.0,90.0,44.0,,,True
M. Andersen,OB U19,"OB U19 - Midtjylland U19, 3 - 4",G. Wulff,"October 18, 2024 at 12:30:00 PM GMT+2",93.0,75.0,85.0,50.0,,,True
Noah Barholt Rasmussen,OB U19,"OB U19 - Midtjylland U19, 3 - 4",J. Askou,"October 18, 2024 at 12:30:00 PM GMT+2",70.0,18.0,90.0,50.0,,,True
N. Lassen,OB U19,"OB U19 - Midtjylland U19, 3 - 4",G. Wulff,"October 18, 2024 at 12:30:00 PM GMT+2",100.0,0.0,94.0,46.0,,,True
N. Lassen,OB U19,"OB U19 - Midtjylland U19, 3 - 4",L. Selin,"October 18, 2024 at 12:30:00 PM GMT+2",100.0,100.0,98.0,49.0,,,True
S. Johannesen,Midtjylland U19,"OB U19 - Midtjylland U19, 3 - 4",N. Tornvig,"October 18, 2024 at 12:30:00 PM GMT+2",89.0,25.0,94.0,53.0,,,True
M. Gogorza,Midtjylland U19,"OB U19 - Midtjylland U19, 3 - 4",S. Johannesen,"October 18, 2024 at 12:30:00 PM GMT+2",87.0,32.0,88.0,52.0,,,True
M. Gogorza,Midtjylland U19,"OB U19 - Midtjylland U19, 3 - 4",N. Tornvig,"October 18, 2024 at 12:30:00 PM GMT+2",96.0,26.0,96.0,48.0,,,True
J. Emefile,Midtjylland U19,"OB U19 - Midtjylland U19, 3 - 4",C. Jørgensen,"October 18, 2024 at 12:30:00 PM GMT+2",94.0,6.0,84.0,47.0,,,True
M. Konradsen,Midtjylland U19,"OB U19 - Midtjylland U19, 3 - 4",J. Emefile,"October 18, 2024 at 12:30:00 PM GMT+2",93.0,87.0,91.0,41.0,,,True
Noah Barholt Rasmussen,OB U19,"OB U19 - Midtjylland U19, 3 - 4",G. Wulff,"October 18, 2024 at 12:30:00 PM GMT+2",100.0,100.0,97.0,58.0,,,True
S. Johannesen,Midtjylland U19,"OB U19 - Midtjylland U19, 3 - 4",G. Bjerge,"October 18, 2024 at 12:30:00 PM GMT+2",100.0,0.0,95.0,45.0,,,True
M. Andersen,OB U19,"OB U19 - Midtjylland U19, 3 - 4",E. Petersen,"October 18, 2024 at 12:30:00 PM GMT+2",93.0,84.0,94.0,56.0,,,True
S. Lodberg,Midtjylland U19,"OB U19 - Midtjylland U19, 3 - 4",G. Bjerge,"October 18, 2024 at 12:30:00 PM GMT+2",100.0,0.0,86.0,61.0,,,True
M. Konradsen,Midtjylland U19,"OB U19 - Midtjylland U19, 3 - 4",N. Tornvig,"October 18, 2024 at 12:30:00 PM GMT+2",72.0,0.0,89.0,37.0,,,True
S. Lodberg,Midtjylland U19,"OB U19 - Midtjylland U19, 3 - 4",B. Konteh Krubally,"October 18, 2024 at 12:30:00 PM GMT+2",100.0,0.0,88.0,48.0,,,True
S. Lodberg,Midtjylland U19,"OB U19 - Midtjylland U19, 3 - 4",G. Bjerge,"October 18, 2024 at 12:30:00 PM GMT+2",100.0,0.0,95.0,40.0,,,True
J. Emefile,Midtjylland U19,"OB U19 - Midtjylland U19, 3 - 4",S. Johannesen,"October 18, 2024 at 12:30:00 PM GMT+2",72.0,20.0,88.0,61.0,,,True
S. Lodberg,Midtjylland U19,"OB U19 - Midtjylland U19, 3 - 4",B. Konteh Krubally,"October 18, 2024 at 12:30:00 PM GMT+2",100.0,0.0,91.0,52.0,,,True
M. Konradsen,Midtjylland U19,"OB U19 - Midtjylland U19, 3 - 4",M. Odekunie,"October 18, 2024 at 12:30:00 PM GMT+2",73.0,10.0,86.0,52.0,,,True
V. Grymer,OB U19,"OB U19 - Midtjylland U19, 3 - 4",V. Bender,"October 18, 2024 at 12:30:00 PM GMT+2",94.0,34.0,91.0,55.0,,,True
Y. Ouorou,Horsens U19,"Horsens U19 - København U19, 1 - 1 (P)",L. Risager Kristensen,"October 19, 2024 at 12:30:00 PM GMT+2",100.0,0.0,94.0,43.0,,,True
V. Daðason,København U19,"Horsens U19 - København U19, 1 - 1 (P)",A. Gudmundsson,"October 19, 2024 at 12:30:00 PM GMT+2",96.0,16.0,90.0,49.0,,,True
Y. Ouorou,Horsens U19,"Horsens U19 - København U19, 1 - 1 (P)",L. Risager Kristensen,"October 19, 2024 at 12:30:00 PM GMT+2",100.0,0.0,85.0,40.0,,,True
S. Traoré,Horsens U19,"Horsens U19 - København U19, 1 - 1 (P)",M. Andy,"October 19, 2024 at 12:30:00 PM GMT+2",77.0,85.0,88.0,56.0,,,True
Y. Ouorou,Horsens U19,"Horsens U19 - København U19, 1 - 1 (P)",,"October 19, 2024 at 12:30:00 PM GMT+2",100.0,0.0,94.0,51.0,,,True
A. Arouna,Horsens U19,"Horsens U19 - København U19, 1 - 1 (P)",,"October 19, 2024 at 12:30:00 PM GMT+2",77.0,5.0,91.0,55.0,,,True
Y. Ouorou,Horsens U19,"Horsens U19 - København U19, 1 - 1 (P)",,"October 19, 2024 at 12:30:00 PM GMT+2",100.0,0.0,94.0,48.0,,,True
Y. Ouorou,Horsens U19,"Horsens U19 - København U19, 1 - 1 (P)",M. Andy,"October 19, 2024 at 12:30:00 PM GMT+2",100.0,0.0,95.0,47.0,,,True
Y. Ouorou,Horsens U19,"Horsens U19 - København U19, 1 - 1 (P)",M. Andy,"October 19, 2024 at 12:30:00 PM GMT+2",90.0,86.0,91.0,49.0,,,True
Y. Ouorou,Horsens U19,"Horsens U19 - København U19, 1 - 1 (P)",M. Andy,"October 19, 2024 at 12:30:00 PM GMT+2",97.0,31.0,97.0,51.0,,,True
L. West,København U19,"Horsens U19 - København U19, 1 - 1 (P)",H. Németh,"October 19, 2024 at 12:30:00 PM GMT+2",78.0,16.0,92.0,44.0,,,True
S. Traoré,Horsens U19,"Horsens U19 - København U19, 1 - 1 (P)",M. Salah,"October 19, 2024 at 12:30:00 PM GMT+2",84.0,86.0,93.0,40.0,,,True
O. Mandrup,Horsens U19,"Horsens U19 - København U19, 1 - 1 (P)",M. Salah,"October 19, 2024 at 12:30:00 PM GMT+2",73.0,64.0,89.0,38.0,,,True
Y. Ouorou,Horsens U19,"Horsens U19 - København U19, 1 - 1 (P)",L. Risager Kristensen,"October 19, 2024 at 12:30:00 PM GMT+2",100.0,0.0,95.0,45.0,,,True
Y. Ouorou,Horsens U19,"Horsens U19 - København U19, 1 - 1 (P)",M. Søfeldt Nielsen,"October 19, 2024 at 12:30:00 PM GMT+2",81.0,16.0,89.0,40.0,,,True
T. Panduro,København U19,"Horsens U19 - København U19, 1 - 1 (P)",G. Ankamafio,"October 19, 2024 at 12:30:00 PM GMT+2",65.0,74.0,87.0,47.0,,,True
F. Elkjær Andersen,AGF U19,"AGF U19 - Randers U19, 5 - 2",,"October 19, 2024 at 2:00:00 PM GMT+2",100.0,100.0,95.0,45.0,,,True
N. Strandby,AGF U19,"AGF U19 - Randers U19, 5 - 2",S. Tchamche,"October 19, 2024 at 2:00:00 PM GMT+2",94.0,27.0,93.0,53.0,,,True
A. Risgaard,Randers U19,"AGF U19 - Randers U19, 5 - 2",R. Rexhepi,"October 19, 2024 at 2:00:00 PM GMT+2",92.0,13.0,95.0,49.0,,,True
M. Steffensen,AGF U19,"AGF U19 - Randers U19, 5 - 2",W. Rygaard,"October 19, 2024 at 2:00:00 PM GMT+2",88.0,84.0,91.0,60.0,,,True
N. Strandby,AGF U19,"AGF U19 - Randers U19, 5 - 2",M. Steffensen,"October 19, 2024 at 2:00:00 PM GMT+2",91.0,22.0,84.0,60.0,,,True
F. Elkjær Andersen,AGF U19,"AGF U19 - Randers U19, 5 - 2",A. Halsgaard,"October 19, 2024 at 2:00:00 PM GMT+2",93.0,88.0,92.0,53.0,,,True
A. Risgaard,Randers U19,"AGF U19 - Randers U19, 5 - 2",R. Rexhepi,"October 19, 2024 at 2:00:00 PM GMT+2",99.0,82.0,90.0,47.0,,,True
F. Elkjær Andersen,AGF U19,"AGF U19 - Randers U19, 5 - 2",L. Falk Hansen,"October 19, 2024 at 2:00:00 PM GMT+2",79.0,14.0,89.0,39.0,,,True
F. Elkjær Andersen,AGF U19,"AGF U19 - Randers U19, 5 - 2",M. Kannegaard,"October 19, 2024 at 2:00:00 PM GMT+2",100.0,0.0,98.0,41.0,,,True
F. Elkjær Andersen,AGF U19,"AGF U19 - Randers U19, 5 - 2",A. Halsgaard,"October 19, 2024 at 2:00:00 PM GMT+2",100.0,100.0,96.0,52.0,,,True
L. Mandal Andersen,Randers U19,"AGF U19 - Randers U19, 5 - 2",C. Østergaard,"October 19, 2024 at 2:00:00 PM GMT+2",73.0,13.0,88.0,52.0,,,True
W. Rygaard,AGF U19,"AGF U19 - Randers U19, 5 - 2",F. Emmery,"October 19, 2024 at 2:00:00 PM GMT+2",81.0,47.0,92.0,38.0,,,True
F. Konstmann,Randers U19,"AGF U19 - Randers U19, 5 - 2",F. Taraldset,"October 19, 2024 at 2:00:00 PM GMT+2",69.0,15.0,86.0,60.0,,,True
F. Emmery,AGF U19,"AGF U19 - Randers U19, 5 - 2",W. Rygaard,"October 19, 2024 at 2:00:00 PM GMT+2",81.0,34.0,85.0,54.0,,,True
E. Bramsen,Randers U19,"AGF U19 - Randers U19, 5 - 2",,"October 19, 2024 at 2:00:00 PM GMT+2",100.0,0.0,93.0,53.0,,,True
A. Sønderskov,Vejle U19,"Esbjerg U19 - Vejle U19, 1 - 1 (E)",T. Pedersen,"October 19, 2024 at 11:00:00 AM GMT+2",36.0,63.0,86.0,63.0,,,True
T. Lykkebak,Vejle U19,"Esbjerg U19 - Vejle U19, 1 - 1 (E)",A. Stengaard,"October 19, 2024 at 11:00:00 AM GMT+2",91.0,84.0,92.0,47.0,,,True
T. Lykkebak,Vejle U19,"Esbjerg U19 - Vejle U19, 1 - 1 (E)",A. Stengaard,"October 19, 2024 at 11:00:00 AM GMT+2",96.0,78.0,89.0,47.0,,,True
L. Flø Borregaard,Vejle U19,"Esbjerg U19 - Vejle U19, 1 - 1 (E)",A. Stengaard,"October 19, 2024 at 11:00:00 AM GMT+2",92.0,79.0,85.0,53.0,,,True
T. Lykkebak,Vejle U19,"Esbjerg U19 - Vejle U19, 1 - 1 (E)",A. Klaster,"October 19, 2024 at 11:00:00 AM GMT+2",72.0,69.0,93.0,39.0,,,True
L. Flø Borregaard,Vejle U19,"Esbjerg U19 - Vejle U19, 1 - 1 (E)",A. Muhammad,"October 19, 2024 at 11:00:00 AM GMT+2",91.0,86.0,92.0,62.0,,,True
T. Lykkebak,Vejle U19,"Esbjerg U19 - Vejle U19, 1 - 1 (E)",A. Muhammad,"October 19, 2024 at 11:00:00 AM GMT+2",85.0,88.0,90.0,56.0,,,True
M. Udengaard,Vejle U19,"Esbjerg U19 - Vejle U19, 1 - 1 (E)",A. Stengaard,"October 19, 2024 at 11:00:00 AM GMT+2",83.0,80.0,92.0,50.0,,,True
M. Udengaard,Vejle U19,"Esbjerg U19 - Vejle U19, 1 - 1 (E)",T. Pedersen,"October 19, 2024 at 11:00:00 AM GMT+2",100.0,100.0,95.0,57.0,,,True
S. Piechnik Hust,Vejle U19,"Esbjerg U19 - Vejle U19, 1 - 1 (E)",R. Koch Groth Pedersen,"October 19, 2024 at 11:00:00 AM GMT+2",100.0,0.0,90.0,59.0,,,True
M. Udengaard,Vejle U19,"Esbjerg U19 - Vejle U19, 1 - 1 (E)",,"October 19, 2024 at 11:00:00 AM GMT+2",94.0,14.0,99.0,63.0,,,True
L. Flø Borregaard,Vejle U19,"Esbjerg U19 - Vejle U19, 1 - 1 (E)",S. Piechnik Hust,"October 19, 2024 at 11:00:00 AM GMT+2",95.0,96.0,91.0,52.0,,,True
S. Piechnik Hust,Vejle U19,"Esbjerg U19 - Vejle U19, 1 - 1 (E)",R. Koch Groth Pedersen,"October 19, 2024 at 11:00:00 AM GMT+2",83.0,50.0,86.0,41.0,,,True
S. Piechnik Hust,Vejle U19,"Esbjerg U19 - Vejle U19, 1 - 1 (E)",B. Appiah,"October 19, 2024 at 11:00:00 AM GMT+2",100.0,0.0,95.0,39.0,,,True
K. Tonnisen,Vejle U19,"Esbjerg U19 - Vejle U19, 1 - 1 (E)",B. Appiah,"October 19, 2024 at 11:00:00 AM GMT+2",60.0,87.0,88.0,55.0,,,True
E. Larsen,Esbjerg U19,"Esbjerg U19 - Vejle U19, 1 - 1 (E)",J. Lucena,"October 19, 2024 at 11:00:00 AM GMT+2",93.0,70.0,95.0,46.0,,,True
M. Udengaard,Vejle U19,"Esbjerg U19 - Vejle U19, 1 - 1 (E)",B. Appiah,"October 19, 2024 at 11:00:00 AM GMT+2",82.0,30.0,87.0,53.0,,,True
A. Dahche,Vejle U19,"Esbjerg U19 - Vejle U19, 1 - 1 (E)",S. Piechnik Hust,"October 19, 2024 at 11:00:00 AM GMT+2",87.0,92.0,90.0,62.0,,,True
A. Dahche,Vejle U19,"Esbjerg U19 - Vejle U19, 1 - 1 (E)",B. Appiah,"October 19, 2024 at 11:00:00 AM GMT+2",90.0,91.0,93.0,55.0,,,True
A. Escobar,Brøndby U19,"Nordsjælland U19 - Brøndby U19, 1 - 0",J. Ambæk,"October 19, 2024 at 1:00:00 PM GMT+2",80.0,63.0,92.0,59.0,,,True
