PLAYER_WYID,MATCHLABEL,total_duels,stoppedprogress_count,recoveredpossession_count,stoppedprogress_percent,recoveredpossession_percent
679431,"Vejle U19 - København U19, 2 - 3",5,4,0,80.0,0.0
679432,"AGF U19 - København U19, 0 - 3",8,3,3,37.5,37.5
679432,"AaB U19 - København U19, 2 - 1",4,3,1,75.0,25.0
679432,"Brøndby U19 - København U19, 3 - 0",5,2,2,40.0,40.0
679432,"Esbjerg U19 - København U19, 3 - 1",3,2,1,66.67,33.33
679432,"Horsens U19 - København U19, 1 - 1 (P)",6,5,0,83.33,0.0
679432,"København U19 - AGF U19, 1 - 3",5,2,1,40.0,20.0
679432,"København U19 - AaB U19, 3 - 4",6,4,1,66.67,16.67
679432,"København U19 - Horsens U19, 5 - 0",6,3,0,50.0,0.0
679432,"København U19 - Lyngby U19, 0 - 1",13,9,2,69.23,15.38
679432,"København U19 - Midtjylland U19, 0 - 2",7,5,2,71.43,28.57
679432,"København U19 - Nordsjælland U19, 2 - 2 (P)",1,1,1,100.0,100.0
679432,"København U19 - OB U19, 4 - 0",5,4,1,80.0,20.0
679432,"København U19 - Randers U19, 5 - 1",8,2,0,25.0,0.0
679432,"København U19 - Silkeborg U19, 2 - 0",5,4,1,80.0,20.0
679432,"København U19 - Sønderjyske U19, 3 - 2",6,3,2,50.0,33.33
679432,"Lyngby U19 - København U19, 3 - 3 (P)",5,3,0,60.0,0.0
679432,"Nordsjælland U19 - København U19, 4 - 0",7,5,3,71.43,42.86
679432,"OB U19 - København U19, 3 - 2",6,3,2,50.0,33.33
679432,"Randers U19 - København U19, 1 - 1",2,2,1,100.0,50.0
679432,"Silkeborg U19 - København U19, 3 - 3 (P)",1,1,1,100.0,100.0
679432,"SønderjyskE U19 - København U19, 2 - 0",3,2,0,66.67,0.0
679432,"Vejle U19 - København U19, 2 - 3",8,6,4,75.0,50.0
679581,"AGF U19 - Sønderjyske U19, 2 - 3",11,7,5,63.64,45.45
679581,"AaB U19 - SønderjyskE U19, 1 - 1",10,5,1,50.0,10.0
679581,"Brøndby U19 - SønderjyskE U19, 5 - 2",2,2,1,100.0,50.0
679581,"Esbjerg U19 - SønderjyskE U19, 2 - 0",7,4,2,57.14,28.57
679581,"Horsens U19 - SønderjyskE U19, 3 - 1",7,6,3,85.71,42.86
679581,"København U19 - Sønderjyske U19, 3 - 2",15,9,3,60.0,20.0
679581,"Lyngby U19 - SønderjyskE U19, 4 - 3",3,3,1,100.0,33.33
679581,"Midtjylland U19 - SønderjyskE U19, 5 - 0",11,5,2,45.45,18.18
679581,"Nordsjælland U19 - SønderjyskE U19, 3 - 0",4,3,1,75.0,25.0
679581,"OB U19 - Sønderjyske U19, 1 - 0",7,5,1,71.43,14.29
679581,"Randers U19 - SønderjyskE U19, 0 - 2",7,2,1,28.57,14.29
679581,"SønderjyskE U19 - AGF U19, 1 - 2",14,7,3,50.0,21.43
679581,"SønderjyskE U19 - AaB U19, 0 - 2",9,6,3,66.67,33.33
679581,"SønderjyskE U19 - København U19, 2 - 0",13,8,4,61.54,30.77
679581,"SønderjyskE U19 - OB U19, 1 - 3",8,4,0,50.0,0.0
679581,"SønderjyskE U19 - Vejle U19, 2 - 3",6,5,0,83.33,0.0
679581,"Sønderjyske U19 - Brøndby U19, 2 - 1",4,3,3,75.0,75.0
679581,"Sønderjyske U19 - Esbjerg U19, 2 - 0",6,6,2,100.0,33.33
679581,"Sønderjyske U19 - Lyngby U19, 3 - 1",6,4,3,66.67,50.0
679581,"Sønderjyske U19 - Midtjylland U19, 3 - 5",12,7,3,58.33,25.0
679581,"Sønderjyske U19 - Nordsjælland U19, 3 - 4",8,5,3,62.5,37.5
679581,"Sønderjyske U19 - Randers U19, 1 - 2",6,4,2,66.67,33.33
679581,"Sønderjyske U19 - Silkeborg U19, 1 - 1 (P)",7,6,2,85.71,28.57
679581,"Vejle U19 - Sønderjyske U19, 1 - 3",7,4,2,57.14,28.57
679646,"AGF U19 - Lyngby U19, 1 - 1 (E)",3,3,0,100.0,0.0
679646,"AaB U19 - Lyngby U19, 2 - 0",6,1,0,16.67,0.0
679646,"Brøndby U19 - Lyngby U19, 4 - 1",6,5,0,83.33,0.0
679646,"Horsens U19 - Lyngby U19, 1 - 4",2,1,1,50.0,50.0
679646,"København U19 - Lyngby U19, 0 - 1",9,7,3,77.78,33.33
679646,"Lyngby U19 - AGF U19, 0 - 1",5,4,2,80.0,40.0
679646,"Lyngby U19 - AaB U19, 1 - 2",6,3,2,50.0,33.33
679646,"Lyngby U19 - Brøndby U19, 0 - 2",5,4,4,80.0,80.0
679646,"Lyngby U19 - Esbjerg U19, 1 - 1 (P)",5,2,2,40.0,40.0
679646,"Lyngby U19 - Horsens U19, 5 - 3",2,2,1,100.0,50.0
679646,"Lyngby U19 - København U19, 3 - 3 (P)",9,7,3,77.78,33.33
679646,"Lyngby U19 - Midtjylland U19, 0 - 2",2,1,0,50.0,0.0
679646,"Lyngby U19 - Nordsjælland U19, 4 - 2",5,4,0,80.0,0.0
679646,"Lyngby U19 - OB U19, 1 - 2",4,2,1,50.0,25.0
679646,"Lyngby U19 - Randers U19, 2 - 2",2,1,0,50.0,0.0
679646,"Lyngby U19 - Silkeborg U19, 2 - 2 (P)",2,1,1,50.0,50.0
679646,"Lyngby U19 - SønderjyskE U19, 4 - 3",4,3,0,75.0,0.0
679646,"Lyngby U19 - Vejle U19, 0 - 1",3,2,0,66.67,0.0
679646,"Midtjylland U19 - Lyngby U19, 11 - 1",2,2,0,100.0,0.0
679646,"Nordsjælland U19 - Lyngby U19, 3 - 2",2,1,0,50.0,0.0
679646,"OB U19 - Lyngby U19, 2 - 0",4,3,0,75.0,0.0
679646,"Randers U19 - Lyngby U19, 0 - 2",3,2,0,66.67,0.0
679646,"Silkeborg U19 - Lyngby U19, 2 - 2 (P)",3,2,2,66.67,66.67
679646,"Sønderjyske U19 - Lyngby U19, 3 - 1",5,3,2,60.0,40.0
679653,"Esbjerg U19 - AGF U19, 1 - 2",5,2,0,40.0,0.0
679653,"Esbjerg U19 - AaB U19, 1 - 4",3,2,1,66.67,33.33
679653,"Esbjerg U19 - Brøndby U19, 4 - 2",2,0,0,0.0,0.0
679653,"Esbjerg U19 - København U19, 3 - 1",1,1,0,100.0,0.0
679653,"Esbjerg U19 - Nordsjælland U19, 0 - 5",2,0,0,0.0,0.0
679653,"Esbjerg U19 - Vejle U19, 1 - 1 (E)",3,1,0,33.33,0.0
679653,"Horsens U19 - Esbjerg U19, 2 - 0",4,2,0,50.0,0.0
679653,"København U19 - Esbjerg U19, 9 - 1",6,2,0,33.33,0.0
679653,"Lyngby U19 - Esbjerg U19, 1 - 1 (P)",3,2,1,66.67,33.33
679653,"Midtjylland U19 - Esbjerg U19, 4 - 2",2,1,1,50.0,50.0
679653,"Sønderjyske U19 - Esbjerg U19, 2 - 0",1,1,1,100.0,100.0
679654,"Esbjerg U19 - Nordsjælland U19, 0 - 5",3,2,1,66.67,33.33
679654,"Nordsjælland U19 - Esbjerg U19, 3 - 1",3,1,0,33.33,0.0
679654,"Nordsjælland U19 - København U19, 4 - 0",2,0,0,0.0,0.0
679654,"Nordsjælland U19 - SønderjyskE U19, 3 - 0",3,1,0,33.33,0.0
679654,"Silkeborg U19 - Nordsjælland U19, 0 - 0 (P)",1,0,0,0.0,0.0
679656,"AaB U19 - Lyngby U19, 2 - 0",1,0,0,0.0,0.0
679656,"Brøndby U19 - Lyngby U19, 4 - 1",3,2,0,66.67,0.0
679656,"Lyngby U19 - Silkeborg U19, 2 - 2 (P)",7,5,3,71.43,42.86
679656,"Lyngby U19 - SønderjyskE U19, 4 - 3",3,0,0,0.0,0.0
679656,"OB U19 - Lyngby U19, 2 - 0",3,3,1,100.0,33.33
679656,"Randers U19 - Lyngby U19, 0 - 2",3,0,0,0.0,0.0
679657,"AGF U19 - Brøndby U19, 5 - 1",7,5,3,71.43,42.86
679657,"AaB U19 - Brøndby U19, 2 - 1",4,2,0,50.0,0.0
679657,"Brøndby U19 - AaB U19, 5 - 0",6,2,1,33.33,16.67
679657,"Brøndby U19 - Horsens U19, 2 - 3",6,5,3,83.33,50.0
679657,"Brøndby U19 - København U19, 3 - 0",6,3,1,50.0,16.67
679657,"Brøndby U19 - Lyngby U19, 4 - 1",2,1,0,50.0,0.0
679657,"Brøndby U19 - Midtjylland U19, 4 - 0",10,5,2,50.0,20.0
679657,"Brøndby U19 - OB U19, 2 - 4",7,2,0,28.57,0.0
679657,"Brøndby U19 - Randers U19, 5 - 2",2,1,0,50.0,0.0
679657,"Brøndby U19 - SønderjyskE U19, 5 - 2",1,0,0,0.0,0.0
679657,"Brøndby U19 - Vejle U19, 2 - 1",4,3,1,75.0,25.0
679657,"Esbjerg U19 - Brøndby U19, 4 - 2",2,0,0,0.0,0.0
679657,"Horsens U19 - Brøndby U19, 2 - 1",6,5,2,83.33,33.33
679657,"København U19 - Brøndby U19, 2 - 2 (P)",5,3,1,60.0,20.0
679657,"Lyngby U19 - Brøndby U19, 0 - 2",7,2,2,28.57,28.57
679657,"Midtjylland U19 - Brøndby U19, 4 - 2",2,1,0,50.0,0.0
679657,"Nordsjælland U19 - Brøndby U19, 1 - 0",6,2,0,33.33,0.0
679657,"OB U19 - Brøndby U19, 2 - 0",6,2,0,33.33,0.0
679657,"Silkeborg U19 - Brøndby U19, 3 - 1",4,2,0,50.0,0.0
679657,"Sønderjyske U19 - Brøndby U19, 2 - 1",3,3,0,100.0,0.0
679657,"Vejle U19 - Brøndby U19, 1 - 1",3,0,0,0.0,0.0
680197,"SønderjyskE U19 - AGF U19, 1 - 2",1,1,0,100.0,0.0
680209,"AGF U19 - Sønderjyske U19, 2 - 3",10,6,2,60.0,20.0
680209,"AaB U19 - SønderjyskE U19, 1 - 1",14,7,1,50.0,7.14
680209,"Esbjerg U19 - SønderjyskE U19, 2 - 0",9,8,1,88.89,11.11
680209,"København U19 - Sønderjyske U19, 3 - 2",14,9,3,64.29,21.43
680209,"Midtjylland U19 - SønderjyskE U19, 5 - 0",10,6,0,60.0,0.0
680209,"Nordsjælland U19 - SønderjyskE U19, 3 - 0",4,2,1,50.0,25.0
680209,"OB U19 - Sønderjyske U19, 1 - 0",11,7,5,63.64,45.45
680209,"SønderjyskE U19 - OB U19, 1 - 3",5,3,2,60.0,40.0
680209,"Sønderjyske U19 - Brøndby U19, 2 - 1",4,2,1,50.0,25.0
680209,"Sønderjyske U19 - Esbjerg U19, 2 - 0",8,7,2,87.5,25.0
680209,"Sønderjyske U19 - Horsens U19, 3 - 2",5,3,2,60.0,40.0
680209,"Sønderjyske U19 - Lyngby U19, 3 - 1",12,7,5,58.33,41.67
680209,"Sønderjyske U19 - Nordsjælland U19, 3 - 4",8,5,2,62.5,25.0
680209,"Sønderjyske U19 - Randers U19, 1 - 2",3,1,1,33.33,33.33
680209,"Sønderjyske U19 - Silkeborg U19, 1 - 1 (P)",10,7,2,70.0,20.0
680209,"Vejle U19 - Sønderjyske U19, 1 - 3",8,5,2,62.5,25.0
680375,"AGF U19 - Brøndby U19, 5 - 1",1,1,1,100.0,100.0
680375,"Brøndby U19 - AGF U19, 2 - 0",1,0,0,0.0,0.0
680375,"Brøndby U19 - Horsens U19, 2 - 3",2,0,0,0.0,0.0
680375,"Brøndby U19 - København U19, 3 - 0",1,1,0,100.0,0.0
680375,"Brøndby U19 - Midtjylland U19, 4 - 0",3,0,0,0.0,0.0
680375,"Brøndby U19 - Nordsjælland U19, 1 - 0",2,1,0,50.0,0.0
680375,"Brøndby U19 - OB U19, 2 - 4",6,4,2,66.67,33.33
680375,"Brøndby U19 - Silkeborg U19, 2 - 3",2,1,1,50.0,50.0
680375,"Brøndby U19 - Vejle U19, 2 - 1",2,0,0,0.0,0.0
680375,"Horsens U19 - Brøndby U19, 2 - 1",1,1,1,100.0,100.0
680375,"København U19 - Brøndby U19, 2 - 2 (P)",1,0,0,0.0,0.0
680375,"Lyngby U19 - Brøndby U19, 0 - 2",2,2,0,100.0,0.0
680375,"Midtjylland U19 - Brøndby U19, 4 - 2",1,1,0,100.0,0.0
680375,"Randers U19 - Brøndby U19, 3 - 2",1,0,0,0.0,0.0
680375,"Silkeborg U19 - Brøndby U19, 3 - 1",1,0,0,0.0,0.0
680375,"Vejle U19 - Brøndby U19, 1 - 1",1,1,1,100.0,100.0
680632,"AGF U19 - Lyngby U19, 1 - 1 (E)",4,3,1,75.0,25.0
680632,"AaB U19 - Lyngby U19, 2 - 0",3,3,2,100.0,66.67
680632,"Horsens U19 - Lyngby U19, 1 - 4",4,2,0,50.0,0.0
680632,"København U19 - Lyngby U19, 0 - 1",13,7,2,53.85,15.38
680632,"Lyngby U19 - Horsens U19, 5 - 3",7,5,1,71.43,14.29
680632,"Lyngby U19 - Midtjylland U19, 0 - 2",2,1,1,50.0,50.0
680632,"Lyngby U19 - Nordsjælland U19, 4 - 2",1,0,0,0.0,0.0
680632,"Lyngby U19 - OB U19, 1 - 2",5,2,0,40.0,0.0
680632,"Lyngby U19 - Randers U19, 2 - 2",4,3,0,75.0,0.0
680632,"Lyngby U19 - SønderjyskE U19, 4 - 3",1,1,1,100.0,100.0
680632,"Lyngby U19 - Vejle U19, 0 - 1",6,4,3,66.67,50.0
680632,"Nordsjælland U19 - Lyngby U19, 3 - 2",1,1,1,100.0,100.0
680632,"Randers U19 - Lyngby U19, 0 - 2",2,2,1,100.0,50.0
680632,"Silkeborg U19 - Lyngby U19, 2 - 2 (P)",3,2,0,66.67,0.0
680632,"Vejle U19 - Lyngby U19, 3 - 0",2,0,0,0.0,0.0
681326,"Brøndby U19 - Randers U19, 5 - 2",7,5,1,71.43,14.29
681326,"Esbjerg U19 - Randers U19, 1 - 2",2,0,0,0.0,0.0
681326,"København U19 - Randers U19, 5 - 1",15,8,3,53.33,20.0
681326,"Lyngby U19 - Randers U19, 2 - 2",6,4,0,66.67,0.0
681326,"OB U19 - Randers U19, 0 - 0",8,4,1,50.0,12.5
681326,"Randers U19 - AaB U19, 3 - 2",12,6,3,50.0,25.0
681326,"Randers U19 - Brøndby U19, 3 - 2",10,6,2,60.0,20.0
681326,"Randers U19 - Esbjerg U19, 1 - 2",4,2,2,50.0,50.0
681326,"Randers U19 - Lyngby U19, 0 - 2",8,6,4,75.0,50.0
681326,"Randers U19 - Silkeborg U19, 1 - 0",6,3,0,50.0,0.0
681326,"Randers U19 - SønderjyskE U19, 0 - 2",4,3,1,75.0,25.0
681326,"Randers U19 - Vejle U19, 0 - 1",8,4,1,50.0,12.5
681326,"Vejle U19 - Randers U19, 3 - 2",10,6,2,60.0,20.0
682037,"Esbjerg U19 - Brøndby U19, 4 - 2",7,3,2,42.86,28.57
682037,"Esbjerg U19 - Vejle U19, 1 - 1 (E)",2,1,1,50.0,50.0
682037,"København U19 - Esbjerg U19, 9 - 1",2,1,1,50.0,50.0
682037,"Midtjylland U19 - Esbjerg U19, 4 - 2",11,6,3,54.55,27.27
682037,"Randers U19 - Esbjerg U19, 1 - 2",6,3,1,50.0,16.67
682103,"AGF U19 - Midtjylland U19, 0 - 1",7,3,1,42.86,14.29
682103,"AaB U19 - Midtjylland U19, 0 - 0 (P)",3,3,3,100.0,100.0
682103,"Brøndby U19 - Midtjylland U19, 4 - 0",2,2,0,100.0,0.0
682103,"Horsens U19 - Midtjylland U19, 0 - 2",4,2,1,50.0,25.0
682103,"København U19 - Midtjylland U19, 0 - 2",6,6,3,100.0,50.0
682103,"Lyngby U19 - Midtjylland U19, 0 - 2",6,3,0,50.0,0.0
682103,"Midtjylland U19 - AGF U19, 1 - 3",7,5,3,71.43,42.86
682103,"Midtjylland U19 - AaB U19, 6 - 1",3,3,1,100.0,33.33
682103,"Midtjylland U19 - Brøndby U19, 4 - 2",4,1,0,25.0,0.0
682103,"Midtjylland U19 - Esbjerg U19, 4 - 2",2,0,0,0.0,0.0
682103,"Midtjylland U19 - København U19, 5 - 1",1,1,0,100.0,0.0
682103,"Midtjylland U19 - Lyngby U19, 11 - 1",4,2,1,50.0,25.0
682103,"Midtjylland U19 - Nordsjælland U19, 1 - 1 (P)",4,2,0,50.0,0.0
682103,"Midtjylland U19 - Randers U19, 1 - 2",7,4,3,57.14,42.86
682103,"Midtjylland U19 - Silkeborg U19, 2 - 3",2,0,0,0.0,0.0
682103,"Midtjylland U19 - SønderjyskE U19, 5 - 0",2,1,0,50.0,0.0
682103,"Midtjylland U19 - Vejle U19, 2 - 1",15,10,3,66.67,20.0
682103,"Nordsjælland U19 - Midtjylland U19, 0 - 0",7,5,1,71.43,14.29
682103,"OB U19 - Midtjylland U19, 3 - 4",6,3,2,50.0,33.33
682103,"Randers U19 - Midtjylland U19, 1 - 2",4,3,1,75.0,25.0
682103,"Sønderjyske U19 - Midtjylland U19, 3 - 5",6,4,2,66.67,33.33
682103,"Vejle U19 - Midtjylland U19, 1 - 5",4,2,1,50.0,25.0
682104,"Brøndby U19 - Silkeborg U19, 2 - 3",4,2,0,50.0,0.0
682104,"Lyngby U19 - Silkeborg U19, 2 - 2 (P)",1,1,1,100.0,100.0
682104,"Midtjylland U19 - Silkeborg U19, 2 - 3",3,2,0,66.67,0.0
682104,"OB U19 - Silkeborg U19, 2 - 0",1,1,0,100.0,0.0
682104,"Silkeborg U19 - AaB U19, 2 - 2 (P)",4,3,1,75.0,25.0
682104,"Silkeborg U19 - Horsens U19, 1 - 1 (P)",3,1,0,33.33,0.0
682104,"Silkeborg U19 - Randers U19, 2 - 0",4,0,0,0.0,0.0
682104,"Silkeborg U19 - Vejle U19, 1 - 1 (P)",1,1,0,100.0,0.0
682105,"AaB U19 - Vejle U19, 1 - 1",1,1,0,100.0,0.0
682105,"Esbjerg U19 - Vejle U19, 1 - 1 (E)",2,1,0,50.0,0.0
682105,"København U19 - Vejle U19, 2 - 2",2,0,0,0.0,0.0
682105,"OB U19 - Vejle U19, 4 - 0",1,1,0,100.0,0.0
682105,"Randers U19 - Vejle U19, 0 - 1",4,4,1,100.0,25.0
682105,"Silkeborg U19 - Vejle U19, 1 - 1 (P)",2,1,0,50.0,0.0
682105,"Vejle U19 - AGF U19, 2 - 2 (P)",2,1,0,50.0,0.0
682105,"Vejle U19 - AaB U19, 1 - 1",1,1,0,100.0,0.0
682105,"Vejle U19 - Brøndby U19, 1 - 1",3,3,1,100.0,33.33
682105,"Vejle U19 - Horsens U19, 1 - 0",1,1,0,100.0,0.0
682105,"Vejle U19 - Midtjylland U19, 1 - 5",2,1,0,50.0,0.0
682105,"Vejle U19 - Nordsjælland U19, 1 - 0",4,3,2,75.0,50.0
682106,"AGF U19 - Midtjylland U19, 0 - 1",6,4,1,66.67,16.67
682106,"AaB U19 - Midtjylland U19, 0 - 0 (P)",2,1,0,50.0,0.0
682106,"Brøndby U19 - Midtjylland U19, 4 - 0",2,2,1,100.0,50.0
682106,"Horsens U19 - Midtjylland U19, 0 - 2",5,3,2,60.0,40.0
682106,"København U19 - Midtjylland U19, 0 - 2",8,8,4,100.0,50.0
682106,"Lyngby U19 - Midtjylland U19, 0 - 2",6,4,3,66.67,50.0
682106,"Midtjylland U19 - AGF U19, 1 - 3",6,6,3,100.0,50.0
682106,"Midtjylland U19 - AaB U19, 6 - 1",5,3,0,60.0,0.0
682106,"Midtjylland U19 - Brøndby U19, 4 - 2",3,2,2,66.67,66.67
682106,"Midtjylland U19 - Esbjerg U19, 4 - 2",3,1,1,33.33,33.33
682106,"Midtjylland U19 - Horsens U19, 5 - 0",4,4,4,100.0,100.0
682106,"Midtjylland U19 - København U19, 5 - 1",2,1,0,50.0,0.0
682106,"Midtjylland U19 - Nordsjælland U19, 1 - 1 (P)",3,2,0,66.67,0.0
682106,"Midtjylland U19 - OB U19, 5 - 2",6,3,1,50.0,16.67
682106,"Midtjylland U19 - Randers U19, 1 - 2",1,0,0,0.0,0.0
682106,"Midtjylland U19 - SønderjyskE U19, 5 - 0",1,1,1,100.0,100.0
682106,"Midtjylland U19 - Vejle U19, 2 - 1",9,6,3,66.67,33.33
682106,"Randers U19 - Midtjylland U19, 1 - 2",5,4,1,80.0,20.0
682106,"Silkeborg U19 - Midtjylland U19, 1 - 5",5,3,2,60.0,40.0
682106,"Sønderjyske U19 - Midtjylland U19, 3 - 5",2,1,0,50.0,0.0
682106,"Vejle U19 - Midtjylland U19, 1 - 5",8,6,0,75.0,0.0
682107,"Brøndby U19 - Horsens U19, 2 - 3",1,1,0,100.0,0.0
682107,"Horsens U19 - AGF U19, 1 - 1 (P)",6,4,0,66.67,0.0
682107,"Horsens U19 - Esbjerg U19, 2 - 0",1,0,0,0.0,0.0
682107,"Horsens U19 - København U19, 1 - 1 (P)",13,8,3,61.54,23.08
682107,"Horsens U19 - Midtjylland U19, 0 - 2",2,1,0,50.0,0.0
682107,"Horsens U19 - Randers U19, 1 - 0",2,1,0,50.0,0.0
682107,"Horsens U19 - Vejle U19, 3 - 1",3,1,0,33.33,0.0
682107,"Lyngby U19 - Horsens U19, 5 - 3",9,7,3,77.78,33.33
682107,"Midtjylland U19 - Horsens U19, 5 - 0",2,2,0,100.0,0.0
682107,"Nordsjælland U19 - Horsens U19, 3 - 0",2,1,0,50.0,0.0
682107,"Randers U19 - Horsens U19, 2 - 1",3,2,1,66.67,33.33
682107,"Silkeborg U19 - Horsens U19, 1 - 1 (P)",2,1,0,50.0,0.0
682107,"Sønderjyske U19 - Horsens U19, 3 - 2",10,6,3,60.0,30.0
682112,"AaB U19 - AGF U19, 2 - 1",1,0,0,0.0,0.0
682112,"AaB U19 - København U19, 2 - 1",1,1,0,100.0,0.0
682112,"AaB U19 - Randers U19, 0 - 3",5,3,2,60.0,40.0
682112,"Horsens U19 - AaB U19, 1 - 3",1,0,0,0.0,0.0
682112,"Silkeborg U19 - AaB U19, 2 - 2 (P)",1,1,0,100.0,0.0
682112,"Vejle U19 - AaB U19, 1 - 1",3,2,0,66.67,0.0
682113,"AGF U19 - Midtjylland U19, 0 - 1",11,8,3,72.73,27.27
682113,"AaB U19 - Midtjylland U19, 0 - 0 (P)",19,17,6,89.47,31.58
682113,"Brøndby U19 - Midtjylland U19, 4 - 0",9,7,5,77.78,55.56
682113,"Esbjerg U19 - Midtjylland U19, 1 - 4",10,5,1,50.0,10.0
682113,"Horsens U19 - Midtjylland U19, 0 - 2",11,4,4,36.36,36.36
682113,"København U19 - Midtjylland U19, 0 - 2",10,10,4,100.0,40.0
682113,"Lyngby U19 - Midtjylland U19, 0 - 2",4,3,1,75.0,25.0
682113,"Midtjylland U19 - AGF U19, 1 - 3",6,3,1,50.0,16.67
682113,"Midtjylland U19 - AaB U19, 6 - 1",7,5,3,71.43,42.86
682113,"Midtjylland U19 - Brøndby U19, 4 - 2",11,6,2,54.55,18.18
682113,"Midtjylland U19 - Esbjerg U19, 4 - 2",6,4,3,66.67,50.0
682113,"Midtjylland U19 - Horsens U19, 5 - 0",3,1,1,33.33,33.33
682113,"Midtjylland U19 - København U19, 5 - 1",6,5,1,83.33,16.67
682113,"Midtjylland U19 - Lyngby U19, 11 - 1",5,2,1,40.0,20.0
682113,"Midtjylland U19 - Nordsjælland U19, 1 - 1 (P)",9,4,0,44.44,0.0
682113,"Midtjylland U19 - OB U19, 5 - 2",7,4,3,57.14,42.86
682113,"Midtjylland U19 - Randers U19, 1 - 2",4,4,2,100.0,50.0
682113,"Midtjylland U19 - Silkeborg U19, 2 - 3",2,2,0,100.0,0.0
682113,"Midtjylland U19 - SønderjyskE U19, 5 - 0",7,7,2,100.0,28.57
682113,"Midtjylland U19 - Vejle U19, 2 - 1",10,7,3,70.0,30.0
682113,"Nordsjælland U19 - Midtjylland U19, 0 - 0",13,9,5,69.23,38.46
682113,"OB U19 - Midtjylland U19, 3 - 4",9,7,3,77.78,33.33
682113,"Randers U19 - Midtjylland U19, 1 - 2",8,5,3,62.5,37.5
682113,"Silkeborg U19 - Midtjylland U19, 1 - 5",6,2,0,33.33,0.0
682113,"Sønderjyske U19 - Midtjylland U19, 3 - 5",7,7,2,100.0,28.57
682113,"Vejle U19 - Midtjylland U19, 1 - 5",6,5,2,83.33,33.33
682117,"AGF U19 - Midtjylland U19, 0 - 1",5,4,0,80.0,0.0
682117,"Brøndby U19 - Midtjylland U19, 4 - 0",2,1,0,50.0,0.0
682117,"Esbjerg U19 - Midtjylland U19, 1 - 4",3,3,2,100.0,66.67
682117,"Horsens U19 - Midtjylland U19, 0 - 2",8,6,2,75.0,25.0
682117,"København U19 - Midtjylland U19, 0 - 2",7,2,0,28.57,0.0
682117,"Lyngby U19 - Midtjylland U19, 0 - 2",8,3,2,37.5,25.0
682117,"Midtjylland U19 - AGF U19, 1 - 3",2,2,2,100.0,100.0
682117,"Midtjylland U19 - AaB U19, 6 - 1",10,6,2,60.0,20.0
682117,"Midtjylland U19 - Brøndby U19, 4 - 2",3,3,3,100.0,100.0
682117,"Midtjylland U19 - Esbjerg U19, 4 - 2",3,2,0,66.67,0.0
682117,"Midtjylland U19 - Horsens U19, 5 - 0",9,4,2,44.44,22.22
682117,"Midtjylland U19 - København U19, 5 - 1",4,2,1,50.0,25.0
682117,"Midtjylland U19 - Lyngby U19, 11 - 1",4,3,2,75.0,50.0
682117,"Midtjylland U19 - Nordsjælland U19, 1 - 1 (P)",5,2,2,40.0,40.0
682117,"Midtjylland U19 - OB U19, 5 - 2",2,1,1,50.0,50.0
682117,"Midtjylland U19 - Randers U19, 1 - 2",2,1,0,50.0,0.0
682117,"Midtjylland U19 - Silkeborg U19, 2 - 3",3,3,1,100.0,33.33
682117,"Midtjylland U19 - SønderjyskE U19, 5 - 0",4,2,1,50.0,25.0
682117,"Midtjylland U19 - Vejle U19, 2 - 1",8,5,1,62.5,12.5
682117,"Nordsjælland U19 - Midtjylland U19, 0 - 0",6,5,2,83.33,33.33
682117,"OB U19 - Midtjylland U19, 3 - 4",8,4,0,50.0,0.0
682117,"Randers U19 - Midtjylland U19, 1 - 2",8,3,0,37.5,0.0
682117,"Silkeborg U19 - Midtjylland U19, 1 - 5",5,4,2,80.0,40.0
682117,"Sønderjyske U19 - Midtjylland U19, 3 - 5",8,5,1,62.5,12.5
682117,"Vejle U19 - Midtjylland U19, 1 - 5",8,3,0,37.5,0.0
682962,"AGF U19 - Silkeborg U19, 1 - 1 (P)",3,3,0,100.0,0.0
682962,"AaB U19 - Silkeborg U19, 4 - 2",8,5,1,62.5,12.5
682962,"Brøndby U19 - Silkeborg U19, 2 - 3",6,5,2,83.33,33.33
682962,"Horsens U19 - Silkeborg U19, 3 - 0",9,5,4,55.56,44.44
682962,"København U19 - Silkeborg U19, 2 - 0",5,3,1,60.0,20.0
682962,"Lyngby U19 - Silkeborg U19, 2 - 2 (P)",13,9,3,69.23,23.08
682962,"Midtjylland U19 - Silkeborg U19, 2 - 3",7,5,1,71.43,14.29
682962,"Nordsjælland U19 - Silkeborg U19, 3 - 0",4,3,0,75.0,0.0
682962,"OB U19 - Silkeborg U19, 2 - 0",8,4,1,50.0,12.5
682962,"Randers U19 - Silkeborg U19, 1 - 0",12,6,3,50.0,25.0
682962,"Silkeborg U19 - AGF U19, 0 - 1",3,2,0,66.67,0.0
682962,"Silkeborg U19 - AaB U19, 2 - 2 (P)",6,5,4,83.33,66.67
682962,"Silkeborg U19 - Brøndby U19, 3 - 1",13,5,2,38.46,15.38
682962,"Silkeborg U19 - Esbjerg U19, 1 - 1 (P)",4,4,2,100.0,50.0
682962,"Silkeborg U19 - Horsens U19, 1 - 1 (P)",5,3,2,60.0,40.0
682962,"Silkeborg U19 - København U19, 3 - 3 (P)",9,5,1,55.56,11.11
682962,"Silkeborg U19 - Lyngby U19, 2 - 2 (P)",8,5,0,62.5,0.0
682962,"Silkeborg U19 - Midtjylland U19, 1 - 5",8,5,1,62.5,12.5
