id,player.name,player.id,team.name,matchId,pass.recipient.name,pass.accurate,label,date,minute,second,groundDuel,aerialDuel,infraction,carry,type.primary,type.secondary,location.x,location.y,pass.endLocation.x,pass.endLocation.y,carry.endLocation.x,carry.endLocation.y,shot.xg,possession.types,possession.eventsNumber,possession.eventIndex,possession.startLocation.x,possession.startLocation.y,possession.endLocation.x,possession.endLocation.y,possession.team.name,possession.attack.xg
2263460912,R. Zwinge,766588,Esbjerg U19,5605871,M. Svane,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",45,15,,,,,pass,"['forward_pass', 'progressive_pass', 'short_or_medium_pass']",38.0,28.0,55.0,23.0,,,,['throw_in'],8.0,5.0,64.0,100.0,67.0,34.0,Esbjerg U19,
2263460913,M. Svane,679269,Esbjerg U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",45,16,,,,,touch,"['progressive_run', 'carry']",55.0,23.0,,,75.0,16.0,,['throw_in'],8.0,6.0,64.0,100.0,67.0,34.0,Esbjerg U19,
2263460915,M. Svane,679269,Esbjerg U19,5605871,C. Storch,False,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",45,19,,,,,pass,"['lateral_pass', 'loss', 'short_or_medium_pass']",75.0,16.0,67.0,34.0,,,,['throw_in'],8.0,7.0,64.0,100.0,67.0,34.0,Esbjerg U19,
2263460250,C. Storch,769069,AGF U19,5605871,,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",45,19,,,,,interception,"['forward_pass', 'long_pass', 'pass', 'progressive_pass', 'recovery']",33.0,66.0,57.0,67.0,,,,['attack'],7.0,0.0,33.0,66.0,78.0,34.0,AGF U19,0.0535
2263460917,E. Omerovic,679266,Esbjerg U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",45,23,,,,,duel,"['defensive_duel', 'ground_duel']",43.0,33.0,,,,,,['attack'],7.0,1.0,33.0,66.0,78.0,34.0,AGF U19,0.0535
2263461894,,0,AGF U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",45,23,,,,,duel,"['ground_duel', 'offensive_duel']",57.0,67.0,,,,,,['attack'],7.0,2.0,33.0,66.0,78.0,34.0,AGF U19,0.0535
2263460253,F. Emmery,765120,AGF U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",45,26,,,,,acceleration,"['progressive_run', 'carry']",55.0,45.0,,,94.0,17.0,,['attack'],7.0,3.0,33.0,66.0,78.0,34.0,AGF U19,0.0535
2263460254,F. Emmery,765120,AGF U19,5605871,M. Engsted,False,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",45,33,,,,,pass,"['cross', 'lateral_pass', 'loss', 'pass_to_penalty_area']",94.0,17.0,89.0,66.0,,,,['attack'],7.0,4.0,33.0,66.0,78.0,34.0,AGF U19,0.0535
2263460920,M. Engsted,766612,Esbjerg U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",45,35,,,,,interception,['loss'],11.0,34.0,,,,,,['attack'],7.0,5.0,33.0,66.0,78.0,34.0,AGF U19,0.0535
2263460255,F. Elkjær Andersen,752351,AGF U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",45,39,,,,,shot,"['goal', 'opportunity']",78.0,34.0,,,,,0.0535,['attack'],7.0,6.0,33.0,66.0,78.0,34.0,AGF U19,0.0535
2263460922,A. Drexel,768987,Esbjerg U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",45,41,,,,,shot_against,['conceded_goal'],1.0,49.0,,,,,,,,,,,,,,
2263460924,A. Lund Jørgensen,750795,Esbjerg U19,5605871,R. Zwinge,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",46,22,,,,,pass,"['back_pass', 'short_or_medium_pass']",49.0,49.0,31.0,41.0,,,,[],3.0,0.0,49.0,49.0,70.0,73.0,Esbjerg U19,
2263460925,R. Zwinge,766588,Esbjerg U19,5605871,K. Pedersen,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",46,25,,,,,pass,"['forward_pass', 'long_pass', 'pass_to_final_third', 'progressive_pass']",31.0,41.0,70.0,73.0,,,,[],3.0,1.0,49.0,49.0,70.0,73.0,Esbjerg U19,
2263460256,A. Skovgaard,813151,AGF U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",46,26,,,,,duel,"['loose_ball_duel', 'recovery', 'counterpressing_recovery']",30.0,27.0,,,,,,['transition_low'],6.0,0.0,30.0,27.0,45.0,25.0,AGF U19,
2263460927,K. Pedersen,679276,Esbjerg U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",46,26,,,,,duel,['loose_ball_duel'],70.0,73.0,,,,,,[],3.0,2.0,49.0,49.0,70.0,73.0,Esbjerg U19,
2263460257,S. Schøt,1098962,AGF U19,5605871,O. Haugstrup,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",46,28,,,,,pass,"['forward_pass', 'head_pass', 'short_or_medium_pass']",10.0,35.0,27.0,44.0,,,,['transition_low'],6.0,1.0,30.0,27.0,45.0,25.0,AGF U19,
2263460258,O. Haugstrup,765207,AGF U19,5605871,W. Rygaard,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",46,30,,,,,pass,"['forward_pass', 'short_or_medium_pass']",27.0,44.0,47.0,54.0,,,,['transition_low'],6.0,2.0,30.0,27.0,45.0,25.0,AGF U19,
2263460259,W. Rygaard,850107,AGF U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",46,32,,,,,duel,"['ground_duel', 'offensive_duel']",47.0,54.0,,,,,,['transition_low'],6.0,3.0,30.0,27.0,45.0,25.0,AGF U19,
2263460929,R. Zwinge,766588,Esbjerg U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",46,32,,,,,duel,"['defensive_duel', 'ground_duel']",53.0,46.0,,,,,,['transition_low'],6.0,4.0,30.0,27.0,45.0,25.0,AGF U19,
2263460260,W. Rygaard,850107,AGF U19,5605871,E. Larsen,False,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",46,33,,,,,pass,"['lateral_pass', 'loss', 'short_or_medium_pass']",46.0,52.0,45.0,25.0,,,,['transition_low'],6.0,5.0,30.0,27.0,45.0,25.0,AGF U19,
2263460930,E. Larsen,766591,Esbjerg U19,5605871,A. Drexel,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",46,34,,,,,pass,"['back_pass', 'recovery', 'short_or_medium_pass']",55.0,75.0,21.0,56.0,,,,[],13.0,0.0,55.0,75.0,61.0,38.0,Esbjerg U19,
2263460931,A. Drexel,768987,Esbjerg U19,5605871,M. Svane,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",46,39,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",21.0,56.0,39.0,5.0,,,,[],13.0,1.0,55.0,75.0,61.0,38.0,Esbjerg U19,
2263460932,M. Svane,679269,Esbjerg U19,5605871,R. Zwinge,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",46,46,,,,,pass,"['back_pass', 'short_or_medium_pass']",39.0,5.0,28.0,18.0,,,,[],13.0,2.0,55.0,75.0,61.0,38.0,Esbjerg U19,
2263460933,R. Zwinge,766588,Esbjerg U19,5605871,E. Omerovic,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",46,48,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",28.0,18.0,28.0,70.0,,,,[],13.0,3.0,55.0,75.0,61.0,38.0,Esbjerg U19,
2263460934,E. Omerovic,679266,Esbjerg U19,5605871,R. Zwinge,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",46,52,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",28.0,70.0,32.0,32.0,,,,[],13.0,4.0,55.0,75.0,61.0,38.0,Esbjerg U19,
2263460935,R. Zwinge,766588,Esbjerg U19,5605871,B. Baldursson,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",46,54,,,,,pass,['short_or_medium_pass'],32.0,32.0,38.0,18.0,,,,[],13.0,5.0,55.0,75.0,61.0,38.0,Esbjerg U19,
2263461046,B. Baldursson,835759,Esbjerg U19,5605871,M. Svane,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",46,57,,,,,pass,['short_or_medium_pass'],38.0,18.0,42.0,5.0,,,,[],13.0,6.0,55.0,75.0,61.0,38.0,Esbjerg U19,
2263460936,M. Svane,679269,Esbjerg U19,5605871,A. Lund Jørgensen,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",46,58,,,,,pass,"['forward_pass', 'progressive_pass', 'short_or_medium_pass']",42.0,5.0,64.0,33.0,,,,[],13.0,7.0,55.0,75.0,61.0,38.0,Esbjerg U19,
2263460261,C. Storch,769069,AGF U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",46,59,,,,,duel,"['defensive_duel', 'ground_duel']",36.0,67.0,,,,,,[],13.0,8.0,55.0,75.0,61.0,38.0,Esbjerg U19,
2263460262,C. Storch,769069,AGF U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",47,2,,,,,duel,"['defensive_duel', 'ground_duel']",39.0,67.0,,,,,,[],13.0,9.0,55.0,75.0,61.0,38.0,Esbjerg U19,
2263460937,A. Lund Jørgensen,750795,Esbjerg U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",47,2,,,,,duel,"['ground_duel', 'offensive_duel']",64.0,33.0,,,,,,[],13.0,10.0,55.0,75.0,61.0,38.0,Esbjerg U19,
2263461895,,0,Esbjerg U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",47,2,,,,,duel,"['ground_duel', 'offensive_duel']",61.0,33.0,,,,,,[],13.0,11.0,55.0,75.0,61.0,38.0,Esbjerg U19,
2263460263,C. Storch,769069,AGF U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",47,3,,,,,infraction,['foul'],39.0,62.0,,,,,,[],13.0,12.0,55.0,75.0,61.0,38.0,Esbjerg U19,
2263460939,A. Lund Jørgensen,750795,Esbjerg U19,5605871,E. Larsen,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",47,6,,,,,free_kick,[],58.0,34.0,62.0,81.0,,,,"['set_piece_attack', 'free_kick']",7.0,0.0,58.0,34.0,100.0,85.0,Esbjerg U19,
2263460940,E. Larsen,766591,Esbjerg U19,5605871,E. Omerovic,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",47,9,,,,,pass,"['back_pass', 'short_or_medium_pass']",62.0,81.0,35.0,71.0,,,,"['set_piece_attack', 'free_kick']",7.0,1.0,58.0,34.0,100.0,85.0,Esbjerg U19,
2263460941,E. Omerovic,679266,Esbjerg U19,5605871,R. Zwinge,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",47,12,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",35.0,71.0,39.0,27.0,,,,"['set_piece_attack', 'free_kick']",7.0,2.0,58.0,34.0,100.0,85.0,Esbjerg U19,
2263460943,R. Zwinge,766588,Esbjerg U19,5605871,E. Omerovic,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",47,17,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",39.0,27.0,41.0,65.0,,,,"['set_piece_attack', 'free_kick']",7.0,3.0,58.0,34.0,100.0,85.0,Esbjerg U19,
2263460945,E. Omerovic,679266,Esbjerg U19,5605871,M. Kruse,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",47,20,,,,,pass,"['forward_pass', 'pass_to_final_third', 'progressive_pass', 'short_or_medium_pass']",41.0,65.0,67.0,66.0,,,,"['set_piece_attack', 'free_kick']",7.0,4.0,58.0,34.0,100.0,85.0,Esbjerg U19,
2263460946,M. Kruse,765988,Esbjerg U19,5605871,,False,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",47,22,,,,,pass,"['forward_pass', 'short_or_medium_pass']",67.0,66.0,100.0,85.0,,,,"['set_piece_attack', 'free_kick']",7.0,5.0,58.0,34.0,100.0,85.0,Esbjerg U19,
2263460264,,0,AGF U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",47,27,,,,,game_interruption,['ball_out'],0.0,15.0,,,,,,"['set_piece_attack', 'free_kick']",7.0,6.0,58.0,34.0,100.0,85.0,Esbjerg U19,
2263460265,V. De Paoli,752651,AGF U19,5605871,A. Skovgaard,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",47,54,,,,,goal_kick,[],0.0,42.0,64.0,13.0,,,,"['set_piece_attack', 'attack', 'free_kick']",12.0,0.0,0.0,42.0,78.0,35.0,AGF U19,0.0
2263460266,A. Skovgaard,813151,AGF U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",47,57,,,,,duel,"['aerial_duel', 'loss']",64.0,13.0,,,,,,"['set_piece_attack', 'attack', 'free_kick']",12.0,1.0,0.0,42.0,78.0,35.0,AGF U19,0.0
2263460948,M. Kruse,765988,Esbjerg U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",47,57,,,,,duel,"['aerial_duel', 'recovery', 'counterpressing_recovery']",36.0,87.0,,,,,,"['set_piece_attack', 'attack', 'free_kick']",12.0,2.0,0.0,42.0,78.0,35.0,AGF U19,0.0
2263460267,S. Schøt,1098962,AGF U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",47,58,,,,,duel,"['defensive_duel', 'ground_duel', 'recovery', 'counterpressing_recovery']",45.0,20.0,,,,,,"['set_piece_attack', 'attack', 'free_kick']",12.0,3.0,0.0,42.0,78.0,35.0,AGF U19,0.0
2263460950,K. Pedersen,679276,Esbjerg U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",47,58,,,,,duel,"['ground_duel', 'loss', 'offensive_duel']",55.0,80.0,,,,,,"['set_piece_attack', 'attack', 'free_kick']",12.0,4.0,0.0,42.0,78.0,35.0,AGF U19,0.0
2263460268,F. Elkjær Andersen,752351,AGF U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,1,,,,,touch,['carry'],58.0,22.0,,,45.0,19.0,,"['set_piece_attack', 'attack', 'free_kick']",12.0,5.0,0.0,42.0,78.0,35.0,AGF U19,0.0
2263460269,F. Elkjær Andersen,752351,AGF U19,5605871,V. De Paoli,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,3,,,,,pass,"['back_pass', 'short_or_medium_pass']",45.0,19.0,21.0,38.0,,,,"['set_piece_attack', 'attack', 'free_kick']",12.0,6.0,0.0,42.0,78.0,35.0,AGF U19,0.0
2263460270,V. De Paoli,752651,AGF U19,5605871,R. Zwinge,False,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,8,,,,,pass,"['forward_pass', 'long_pass', 'loss']",21.0,38.0,66.0,51.0,,,,"['set_piece_attack', 'attack', 'free_kick']",12.0,7.0,0.0,42.0,78.0,35.0,AGF U19,0.0
2263460951,R. Zwinge,766588,Esbjerg U19,5605871,W. Rygaard,False,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,11,,,,,pass,"['head_pass', 'lateral_pass', 'progressive_pass', 'short_or_medium_pass']",34.0,49.0,26.0,66.0,,,,"['set_piece_attack', 'attack', 'free_kick']",12.0,8.0,0.0,42.0,78.0,35.0,AGF U19,0.0
2263460271,W. Rygaard,850107,AGF U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,15,,,,,duel,"['ground_duel', 'offensive_duel', 'recovery', 'counterpressing_recovery']",74.0,34.0,,,,,,"['set_piece_attack', 'attack', 'free_kick']",12.0,9.0,0.0,42.0,78.0,35.0,AGF U19,0.0
2263460952,M. Kruse,765988,Esbjerg U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,15,,,,,duel,"['defensive_duel', 'ground_duel', 'loss']",26.0,66.0,,,,,,"['set_piece_attack', 'attack', 'free_kick']",12.0,10.0,0.0,42.0,78.0,35.0,AGF U19,0.0
2263460272,W. Rygaard,850107,AGF U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,17,,,,,duel,"['dribble', 'ground_duel', 'loss', 'offensive_duel']",78.0,35.0,,,,,,"['set_piece_attack', 'attack', 'free_kick']",12.0,11.0,0.0,42.0,78.0,35.0,AGF U19,0.0
2263461045,B. Baldursson,835759,Esbjerg U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,17,,,,,duel,"['defensive_duel', 'ground_duel', 'recovery', 'counterpressing_recovery']",22.0,65.0,,,,,,['transition_low'],3.0,0.0,22.0,65.0,28.0,86.0,Esbjerg U19,
2263461047,B. Baldursson,835759,Esbjerg U19,5605871,F. Elkjær Andersen,False,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,20,,,,,pass,"['lateral_pass', 'loss', 'progressive_pass', 'short_or_medium_pass']",18.0,58.0,28.0,86.0,,,,['transition_low'],3.0,1.0,22.0,65.0,28.0,86.0,Esbjerg U19,
2263460273,F. Elkjær Andersen,752351,AGF U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,22,,,,,touch,[],72.0,14.0,,,,,,['transition_low'],3.0,2.0,22.0,65.0,28.0,86.0,Esbjerg U19,
2263460953,K. Pedersen,679276,Esbjerg U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,24,,,,,duel,"['defensive_duel', 'ground_duel']",29.0,85.0,,,,,,,,,,,,,,
2263461896,,0,AGF U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,24,,,,,duel,"['ground_duel', 'offensive_duel']",71.0,15.0,,,,,,,,,,,,,,
2263460274,,0,AGF U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,27,,,,,game_interruption,['ball_out'],70.0,0.0,,,,,,,,,,,,,,
2263460954,E. Larsen,766591,Esbjerg U19,5605871,P. Nielsen,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,38,,,,,throw_in,[],30.0,100.0,41.0,92.0,,,,['throw_in'],2.0,0.0,30.0,100.0,41.0,92.0,Esbjerg U19,
2263460275,O. Haugstrup,765207,AGF U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,40,,,,,duel,"['defensive_duel', 'ground_duel']",59.0,8.0,,,,,,['transition_medium'],10.0,0.0,59.0,8.0,75.0,29.0,AGF U19,
2263460957,P. Nielsen,679653,Esbjerg U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,40,,,,,duel,"['ground_duel', 'loss', 'offensive_duel']",41.0,92.0,,,,,,['throw_in'],2.0,1.0,30.0,100.0,41.0,92.0,Esbjerg U19,
2263460276,F. Elkjær Andersen,752351,AGF U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,41,,,,,duel,"['ground_duel', 'offensive_duel']",60.0,12.0,,,,,,['transition_medium'],10.0,1.0,59.0,8.0,75.0,29.0,AGF U19,
2263460959,M. Kruse,765988,Esbjerg U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,41,,,,,duel,"['defensive_duel', 'ground_duel']",40.0,88.0,,,,,,['transition_medium'],10.0,2.0,59.0,8.0,75.0,29.0,AGF U19,
2263460277,O. Haugstrup,765207,AGF U19,5605871,O. Haugstrup,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,41,,,,,pass,"['carry', 'short_or_medium_pass']",64.0,14.0,63.0,6.0,63.0,6.0,,['transition_medium'],10.0,3.0,59.0,8.0,75.0,29.0,AGF U19,
2263460278,O. Haugstrup,765207,AGF U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,43,,,,,duel,"['ground_duel', 'offensive_duel']",63.0,6.0,,,,,,['transition_medium'],10.0,4.0,59.0,8.0,75.0,29.0,AGF U19,
2263460961,K. Pedersen,679276,Esbjerg U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,43,,,,,duel,"['defensive_duel', 'ground_duel']",37.0,94.0,,,,,,['transition_medium'],10.0,5.0,59.0,8.0,75.0,29.0,AGF U19,
2263460279,F. Elkjær Andersen,752351,AGF U19,5605871,W. Rygaard,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,45,,,,,pass,"['forward_pass', 'pass_to_final_third', 'progressive_pass', 'short_or_medium_pass']",62.0,12.0,77.0,13.0,,,,['transition_medium'],10.0,6.0,59.0,8.0,75.0,29.0,AGF U19,
2263460280,W. Rygaard,850107,AGF U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,46,,,,,duel,"['ground_duel', 'offensive_duel']",77.0,13.0,,,,,,['transition_medium'],10.0,7.0,59.0,8.0,75.0,29.0,AGF U19,
2263460963,E. Omerovic,679266,Esbjerg U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,46,,,,,duel,"['defensive_duel', 'ground_duel']",23.0,87.0,,,,,,['transition_medium'],10.0,8.0,59.0,8.0,75.0,29.0,AGF U19,
2263460281,W. Rygaard,850107,AGF U19,5605871,B. Baldursson,False,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,47,,,,,pass,"['loss', 'short_or_medium_pass']",77.0,13.0,75.0,29.0,,,,['transition_medium'],10.0,9.0,59.0,8.0,75.0,29.0,AGF U19,
2263461049,B. Baldursson,835759,Esbjerg U19,5605871,R. Zwinge,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,47,,,,,interception,"['lateral_pass', 'pass', 'recovery', 'short_or_medium_pass']",25.0,71.0,23.0,49.0,,,,['transition_low'],7.0,0.0,25.0,71.0,76.0,64.0,Esbjerg U19,
2263460964,R. Zwinge,766588,Esbjerg U19,5605871,M. Svane,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,50,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",23.0,49.0,42.0,7.0,,,,['transition_low'],7.0,1.0,25.0,71.0,76.0,64.0,Esbjerg U19,
2263460965,M. Svane,679269,Esbjerg U19,5605871,R. Zwinge,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",48,56,,,,,pass,"['back_pass', 'short_or_medium_pass']",42.0,7.0,35.0,17.0,,,,['transition_low'],7.0,2.0,25.0,71.0,76.0,64.0,Esbjerg U19,
2263460966,R. Zwinge,766588,Esbjerg U19,5605871,E. Omerovic,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",49,0,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",35.0,17.0,34.0,65.0,,,,['transition_low'],7.0,3.0,25.0,71.0,76.0,64.0,Esbjerg U19,
2263460968,E. Omerovic,679266,Esbjerg U19,5605871,E. Larsen,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",49,3,,,,,pass,"['lateral_pass', 'short_or_medium_pass']",34.0,65.0,49.0,92.0,,,,['transition_low'],7.0,4.0,25.0,71.0,76.0,64.0,Esbjerg U19,
2263460969,E. Larsen,766591,Esbjerg U19,5605871,A. Lund Jørgensen,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",49,6,,,,,pass,"['lateral_pass', 'progressive_pass', 'short_or_medium_pass']",49.0,92.0,64.0,57.0,,,,['transition_low'],7.0,5.0,25.0,71.0,76.0,64.0,Esbjerg U19,
2263460970,A. Lund Jørgensen,750795,Esbjerg U19,5605871,S. Schøt,False,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",49,7,,,,,pass,"['forward_pass', 'loss', 'pass_to_final_third', 'short_or_medium_pass']",64.0,57.0,76.0,64.0,,,,['transition_low'],7.0,6.0,25.0,71.0,76.0,64.0,Esbjerg U19,
2263460282,S. Schøt,1098962,AGF U19,5605871,V. De Paoli,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",49,10,,,,,pass,"['back_pass', 'recovery', 'short_or_medium_pass']",24.0,36.0,8.0,52.0,,,,['transition_low'],3.0,0.0,24.0,36.0,70.0,45.0,AGF U19,
2263460283,V. De Paoli,752651,AGF U19,5605871,W. Rygaard,True,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",49,13,,,,,pass,"['forward_pass', 'long_pass', 'pass_to_final_third', 'progressive_pass']",8.0,52.0,70.0,45.0,,,,['transition_low'],3.0,1.0,24.0,36.0,70.0,45.0,AGF U19,
2263460284,W. Rygaard,850107,AGF U19,5605871,,,"Esbjerg U19 - AGF U19, 1 - 2","August 16, 2024 at 2:00:00 PM GMT+2",49,17,,,,,duel,"['aerial_duel', 'loss']",70.0,45.0,,,,,,['transition_low'],3.0,2.0,24.0,36.0,70.0,45.0,AGF U19,
