SEASON_WYID_x,COMPETITION_WYID,EVENT_WYID,MATCH_WYID,MATCHPERIOD,MINUTE,SECOND,PRIMARYTYPE,LOCATIONX,LOCATIONY,TEAM_WYID,PLAYER_WYID,POSSESSION_WYID,POSSESSIONDURATION,POSSESSIONEVENTSNUMBER,POSSESSIONEVENTINDEX,POSSESSIONSTARTLOCATIONX,POSSESSIONSTARTLOCATIONY,POSSESSIONENDLOCATIONX,POSSESSIONENDLOCATIONY,POSSESSIONTEAM_WYID,COMPETITIONNAME,MATCHLABEL,DATE,SEASON_WYID_y,SHORTNAME,SHOTISGOAL,SHOTPOSTSHOTXG,SHOTXG,GROUNDDUELOPPONENT_WYID,GROUNDDUELDUELTYPE,KEPTPOSSESSION,PROGRESSEDWITHBALL,STOPPEDPROGRESS,RECOVEREDPOSSESSION,TAKEON,GROUNDDUELSIDE,GROUNDDUELRELATEDDUEL_WYID,CARRYPROGRESSION,CARRYENDLOCATIONX,CARRYENDLOCATIONY,ACCURATE,ANGLE,HEIGHT,LENGTH,RECIPIENT_WYID,ENDLOCATIONX,ENDLOCATIONY,POSSESSIONTYPE1,POSSESSIONTYPE2,POSSESSIONTYPE3,POSSESSIONTYPE4,POSSESSIONTYPE5,ATTACKXG,SECONDARYTYPE1,SECONDARYTYPE2,SECONDARYTYPE3,SECONDARYTYPE4,SECONDARYTYPE5,SECONDARYTYPE6,SECONDARYTYPE7,SECONDARYTYPE8,SECONDARYTYPE9,SECONDARYTYPE10,TEAMNAME
190868,1305,2298826694,5605897,1H,1,26,shot,93.0,43.0,23736,760857,2298826692.0,2.5585565,4.0,3.0,100.0,100.0,93.0,43.0,23736.0,U19 Ligaen,"Silkeborg U19 - Randers U19, 2 - 0",2024-09-14 13:00:00,190868,M. Søgaard Hansen,False,,0.09944,,,,,,,,,,,,,,,,,,,,corner,set_piece_attack,attack,,,0.0994,head_shot,opportunity,shot_after_corner,touch_in_box,,,,,,,Silkeborg U19
190868,1305,2298826741,5605897,1H,4,27,shot,90.0,36.0,23736,682962,2298826724.0,41.1880715,21.0,20.0,45.0,56.0,90.0,36.0,23736.0,U19 Ligaen,"Silkeborg U19 - Randers U19, 2 - 0",2024-09-14 13:00:00,190868,M. Ryberg,False,,0.1382,,,,,,,,,,,,,,,,,,,,set_piece_attack,attack,free_kick,,,0.1382,opportunity,touch_in_box,,,,,,,,,Silkeborg U19
190868,1305,2298826812,5605897,1H,10,22,shot,85.0,52.0,23736,679250,2298826799.0,30.9757455,15.0,14.0,31.0,57.0,85.0,52.0,23736.0,U19 Ligaen,"Silkeborg U19 - Randers U19, 2 - 0",2024-09-14 13:00:00,190868,S. Biller Mikkelsen,False,,0.06303,,,,,,,,,,,,,,,,,,,,attack,,,,,0.063,touch_in_box,,,,,,,,,,Silkeborg U19
190868,1305,2298826871,5605897,1H,14,13,shot,90.0,54.0,23736,742117,2298826822.0,104.3027355,54.0,53.0,29.0,65.0,90.0,54.0,23736.0,U19 Ligaen,"Silkeborg U19 - Randers U19, 2 - 0",2024-09-14 13:00:00,190868,S. Stüker,False,,0.1129,,,,,,,,,,,,,,,,,,,,attack,,,,,0.1129,head_shot,opportunity,touch_in_box,,,,,,,,Silkeborg U19
190868,1305,2298826900,5605897,1H,16,25,shot,78.0,28.0,23736,682962,2298826890.0,22.208497,11.0,10.0,62.0,0.0,78.0,28.0,23736.0,U19 Ligaen,"Silkeborg U19 - Randers U19, 2 - 0",2024-09-14 13:00:00,190868,M. Ryberg,False,,0.01229,,,,,,,,,,,,,,,,,,,,attack,throw_in,,,,0.0123,opportunity,,,,,,,,,,Silkeborg U19
190868,1305,2298828511,5605897,1H,19,10,shot,78.0,49.0,23736,679250,2298828511.0,0.0,1.0,0.0,78.0,49.0,78.0,49.0,23736.0,U19 Ligaen,"Silkeborg U19 - Randers U19, 2 - 0",2024-09-14 13:00:00,190868,S. Biller Mikkelsen,False,,0.07569,,,,,,,,,,,,,,,,,,,,attack,,,,,0.0757,opportunity,,,,,,,,,,Silkeborg U19
190868,1305,2298828516,5605897,1H,22,42,shot,95.0,53.0,23736,760857,2298827009.0,19.034092,12.0,11.0,33.0,40.0,95.0,53.0,23736.0,U19 Ligaen,"Silkeborg U19 - Randers U19, 2 - 0",2024-09-14 13:00:00,190868,M. Søgaard Hansen,False,0.6687,0.5835,,,,,,,,,,,,,,,,,,,,attack,,,,,0.5835,opportunity,touch_in_box,,,,,,,,,Silkeborg U19
190868,1305,2298827128,5605897,1H,29,53,shot,91.0,54.0,23736,760867,2298827117.0,29.9045415,16.0,15.0,36.0,23.0,91.0,54.0,23736.0,U19 Ligaen,"Silkeborg U19 - Randers U19, 2 - 0",2024-09-14 13:00:00,190868,W. Kirk,False,0.1278,0.1437,,,,,,,,,,,,,,,,,,,,attack,,,,,0.1437,head_shot,opportunity,touch_in_box,,,,,,,,Silkeborg U19
190868,1305,2298827167,5605897,1H,33,29,shot,86.0,56.0,23736,760867,2298827158.0,7.654813,6.0,5.0,21.0,42.0,86.0,56.0,23736.0,U19 Ligaen,"Silkeborg U19 - Randers U19, 2 - 0",2024-09-14 13:00:00,190868,W. Kirk,False,,0.2576,,,,,,,,,,,,,,,,,,,,attack,,,,,0.2576,opportunity,touch_in_box,,,,,,,,,Silkeborg U19
190868,1305,2298827375,5605897,2H,47,16,shot,96.0,55.0,23736,760857,2298827355.0,48.6503785,17.0,16.0,19.0,35.0,96.0,55.0,23736.0,U19 Ligaen,"Silkeborg U19 - Randers U19, 2 - 0",2024-09-14 13:00:00,190868,M. Søgaard Hansen,False,,0.5106,,,,,,,,,,,,,,,,,,,,set_piece_attack,attack,free_kick,,,0.5106,opportunity,touch_in_box,,,,,,,,,Silkeborg U19
