player.name,team.name,label,pass.recipient.name,date,location.x,location.y,pass.endLocation.x,pass.endLocation.y,carry.endLocation.x,carry.endLocation.y,penalty_area_entry
M. Brink,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",D. Grétarsson,"July 21, 2024 at 2:00:00 PM GMT+2",55.0,76.0,87.0,75.0,,,True
R. Østrøm,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",M. Larsen,"July 21, 2024 at 2:00:00 PM GMT+2",86.0,93.0,90.0,80.0,,,True
P. Mattsson,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",R. Østrøm,"July 21, 2024 at 2:00:00 PM GMT+2",93.0,86.0,98.0,69.0,,,True
A. Poulsen,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",N. Flø,"July 21, 2024 at 2:00:00 PM GMT+2",98.0,15.0,88.0,37.0,,,True
R. Orazov,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",,"July 21, 2024 at 2:00:00 PM GMT+2",71.0,25.0,87.0,22.0,,,True
A. Poulsen,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",A. Barkarson,"July 21, 2024 at 2:00:00 PM GMT+2",88.0,6.0,85.0,62.0,,,True
T. Adamsen,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",R. Østrøm,"July 21, 2024 at 2:00:00 PM GMT+2",93.0,89.0,86.0,68.0,,,True
T. Adamsen,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",P. Mattsson,"July 21, 2024 at 2:00:00 PM GMT+2",79.0,95.0,90.0,69.0,,,True
T. Adamsen,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",N. Flø,"July 21, 2024 at 2:00:00 PM GMT+2",100.0,100.0,97.0,46.0,,,True
T. Klysner,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0",Pedro Ganchas,"July 21, 2024 at 2:00:00 PM GMT+2",73.0,45.0,88.0,47.0,,,True
A. Poulsen,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",M. Soulas,"July 21, 2024 at 2:00:00 PM GMT+2",74.0,15.0,92.0,54.0,,,True
A. Lyng,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0",,"July 21, 2024 at 2:00:00 PM GMT+2",79.0,37.0,,,90.0,48.0,True
I. Nikolov,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0",,"July 21, 2024 at 2:00:00 PM GMT+2",53.0,44.0,89.0,28.0,,,True
M. Brink,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",A. Lind,"July 21, 2024 at 2:00:00 PM GMT+2",61.0,87.0,91.0,54.0,,,True
T. Adamsen,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",N. Flø,"July 21, 2024 at 2:00:00 PM GMT+2",100.0,100.0,99.0,52.0,,,True
O. Sonne,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",D. Grétarsson,"July 21, 2024 at 2:00:00 PM GMT+2",79.0,94.0,94.0,59.0,,,True
P. Mattsson,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",D. Grétarsson,"July 21, 2024 at 2:00:00 PM GMT+2",46.0,84.0,98.0,77.0,,,True
T. Adamsen,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",,"July 21, 2024 at 2:00:00 PM GMT+2",100.0,100.0,99.0,49.0,,,True
Pedro Ganchas,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",N. Flø,"July 21, 2024 at 2:00:00 PM GMT+2",47.0,25.0,87.0,42.0,,,True
A. Lind,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",R. Orazov,"July 21, 2024 at 2:00:00 PM GMT+2",77.0,35.0,87.0,51.0,,,True
O. Sonne,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",D. Grétarsson,"July 21, 2024 at 2:00:00 PM GMT+2",92.0,91.0,93.0,63.0,99.0,69.0,True
I. Nikolov,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0",,"July 21, 2024 at 2:00:00 PM GMT+2",70.0,4.0,,,97.0,24.0,True
M. Larsen,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",A. Poulsen,"July 21, 2024 at 2:00:00 PM GMT+2",39.0,53.0,93.0,31.0,,,True
K. Ingason,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0",,"July 21, 2024 at 2:00:00 PM GMT+2",69.0,72.0,,,91.0,68.0,True
S. Emini,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0",,"July 21, 2024 at 2:00:00 PM GMT+2",77.0,79.0,,,89.0,74.0,True
K. Ingason,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0",N. Larsen,"July 21, 2024 at 2:00:00 PM GMT+2",100.0,0.0,97.0,47.0,,,True
K. Ingason,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0",A. Barkarson,"July 21, 2024 at 2:00:00 PM GMT+2",100.0,0.0,95.0,48.0,,,True
A. Poulsen,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",N. Flø,"July 21, 2024 at 2:00:00 PM GMT+2",71.0,7.0,92.0,48.0,,,True
T. Adamsen,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",A. Klynge,"July 21, 2024 at 2:00:00 PM GMT+2",57.0,63.0,90.0,40.0,,,True
P. Mattsson,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",T. Adamsen,"July 21, 2024 at 2:00:00 PM GMT+2",75.0,82.0,93.0,74.0,,,True
O. Sonne,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",P. Mattsson,"July 21, 2024 at 2:00:00 PM GMT+2",92.0,87.0,91.0,63.0,,,True
T. Adamsen,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",P. Mattsson,"July 21, 2024 at 2:00:00 PM GMT+2",100.0,100.0,95.0,54.0,,,True
M. Soulas,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0",Pedro Ganchas,"July 21, 2024 at 2:00:00 PM GMT+2",68.0,80.0,88.0,69.0,,,True
A. Barkarson,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0",P. Rödin,"July 21, 2024 at 2:00:00 PM GMT+2",81.0,8.0,91.0,34.0,,,True
A. Barkarson,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0",S. Andreasen,"July 21, 2024 at 2:00:00 PM GMT+2",65.0,47.0,86.0,60.0,,,True
J. Gallegos,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0",,"July 21, 2024 at 2:00:00 PM GMT+2",75.0,18.0,,,88.0,23.0,True
L. Björklund,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0",,"July 21, 2024 at 2:00:00 PM GMT+2",82.0,49.0,87.0,46.0,,,True
N. Larsen,Silkeborg,"Silkeborg - SønderjyskE, 1 - 0",N. Flø,"July 21, 2024 at 2:00:00 PM GMT+2",16.0,41.0,87.0,41.0,,,True
K. Ingason,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0",,"July 21, 2024 at 2:00:00 PM GMT+2",65.0,47.0,91.0,40.0,,,True
T. Sommer,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0",,"July 21, 2024 at 2:00:00 PM GMT+2",90.0,7.0,100.0,37.0,,,True
J. Gallegos,SønderjyskE,"Silkeborg - SønderjyskE, 1 - 0",,"July 21, 2024 at 2:00:00 PM GMT+2",80.0,7.0,88.0,42.0,,,True
M. Albornoz,Vejle,"Vejle - Randers, 2 - 3",G. Onugkha,"July 21, 2024 at 4:00:00 PM GMT+2",74.0,9.0,93.0,42.0,,,True
L. Hetemi,Vejle,"Vejle - Randers, 2 - 3",D. Emmanouilidis,"July 21, 2024 at 4:00:00 PM GMT+2",100.0,0.0,91.0,27.0,,,True
L. Hetemi,Vejle,"Vejle - Randers, 2 - 3",D. Kolinger,"July 21, 2024 at 4:00:00 PM GMT+2",90.0,13.0,94.0,56.0,,,True
L. Hetemi,Vejle,"Vejle - Randers, 2 - 3",,"July 21, 2024 at 4:00:00 PM GMT+2",100.0,100.0,93.0,54.0,,,True
P. Izzo,Randers,"Vejle - Randers, 2 - 3",I. Vekič,"July 21, 2024 at 4:00:00 PM GMT+2",22.0,46.0,86.0,40.0,,,True
D. Emmanouilidis,Vejle,"Vejle - Randers, 2 - 3",W. Dammers,"July 21, 2024 at 4:00:00 PM GMT+2",77.0,24.0,96.0,43.0,,,True
N. Campbell,Randers,"Vejle - Randers, 2 - 3",M. Albornoz,"July 21, 2024 at 4:00:00 PM GMT+2",96.0,84.0,95.0,60.0,,,True
M. Enggård,Randers,"Vejle - Randers, 2 - 3",F. Danho,"July 21, 2024 at 4:00:00 PM GMT+2",100.0,100.0,94.0,41.0,,,True
S. Odey,Randers,"Vejle - Randers, 2 - 3",G. Onugkha,"July 21, 2024 at 4:00:00 PM GMT+2",78.0,32.0,87.0,30.0,82.0,39.0,True
N. Campbell,Randers,"Vejle - Randers, 2 - 3",,"July 21, 2024 at 4:00:00 PM GMT+2",79.0,75.0,,,87.0,77.0,True
L. Hetemi,Vejle,"Vejle - Randers, 2 - 3",,"July 21, 2024 at 4:00:00 PM GMT+2",44.0,67.0,100.0,81.0,,,True
N. Campbell,Randers,"Vejle - Randers, 2 - 3",N. Dyhr,"July 21, 2024 at 4:00:00 PM GMT+2",89.0,93.0,92.0,29.0,,,True
N. Campbell,Randers,"Vejle - Randers, 2 - 3",,"July 21, 2024 at 4:00:00 PM GMT+2",78.0,89.0,100.0,74.0,,,True
L. Hujber,Vejle,"Vejle - Randers, 2 - 3",W. Dammers,"July 21, 2024 at 4:00:00 PM GMT+2",78.0,85.0,90.0,50.0,,,True
H. Barry,Vejle,"Vejle - Randers, 2 - 3",,"July 21, 2024 at 4:00:00 PM GMT+2",79.0,61.0,,,86.0,59.0,True
M. Juwara,Vejle,"Vejle - Randers, 2 - 3",,"July 21, 2024 at 4:00:00 PM GMT+2",87.0,86.0,100.0,29.0,,,True
M. Juwara,Vejle,"Vejle - Randers, 2 - 3",P. Izzo,"July 21, 2024 at 4:00:00 PM GMT+2",74.0,80.0,95.0,66.0,,,True
M. Juwara,Vejle,"Vejle - Randers, 2 - 3",W. Dammers,"July 21, 2024 at 4:00:00 PM GMT+2",93.0,86.0,90.0,51.0,,,True
H. Barry,Vejle,"Vejle - Randers, 2 - 3",G. Onugkha,"July 21, 2024 at 4:00:00 PM GMT+2",100.0,0.0,93.0,50.0,,,True
S. Odey,Randers,"Vejle - Randers, 2 - 3",L. Hujber,"July 21, 2024 at 4:00:00 PM GMT+2",78.0,35.0,87.0,28.0,,,True
D. Emmanouilidis,Vejle,"Vejle - Randers, 2 - 3",G. Onugkha,"July 21, 2024 at 4:00:00 PM GMT+2",74.0,28.0,89.0,29.0,,,True
M. Albornoz,Vejle,"Vejle - Randers, 2 - 3",W. Dammers,"July 21, 2024 at 4:00:00 PM GMT+2",90.0,15.0,90.0,45.0,,,True
N. Campbell,Randers,"Vejle - Randers, 2 - 3",L. Hujber,"July 21, 2024 at 4:00:00 PM GMT+2",96.0,88.0,91.0,42.0,,,True
N. Dyhr,Randers,"Vejle - Randers, 2 - 3",S. Nordli,"July 21, 2024 at 4:00:00 PM GMT+2",73.0,16.0,88.0,36.0,,,True
M. Enggård,Randers,"Vejle - Randers, 2 - 3",D. Kolinger,"July 21, 2024 at 4:00:00 PM GMT+2",100.0,0.0,96.0,42.0,,,True
O. Olsen,Randers,"Vejle - Randers, 2 - 3",I. Vekič,"July 21, 2024 at 4:00:00 PM GMT+2",70.0,89.0,92.0,51.0,,,True
S. Odey,Randers,"Vejle - Randers, 2 - 3",,"July 21, 2024 at 4:00:00 PM GMT+2",78.0,76.0,,,88.0,62.0,True
M. Enggård,Randers,"Vejle - Randers, 2 - 3",D. Høegh,"July 21, 2024 at 4:00:00 PM GMT+2",100.0,0.0,95.0,38.0,,,True
S. Nordli,Randers,"Vejle - Randers, 2 - 3",S. Odey,"July 21, 2024 at 4:00:00 PM GMT+2",75.0,71.0,90.0,70.0,,,True
M. Enggård,Randers,"Vejle - Randers, 2 - 3",F. Danho,"July 21, 2024 at 4:00:00 PM GMT+2",100.0,100.0,91.0,53.0,,,True
M. Enggård,Randers,"Vejle - Randers, 2 - 3",D. Høegh,"July 21, 2024 at 4:00:00 PM GMT+2",100.0,0.0,96.0,42.0,,,True
W. Dammers,Randers,"Vejle - Randers, 2 - 3",N. Campbell,"July 21, 2024 at 4:00:00 PM GMT+2",28.0,17.0,92.0,26.0,,,True
M. Enggård,Randers,"Vejle - Randers, 2 - 3",S. Odey,"July 21, 2024 at 4:00:00 PM GMT+2",100.0,100.0,96.0,43.0,,,True
O. Olsen,Randers,"Vejle - Randers, 2 - 3",S. Nordli,"July 21, 2024 at 4:00:00 PM GMT+2",89.0,92.0,93.0,71.0,,,True
O. Olsen,Randers,"Vejle - Randers, 2 - 3",N. Dyhr,"July 21, 2024 at 4:00:00 PM GMT+2",97.0,89.0,92.0,40.0,,,True
M. Enggård,Randers,"Vejle - Randers, 2 - 3",I. Vekič,"July 21, 2024 at 4:00:00 PM GMT+2",73.0,87.0,93.0,48.0,,,True
M. Enggård,Randers,"Vejle - Randers, 2 - 3",O. Olsen,"July 21, 2024 at 4:00:00 PM GMT+2",65.0,78.0,94.0,72.0,,,True
S. Nordli,Randers,"Vejle - Randers, 2 - 3",F. Danho,"July 21, 2024 at 4:00:00 PM GMT+2",76.0,37.0,92.0,39.0,,,True
M. Juwara,Vejle,"Vejle - Randers, 2 - 3",P. Izzo,"July 21, 2024 at 4:00:00 PM GMT+2",93.0,88.0,89.0,52.0,,,True
L. Hujber,Vejle,"Vejle - Randers, 2 - 3",W. Dammers,"July 21, 2024 at 4:00:00 PM GMT+2",93.0,91.0,90.0,63.0,,,True
H. Barry,Vejle,"Vejle - Randers, 2 - 3",S. Velkov,"July 21, 2024 at 4:00:00 PM GMT+2",100.0,0.0,95.0,45.0,,,True
G. Onugkha,Vejle,"Vejle - Randers, 2 - 3",M. Juwara,"July 21, 2024 at 4:00:00 PM GMT+2",88.0,86.0,96.0,74.0,,,True
L. Hujber,Vejle,"Vejle - Randers, 2 - 3",O. Olsen,"July 21, 2024 at 4:00:00 PM GMT+2",81.0,88.0,91.0,34.0,,,True
F. Danho,Randers,"Vejle - Randers, 2 - 3",,"July 21, 2024 at 4:00:00 PM GMT+2",88.0,17.0,,,92.0,27.0,True
O. Olsen,Randers,"Vejle - Randers, 2 - 3",I. Vekič,"July 21, 2024 at 4:00:00 PM GMT+2",33.0,80.0,93.0,54.0,,,True
S. Nordli,Randers,"Vejle - Randers, 2 - 3",I. Vekič,"July 21, 2024 at 4:00:00 PM GMT+2",73.0,66.0,87.0,50.0,,,True
G. Onugkha,Vejle,"Vejle - Randers, 2 - 3",O. Olsen,"July 21, 2024 at 4:00:00 PM GMT+2",86.0,12.0,88.0,22.0,,,True
J. Björkengren,Randers,"Vejle - Randers, 2 - 3",I. Vekič,"July 21, 2024 at 4:00:00 PM GMT+2",40.0,15.0,86.0,24.0,,,True
T. Bany,Randers,"Vejle - Randers, 2 - 3",I. Vekič,"July 21, 2024 at 4:00:00 PM GMT+2",75.0,50.0,91.0,49.0,,,True
H. Barry,Vejle,"Vejle - Randers, 2 - 3",W. Dammers,"July 21, 2024 at 4:00:00 PM GMT+2",65.0,93.0,89.0,60.0,,,True
Y. N'Gbakoto,Vejle,"Vejle - Randers, 2 - 3",,"July 21, 2024 at 4:00:00 PM GMT+2",71.0,31.0,100.0,70.0,,,True
O. Olsen,Randers,"Vejle - Randers, 2 - 3",H. Barry,"July 21, 2024 at 4:00:00 PM GMT+2",81.0,87.0,92.0,71.0,,,True
M. Enggård,Randers,"Vejle - Randers, 2 - 3",W. Dammers,"July 21, 2024 at 4:00:00 PM GMT+2",100.0,100.0,88.0,49.0,,,True
M. Touré,Randers,"Vejle - Randers, 2 - 3",,"July 21, 2024 at 4:00:00 PM GMT+2",67.0,74.0,,,87.0,73.0,True
H. Barry,Vejle,"Vejle - Randers, 2 - 3",M. Juwara,"July 21, 2024 at 4:00:00 PM GMT+2",68.0,62.0,93.0,31.0,,,True
H. Barry,Vejle,"Vejle - Randers, 2 - 3",P. Izzo,"July 21, 2024 at 4:00:00 PM GMT+2",100.0,0.0,96.0,45.0,,,True
M. Juwara,Vejle,"Vejle - Randers, 2 - 3",,"July 21, 2024 at 4:00:00 PM GMT+2",79.0,13.0,90.0,70.0,,,True
M. Juwara,Vejle,"Vejle - Randers, 2 - 3",C. Gammelgaard,"July 21, 2024 at 4:00:00 PM GMT+2",94.0,10.0,94.0,58.0,,,True
G. Onugkha,Vejle,"Vejle - Randers, 2 - 3",,"July 21, 2024 at 4:00:00 PM GMT+2",80.0,34.0,,,89.0,28.0,True
M. Enggård,Randers,"Vejle - Randers, 2 - 3",D. Høegh,"July 21, 2024 at 4:00:00 PM GMT+2",100.0,100.0,90.0,60.0,,,True
J. Björkengren,Randers,"Vejle - Randers, 2 - 3",I. Vekič,"July 21, 2024 at 4:00:00 PM GMT+2",39.0,52.0,88.0,37.0,,,True
K. Kirkegaard,Vejle,"Vejle - Randers, 2 - 3",C. Gammelgaard,"July 21, 2024 at 4:00:00 PM GMT+2",81.0,65.0,91.0,80.0,,,True
C. Gammelgaard,Vejle,"Vejle - Randers, 2 - 3",W. Dammers,"July 21, 2024 at 4:00:00 PM GMT+2",92.0,85.0,90.0,58.0,,,True
C. Gammelgaard,Vejle,"Vejle - Randers, 2 - 3",G. Onugkha,"July 21, 2024 at 4:00:00 PM GMT+2",90.0,93.0,89.0,73.0,,,True
T. Bany,Randers,"Vejle - Randers, 2 - 3",,"July 21, 2024 at 4:00:00 PM GMT+2",91.0,82.0,,,92.0,65.0,True
M. Enggård,Randers,"Vejle - Randers, 2 - 3",D. Høegh,"July 21, 2024 at 4:00:00 PM GMT+2",100.0,100.0,92.0,41.0,,,True
T. Bany,Randers,"Vejle - Randers, 2 - 3",,"July 21, 2024 at 4:00:00 PM GMT+2",77.0,41.0,92.0,61.0,,,True
A. Jacobsen,Vejle,"Vejle - Randers, 2 - 3",B. Kopplin,"July 21, 2024 at 4:00:00 PM GMT+2",78.0,44.0,91.0,68.0,,,True
M. Touré,Randers,"Vejle - Randers, 2 - 3",,"July 21, 2024 at 4:00:00 PM GMT+2",81.0,85.0,,,93.0,65.0,True
M. Juwara,Vejle,"Vejle - Randers, 2 - 3",,"July 21, 2024 at 4:00:00 PM GMT+2",72.0,15.0,100.0,71.0,,,True
T. Bany,Randers,"Vejle - Randers, 2 - 3",I. Vekič,"July 21, 2024 at 4:00:00 PM GMT+2",76.0,55.0,87.0,25.0,,,True
M. Juwara,Vejle,"Vejle - Randers, 2 - 3",S. Velkov,"July 21, 2024 at 4:00:00 PM GMT+2",79.0,12.0,91.0,42.0,,,True
Y. N'Gbakoto,Vejle,"Vejle - Randers, 2 - 3",O. Olsen,"July 21, 2024 at 4:00:00 PM GMT+2",67.0,67.0,93.0,39.0,,,True
H. Barry,Vejle,"Vejle - Randers, 2 - 3",P. Izzo,"July 21, 2024 at 4:00:00 PM GMT+2",100.0,0.0,96.0,54.0,,,True
R. Lauritsen,Brøndby,"Viborg - Brøndby, 3 - 3",Y. Suzuki,"July 21, 2024 at 6:00:00 PM GMT+2",41.0,41.0,94.0,70.0,,,True
M. Westergaard,Viborg,"Viborg - Brøndby, 3 - 3",J. Jacobs,"July 21, 2024 at 6:00:00 PM GMT+2",67.0,81.0,91.0,70.0,,,True
N. Nartey,Brøndby,"Viborg - Brøndby, 3 - 3",F. Bundgaard,"July 21, 2024 at 6:00:00 PM GMT+2",69.0,34.0,91.0,35.0,,,True
N. Nartey,Brøndby,"Viborg - Brøndby, 3 - 3",D. Anyembe,"July 21, 2024 at 6:00:00 PM GMT+2",74.0,16.0,85.0,24.0,,,True
J. Jacobs,Viborg,"Viborg - Brøndby, 3 - 3",Serginho,"July 21, 2024 at 6:00:00 PM GMT+2",82.0,46.0,85.0,34.0,,,True
F. Bundgaard,Brøndby,"Viborg - Brøndby, 3 - 3",,"July 21, 2024 at 6:00:00 PM GMT+2",79.0,65.0,,,91.0,59.0,True
D. Wass,Brøndby,"Viborg - Brøndby, 3 - 3",M. Kvistgaarden,"July 21, 2024 at 6:00:00 PM GMT+2",63.0,57.0,88.0,32.0,,,True
J. Jacobs,Viborg,"Viborg - Brøndby, 3 - 3",P. Pentz,"July 21, 2024 at 6:00:00 PM GMT+2",57.0,77.0,86.0,52.0,,,True
J. Vanlerberghe,Brøndby,"Viborg - Brøndby, 3 - 3",L. Lund,"July 21, 2024 at 6:00:00 PM GMT+2",56.0,90.0,88.0,65.0,,,True
D. Wass,Brøndby,"Viborg - Brøndby, 3 - 3",L. Lund,"July 21, 2024 at 6:00:00 PM GMT+2",55.0,70.0,86.0,30.0,,,True
Renato Júnior,Viborg,"Viborg - Brøndby, 3 - 3",J. Vester,"July 21, 2024 at 6:00:00 PM GMT+2",71.0,58.0,88.0,54.0,,,True
M. Kvistgaarden,Brøndby,"Viborg - Brøndby, 3 - 3",,"July 21, 2024 at 6:00:00 PM GMT+2",68.0,11.0,,,97.0,26.0,True
D. Wass,Brøndby,"Viborg - Brøndby, 3 - 3",,"July 21, 2024 at 6:00:00 PM GMT+2",100.0,0.0,93.0,38.0,,,True
Y. Suzuki,Brøndby,"Viborg - Brøndby, 3 - 3",,"July 21, 2024 at 6:00:00 PM GMT+2",77.0,65.0,,,95.0,66.0,True
D. Wass,Brøndby,"Viborg - Brøndby, 3 - 3",O. Bundgaard,"July 21, 2024 at 6:00:00 PM GMT+2",100.0,100.0,95.0,61.0,,,True
D. Wass,Brøndby,"Viborg - Brøndby, 3 - 3",J. Vanlerberghe,"July 21, 2024 at 6:00:00 PM GMT+2",100.0,0.0,95.0,45.0,,,True
J. Vanlerberghe,Brøndby,"Viborg - Brøndby, 3 - 3",M. Kvistgaarden,"July 21, 2024 at 6:00:00 PM GMT+2",95.0,84.0,93.0,52.0,,,True
D. Wass,Brøndby,"Viborg - Brøndby, 3 - 3",,"July 21, 2024 at 6:00:00 PM GMT+2",61.0,55.0,100.0,41.0,,,True
Serginho,Viborg,"Viborg - Brøndby, 3 - 3",,"July 21, 2024 at 6:00:00 PM GMT+2",77.0,21.0,,,87.0,38.0,True
S. Klaiber,Brøndby,"Viborg - Brøndby, 3 - 3",,"July 21, 2024 at 6:00:00 PM GMT+2",90.0,90.0,90.0,52.0,,,True
C. Bischoff,Brøndby,"Viborg - Brøndby, 3 - 3",,"July 21, 2024 at 6:00:00 PM GMT+2",63.0,10.0,,,85.0,25.0,True
C. Bischoff,Brøndby,"Viborg - Brøndby, 3 - 3",,"July 21, 2024 at 6:00:00 PM GMT+2",85.0,9.0,,,97.0,29.0,True
C. Bischoff,Brøndby,"Viborg - Brøndby, 3 - 3",M. Kvistgaarden,"July 21, 2024 at 6:00:00 PM GMT+2",76.0,5.0,93.0,40.0,,,True
P. Pentz,Brøndby,"Viborg - Brøndby, 3 - 3",Ž. Zaletel,"July 21, 2024 at 6:00:00 PM GMT+2",25.0,42.0,96.0,20.0,,,True
C. Bischoff,Brøndby,"Viborg - Brøndby, 3 - 3",,"July 21, 2024 at 6:00:00 PM GMT+2",77.0,16.0,,,87.0,28.0,True
Serginho,Viborg,"Viborg - Brøndby, 3 - 3",J. Vester,"July 21, 2024 at 6:00:00 PM GMT+2",93.0,17.0,99.0,53.0,,,True
Renato Júnior,Viborg,"Viborg - Brøndby, 3 - 3",Serginho,"July 21, 2024 at 6:00:00 PM GMT+2",78.0,39.0,90.0,34.0,,,True
Serginho,Viborg,"Viborg - Brøndby, 3 - 3",M. Westergaard,"July 21, 2024 at 6:00:00 PM GMT+2",100.0,0.0,90.0,65.0,,,True
D. Wass,Brøndby,"Viborg - Brøndby, 3 - 3",,"July 21, 2024 at 6:00:00 PM GMT+2",61.0,69.0,100.0,79.0,,,True
Y. Suzuki,Brøndby,"Viborg - Brøndby, 3 - 3",C. Bischoff,"July 21, 2024 at 6:00:00 PM GMT+2",83.0,83.0,87.0,24.0,,,True
C. Bischoff,Brøndby,"Viborg - Brøndby, 3 - 3",F. Bundgaard,"July 21, 2024 at 6:00:00 PM GMT+2",86.0,2.0,92.0,38.0,,,True
N. Nartey,Brøndby,"Viborg - Brøndby, 3 - 3",J. Grønning,"July 21, 2024 at 6:00:00 PM GMT+2",86.0,12.0,86.0,33.0,,,True
S. Klaiber,Brøndby,"Viborg - Brøndby, 3 - 3",,"July 21, 2024 at 6:00:00 PM GMT+2",78.0,65.0,,,94.0,66.0,True
Renato Júnior,Viborg,"Viborg - Brøndby, 3 - 3",M. Westergaard,"July 21, 2024 at 6:00:00 PM GMT+2",75.0,69.0,87.0,62.0,,,True
S. Klaiber,Brøndby,"Viborg - Brøndby, 3 - 3",M. Kvistgaarden,"July 21, 2024 at 6:00:00 PM GMT+2",93.0,93.0,92.0,52.0,,,True
N. Nartey,Brøndby,"Viborg - Brøndby, 3 - 3",C. Bischoff,"July 21, 2024 at 6:00:00 PM GMT+2",83.0,44.0,89.0,32.0,,,True
F. Bundgaard,Brøndby,"Viborg - Brøndby, 3 - 3",,"July 21, 2024 at 6:00:00 PM GMT+2",83.0,88.0,,,91.0,71.0,True
Serginho,Viborg,"Viborg - Brøndby, 3 - 3",M. Westergaard,"July 21, 2024 at 6:00:00 PM GMT+2",82.0,86.0,89.0,80.0,,,True
Serginho,Viborg,"Viborg - Brøndby, 3 - 3",Ž. Zaletel,"July 21, 2024 at 6:00:00 PM GMT+2",100.0,100.0,92.0,63.0,,,True
C. Bischoff,Brøndby,"Viborg - Brøndby, 3 - 3",,"July 21, 2024 at 6:00:00 PM GMT+2",76.0,16.0,,,90.0,31.0,True
I. Jensen,Viborg,"Viborg - Brøndby, 3 - 3",,"July 21, 2024 at 6:00:00 PM GMT+2",80.0,26.0,,,93.0,26.0,True
Serginho,Viborg,"Viborg - Brøndby, 3 - 3",S. Radić,"July 21, 2024 at 6:00:00 PM GMT+2",100.0,0.0,87.0,67.0,,,True
C. Bischoff,Brøndby,"Viborg - Brøndby, 3 - 3",,"July 21, 2024 at 6:00:00 PM GMT+2",83.0,29.0,,,87.0,34.0,True
F. Bundgaard,Brøndby,"Viborg - Brøndby, 3 - 3",C. Bischoff,"July 21, 2024 at 6:00:00 PM GMT+2",80.0,37.0,91.0,19.0,,,True
S. Klaiber,Brøndby,"Viborg - Brøndby, 3 - 3",Y. Suzuki,"July 21, 2024 at 6:00:00 PM GMT+2",69.0,94.0,93.0,76.0,,,True
C. Bischoff,Brøndby,"Viborg - Brøndby, 3 - 3",L. Lund,"July 21, 2024 at 6:00:00 PM GMT+2",92.0,14.0,93.0,54.0,,,True
N. Nartey,Brøndby,"Viborg - Brøndby, 3 - 3",C. Bischoff,"July 21, 2024 at 6:00:00 PM GMT+2",73.0,41.0,90.0,33.0,,,True
D. Wass,Brøndby,"Viborg - Brøndby, 3 - 3",O. Bundgaard,"July 21, 2024 at 6:00:00 PM GMT+2",100.0,0.0,98.0,40.0,,,True
S. Klaiber,Brøndby,"Viborg - Brøndby, 3 - 3",J. Rasmussen,"July 21, 2024 at 6:00:00 PM GMT+2",63.0,34.0,92.0,76.0,,,True
C. Bischoff,Brøndby,"Viborg - Brøndby, 3 - 3",R. Lauritsen,"July 21, 2024 at 6:00:00 PM GMT+2",78.0,28.0,89.0,56.0,,,True
Serginho,Viborg,"Viborg - Brøndby, 3 - 3",I. Jensen,"July 21, 2024 at 6:00:00 PM GMT+2",75.0,47.0,88.0,33.0,,,True
C. Bischoff,Brøndby,"Viborg - Brøndby, 3 - 3",F. Bundgaard,"July 21, 2024 at 6:00:00 PM GMT+2",82.0,30.0,87.0,36.0,,,True
