player.name,team.name,label,date,location.x,location.y,minute,shot.xg
M. Rosengreen,Silkeborg U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",90.0,51.0,10,0.197
S. Biller Mikkelsen,Silkeborg U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",88.0,30.0,15,0.09047
A. Nehme,Horsens U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",90.0,75.0,18,0.01224
S. Gindeberg,Horsens U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",96.0,50.0,19,0.3766
F. Roslyng Christiansen,Horsens U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",93.0,68.0,24,0.05847
A. Bøndergaard,Silkeborg U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",79.0,28.0,31,0.03059
J. Beluli,Horsens U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",91.0,53.0,34,0.2135
A. Asmussen,Horsens U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",72.0,50.0,34,0.04121
A. Asmussen,Horsens U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",88.0,69.0,43,0.05199
A. Bøndergaard,Silkeborg U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",88.0,59.0,46,0.2715
A. Nehme,Horsens U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",85.0,26.0,48,0.01605
A. Nehme,Horsens U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",86.0,38.0,51,0.0031
J. Beluli,Horsens U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",81.0,49.0,51,0.1109
E. Rosenberg,Horsens U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",76.0,62.0,51,0.04041
M. Bøttker,Silkeborg U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",93.0,37.0,52,0.07432
J. Beluli,Horsens U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",87.0,66.0,54,0.1535
O. Bjørnskov,Horsens U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",85.0,55.0,58,0.1211
A. Nehme,Horsens U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",76.0,43.0,61,0.01452
A. Nehme,Horsens U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",94.0,31.0,61,0.09089
S. Biller Mikkelsen,Silkeborg U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",74.0,70.0,66,0.0007311
M. Bøttker,Silkeborg U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",91.0,45.0,66,0.1521
S. Biller Mikkelsen,Silkeborg U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",92.0,34.0,67,0.1362
S. Biller Mikkelsen,Silkeborg U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",77.0,48.0,69,0.02678
S. Jensen,Silkeborg U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",83.0,37.0,74,0.007839
M. Bøttker,Silkeborg U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",78.0,63.0,76,0.04352
M. Bøttker,Silkeborg U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",87.0,56.0,79,0.2267
O. Boesen,Silkeborg U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",78.0,35.0,81,0.04727
S. Jensen,Silkeborg U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",88.0,37.0,82,0.1729
S. Biller Mikkelsen,Silkeborg U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",84.0,54.0,83,0.07252
A. Nehme,Horsens U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",76.0,33.0,85,0.008888
Z. Hussein,Horsens U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",78.0,38.0,93,0.001312
E. Rosenberg,Horsens U19,"Horsens U19 - Silkeborg U19, 3 - 3","November 18, 2023 at 12:30:00 PM GMT+1",78.0,36.0,93,0.02349
Alamara Djabi,Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",85.0,60.0,9,0.005515
S. Evjen-Brostrøm,Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",89.0,71.0,14,0.05324
D. Kristjansson,Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",90.0,32.0,23,0.08526
S. Iheanacho,Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",93.0,54.0,26,0.4904
N. Vestergaard,Horsens U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",87.0,43.0,36,0.07043
M. Kruger-Johnsen,Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",90.0,33.0,37,0.1127
A. Andersen,Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",86.0,38.0,38,0.01666
Alamara Djabi,Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",76.0,68.0,40,0.00227
Alamara Djabi,Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",78.0,57.0,40,0.0162
D. Kristjansson,Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",72.0,44.0,41,0.007278
S. Iheanacho,Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",90.0,56.0,46,0.1105
J. Beluli,Horsens U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",77.0,55.0,51,0.08815
M. Kruger-Johnsen,Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",86.0,27.0,54,0.02309
J. Beluli,Horsens U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",81.0,58.0,55,0.1064
J. Beluli,Horsens U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",79.0,31.0,61,0.0284
S. Iheanacho,Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",90.0,50.0,62,0.76
M. Kruger-Johnsen,Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",96.0,34.0,64,0.1311
S. Iheanacho,Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",97.0,48.0,69,0.4365
N. Holmegaard,Horsens U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",89.0,38.0,71,0.04186
K. Doumbia,Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",72.0,33.0,72,0.004291
M. Melin,Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",73.0,60.0,80,0.001904
M. Kruger-Johnsen,Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",81.0,46.0,81,0.1054
M. Kruger-Johnsen,Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",92.0,37.0,84,0.2773
S. Iheanacho,Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",97.0,35.0,85,0.03669
S. Johannesen,Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",86.0,36.0,86,0.04639
S. Albrecht Grabow,Horsens U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",84.0,65.0,90,0.08213
C. Jørgensen,Midtjylland U19,"Midtjylland U19 - Horsens U19, 3 - 1","September 23, 2023 at 1:30:00 PM GMT+2",94.0,31.0,94,0.1399
L. Wagner,Horsens U19,"Horsens U19 - Esbjerg U19, 3 - 1","September 30, 2023 at 12:30:00 PM GMT+2",93.0,58.0,8,0.2133
J. Beluli,Horsens U19,"Horsens U19 - Esbjerg U19, 3 - 1","September 30, 2023 at 12:30:00 PM GMT+2",86.0,53.0,8,0.2085
Z. Hussein,Horsens U19,"Horsens U19 - Esbjerg U19, 3 - 1","September 30, 2023 at 12:30:00 PM GMT+2",83.0,28.0,8,0.04694
M. Jallow,Horsens U19,"Horsens U19 - Esbjerg U19, 3 - 1","September 30, 2023 at 12:30:00 PM GMT+2",94.0,48.0,8,0.2297
Z. Hussein,Horsens U19,"Horsens U19 - Esbjerg U19, 3 - 1","September 30, 2023 at 12:30:00 PM GMT+2",88.0,38.0,13,0.06483
E. Rosenberg,Horsens U19,"Horsens U19 - Esbjerg U19, 3 - 1","September 30, 2023 at 12:30:00 PM GMT+2",78.0,51.0,19,0.0752
J. Beluli,Horsens U19,"Horsens U19 - Esbjerg U19, 3 - 1","September 30, 2023 at 12:30:00 PM GMT+2",78.0,60.0,23,0.04491
E. Andersen,Esbjerg U19,"Horsens U19 - Esbjerg U19, 3 - 1","September 30, 2023 at 12:30:00 PM GMT+2",94.0,65.0,26,0.2317
O. Obel-Hall,Esbjerg U19,"Horsens U19 - Esbjerg U19, 3 - 1","September 30, 2023 at 12:30:00 PM GMT+2",86.0,31.0,29,0.02982
J. Beluli,Horsens U19,"Horsens U19 - Esbjerg U19, 3 - 1","September 30, 2023 at 12:30:00 PM GMT+2",79.0,44.0,33,0.01581
M. Jallow,Horsens U19,"Horsens U19 - Esbjerg U19, 3 - 1","September 30, 2023 at 12:30:00 PM GMT+2",90.0,65.0,36,0.0966
P. Mang,Esbjerg U19,"Horsens U19 - Esbjerg U19, 3 - 1","September 30, 2023 at 12:30:00 PM GMT+2",90.0,65.0,43,0.03959
M. Svane,Esbjerg U19,"Horsens U19 - Esbjerg U19, 3 - 1","September 30, 2023 at 12:30:00 PM GMT+2",88.0,29.0,53,0.0672
E. Rosenberg,Horsens U19,"Horsens U19 - Esbjerg U19, 3 - 1","September 30, 2023 at 12:30:00 PM GMT+2",87.0,40.0,56,0.06268
H. Toftegaard,Horsens U19,"Horsens U19 - Esbjerg U19, 3 - 1","September 30, 2023 at 12:30:00 PM GMT+2",93.0,54.0,59,0.526
J. Beluli,Horsens U19,"Horsens U19 - Esbjerg U19, 3 - 1","September 30, 2023 at 12:30:00 PM GMT+2",88.0,62.0,67,0.04463
P. Nielsen,Esbjerg U19,"Horsens U19 - Esbjerg U19, 3 - 1","September 30, 2023 at 12:30:00 PM GMT+2",86.0,42.0,73,0.1288
H. Toftegaard,Horsens U19,"Horsens U19 - Esbjerg U19, 3 - 1","September 30, 2023 at 12:30:00 PM GMT+2",87.0,63.0,77,0.1318
N. Zøhner,Esbjerg U19,"Horsens U19 - Esbjerg U19, 3 - 1","September 30, 2023 at 12:30:00 PM GMT+2",90.0,40.0,81,0.03175
P. Nielsen,Esbjerg U19,"Horsens U19 - Esbjerg U19, 3 - 1","September 30, 2023 at 12:30:00 PM GMT+2",89.0,45.0,83,0.2844
P. Mang,Esbjerg U19,"Horsens U19 - Esbjerg U19, 3 - 1","September 30, 2023 at 12:30:00 PM GMT+2",79.0,26.0,87,0.0765
J. Beluli,Horsens U19,"Nordsjælland U19 - Horsens U19, 0 - 2","October 7, 2023 at 1:00:00 PM GMT+2",84.0,70.0,1,0.06291
S. Egeli,Nordsjælland U19,"Nordsjælland U19 - Horsens U19, 0 - 2","October 7, 2023 at 1:00:00 PM GMT+2",95.0,55.0,7,0.3386
F. Roslyng Christiansen,Horsens U19,"Nordsjælland U19 - Horsens U19, 0 - 2","October 7, 2023 at 1:00:00 PM GMT+2",97.0,40.0,20,0.1778
M. Jallow,Horsens U19,"Nordsjælland U19 - Horsens U19, 0 - 2","October 7, 2023 at 1:00:00 PM GMT+2",78.0,43.0,32,0.04197
S. Egeli,Nordsjælland U19,"Nordsjælland U19 - Horsens U19, 0 - 2","October 7, 2023 at 1:00:00 PM GMT+2",83.0,80.0,37,0.01788
S. Egeli,Nordsjælland U19,"Nordsjælland U19 - Horsens U19, 0 - 2","October 7, 2023 at 1:00:00 PM GMT+2",90.0,53.0,44,0.2818
V. Berthelsen,Nordsjælland U19,"Nordsjælland U19 - Horsens U19, 0 - 2","October 7, 2023 at 1:00:00 PM GMT+2",88.0,54.0,44,0.2671
N. Markmann,Nordsjælland U19,"Nordsjælland U19 - Horsens U19, 0 - 2","October 7, 2023 at 1:00:00 PM GMT+2",80.0,30.0,44,0.04447
M. Jallow,Horsens U19,"Nordsjælland U19 - Horsens U19, 0 - 2","October 7, 2023 at 1:00:00 PM GMT+2",84.0,53.0,48,0.0712
M. Dandanell Madsen,Nordsjælland U19,"Nordsjælland U19 - Horsens U19, 0 - 2","October 7, 2023 at 1:00:00 PM GMT+2",82.0,46.0,56,0.09482
M. Munck,Nordsjælland U19,"Nordsjælland U19 - Horsens U19, 0 - 2","October 7, 2023 at 1:00:00 PM GMT+2",74.0,50.0,58,0.0007621
S. Egeli,Nordsjælland U19,"Nordsjælland U19 - Horsens U19, 0 - 2","October 7, 2023 at 1:00:00 PM GMT+2",74.0,59.0,61,0.019
H. Toftegaard,Horsens U19,"Nordsjælland U19 - Horsens U19, 0 - 2","October 7, 2023 at 1:00:00 PM GMT+2",79.0,53.0,75,0.02305
J. Beluli,Horsens U19,"Nordsjælland U19 - Horsens U19, 0 - 2","October 7, 2023 at 1:00:00 PM GMT+2",95.0,57.0,75,0.734
S. Egeli,Nordsjælland U19,"Nordsjælland U19 - Horsens U19, 0 - 2","October 7, 2023 at 1:00:00 PM GMT+2",82.0,72.0,76,0.02261
M. Heyde,Nordsjælland U19,"Nordsjælland U19 - Horsens U19, 0 - 2","October 7, 2023 at 1:00:00 PM GMT+2",79.0,40.0,77,0.01158
S. Gindeberg,Horsens U19,"Nordsjælland U19 - Horsens U19, 0 - 2","October 7, 2023 at 1:00:00 PM GMT+2",93.0,60.0,81,0.1621
M. Heyde,Nordsjælland U19,"Nordsjælland U19 - Horsens U19, 0 - 2","October 7, 2023 at 1:00:00 PM GMT+2",75.0,42.0,94,0.02287
V. Westh,Randers U19,"Horsens U19 - Randers U19, 2 - 5","October 14, 2023 at 12:30:00 PM GMT+2",100.0,100.0,6,0.00125
J. Beluli,Horsens U19,"Horsens U19 - Randers U19, 2 - 5","October 14, 2023 at 12:30:00 PM GMT+2",80.0,44.0,11,0.07086
J. Beluli,Horsens U19,"Horsens U19 - Randers U19, 2 - 5","October 14, 2023 at 12:30:00 PM GMT+2",83.0,69.0,12,0.01197
J. Beluli,Horsens U19,"Horsens U19 - Randers U19, 2 - 5","October 14, 2023 at 12:30:00 PM GMT+2",93.0,47.0,13,0.1584
V. Westh,Randers U19,"Horsens U19 - Randers U19, 2 - 5","October 14, 2023 at 12:30:00 PM GMT+2",82.0,69.0,20,0.03376
V. Westh,Randers U19,"Horsens U19 - Randers U19, 2 - 5","October 14, 2023 at 12:30:00 PM GMT+2",78.0,36.0,20,0.04863
N. Krogh,Randers U19,"Horsens U19 - Randers U19, 2 - 5","October 14, 2023 at 12:30:00 PM GMT+2",86.0,54.0,25,0.01768
J. Beluli,Horsens U19,"Horsens U19 - Randers U19, 2 - 5","October 14, 2023 at 12:30:00 PM GMT+2",79.0,70.0,35,0.00655
M. Themsen,Randers U19,"Horsens U19 - Randers U19, 2 - 5","October 14, 2023 at 12:30:00 PM GMT+2",85.0,32.0,41,0.03379
L. Pedersen,Randers U19,"Horsens U19 - Randers U19, 2 - 5","October 14, 2023 at 12:30:00 PM GMT+2",79.0,43.0,41,0.01471
G. Johan,Randers U19,"Horsens U19 - Randers U19, 2 - 5","October 14, 2023 at 12:30:00 PM GMT+2",90.0,51.0,61,0.4225
J. Beluli,Horsens U19,"Horsens U19 - Randers U19, 2 - 5","October 14, 2023 at 12:30:00 PM GMT+2",73.0,40.0,75,0.02859
J. Beluli,Horsens U19,"Horsens U19 - Randers U19, 2 - 5","October 14, 2023 at 12:30:00 PM GMT+2",97.0,50.0,82,0.573
F. Mikkelsen,Randers U19,"Horsens U19 - Randers U19, 2 - 5","October 14, 2023 at 12:30:00 PM GMT+2",88.0,60.0,85,0.1765
F. Mikkelsen,Randers U19,"Horsens U19 - Randers U19, 2 - 5","October 14, 2023 at 12:30:00 PM GMT+2",91.0,57.0,88,0.4287
F. Warrer,Randers U19,"Horsens U19 - Randers U19, 2 - 5","October 14, 2023 at 12:30:00 PM GMT+2",90.0,35.0,88,0.2131
A. Risgaard,Randers U19,"Horsens U19 - Randers U19, 2 - 5","October 14, 2023 at 12:30:00 PM GMT+2",82.0,46.0,89,0.03906
B. Andersen,Randers U19,"Horsens U19 - Randers U19, 2 - 5","October 14, 2023 at 12:30:00 PM GMT+2",96.0,49.0,96,0.4265
