player.name,team.name,label,date,location.x,location.y,pass.endLocation.x,pass.endLocation.y,carry.endLocation.x,carry.endLocation.y,penalty_area_entry
W. Steindorsson,Lyngby U19,"Lyngby U19 - Brøndby U19, 1 - 3","August 26, 2023 at 1:00:00 PM GMT+2",76.0,69.0,,,84.0,68.0,True
V. Westh,Randers U19,"Randers U19 - AGF U19, 0 - 2","August 26, 2023 at 1:00:00 PM GMT+2",67.0,36.0,92.0,41.0,,,True
F. Warrer,Randers U19,"Randers U19 - AGF U19, 0 - 2","August 26, 2023 at 1:00:00 PM GMT+2",84.0,16.0,,,89.0,30.0,True
E. Kjær,Randers U19,"Randers U19 - AGF U19, 0 - 2","August 26, 2023 at 1:00:00 PM GMT+2",70.0,86.0,92.0,49.0,,,True
L. Falk Hansen,AGF U19,"Randers U19 - AGF U19, 0 - 2","August 26, 2023 at 1:00:00 PM GMT+2",68.0,28.0,88.0,20.0,,,True
V. Westh,Randers U19,"Randers U19 - AGF U19, 0 - 2","August 26, 2023 at 1:00:00 PM GMT+2",78.0,46.0,88.0,32.0,,,True
E. Kjær,Randers U19,"Randers U19 - AGF U19, 0 - 2","August 26, 2023 at 1:00:00 PM GMT+2",85.0,89.0,85.0,63.0,,,True
W. Køhler Simonsen,Randers U19,"Randers U19 - AGF U19, 0 - 2","August 26, 2023 at 1:00:00 PM GMT+2",72.0,87.0,88.0,54.0,,,True
M. Mai,AGF U19,"Randers U19 - AGF U19, 0 - 2","August 26, 2023 at 1:00:00 PM GMT+2",84.0,7.0,96.0,26.0,,,True
M. Olsson Valdés,AGF U19,"Randers U19 - AGF U19, 0 - 2","August 26, 2023 at 1:00:00 PM GMT+2",79.0,28.0,,,92.0,28.0,True
M. Mai,AGF U19,"Randers U19 - AGF U19, 0 - 2","August 26, 2023 at 1:00:00 PM GMT+2",92.0,10.0,,,87.0,31.0,True
B. Andersen,Randers U19,"Randers U19 - AGF U19, 0 - 2","August 26, 2023 at 1:00:00 PM GMT+2",81.0,32.0,,,89.0,35.0,True
M. Mai,AGF U19,"Randers U19 - AGF U19, 0 - 2","August 26, 2023 at 1:00:00 PM GMT+2",23.0,36.0,,,93.0,31.0,True
M. Svane,Esbjerg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1","August 26, 2023 at 1:00:00 PM GMT+2",78.0,37.0,86.0,35.0,,,True
M. Rosengreen,Silkeborg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1","August 26, 2023 at 1:00:00 PM GMT+2",82.0,86.0,92.0,43.0,,,True
P. Nielsen,Esbjerg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1","August 26, 2023 at 1:00:00 PM GMT+2",77.0,36.0,87.0,37.0,,,True
S. Biller Mikkelsen,Silkeborg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1","August 26, 2023 at 1:00:00 PM GMT+2",78.0,55.0,91.0,24.0,,,True
M. Rosengreen,Silkeborg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1","August 26, 2023 at 1:00:00 PM GMT+2",82.0,94.0,,,87.0,75.0,True
A. Bøndergaard,Silkeborg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1","August 26, 2023 at 1:00:00 PM GMT+2",70.0,82.0,,,91.0,60.0,True
S. Jensen,Silkeborg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1","August 26, 2023 at 1:00:00 PM GMT+2",70.0,16.0,95.0,23.0,,,True
O. Obel-Hall,Esbjerg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1","August 26, 2023 at 1:00:00 PM GMT+2",80.0,89.0,95.0,77.0,,,True
P. Nielsen,Esbjerg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1","August 26, 2023 at 1:00:00 PM GMT+2",89.0,17.0,87.0,57.0,,,True
E. Andersen,Esbjerg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1","August 26, 2023 at 1:00:00 PM GMT+2",80.0,88.0,,,87.0,72.0,True
M. Melstrup,Esbjerg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1","August 26, 2023 at 1:00:00 PM GMT+2",61.0,96.0,85.0,80.0,,,True
S. Biller Mikkelsen,Silkeborg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1","August 26, 2023 at 1:00:00 PM GMT+2",76.0,36.0,,,86.0,34.0,True
S. Biller Mikkelsen,Silkeborg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1","August 26, 2023 at 1:00:00 PM GMT+2",80.0,25.0,,,94.0,24.0,True
M. Rosengreen,Silkeborg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1","August 26, 2023 at 1:00:00 PM GMT+2",87.0,82.0,94.0,45.0,,,True
E. Andersen,Esbjerg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1","August 26, 2023 at 1:00:00 PM GMT+2",78.0,46.0,91.0,36.0,,,True
S. Birch Andersen,Silkeborg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1","August 26, 2023 at 1:00:00 PM GMT+2",76.0,72.0,91.0,69.0,,,True
S. Birch Andersen,Silkeborg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1","August 26, 2023 at 1:00:00 PM GMT+2",48.0,84.0,,,86.0,73.0,True
L. Madsen,Silkeborg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1","August 26, 2023 at 1:00:00 PM GMT+2",82.0,33.0,87.0,44.0,,,True
S. Birch Andersen,Silkeborg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1","August 26, 2023 at 1:00:00 PM GMT+2",70.0,79.0,,,87.0,64.0,True
K. Pedersen,Esbjerg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1","August 26, 2023 at 1:00:00 PM GMT+2",90.0,84.0,94.0,54.0,,,True
S. Birch Andersen,Silkeborg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1","August 26, 2023 at 1:00:00 PM GMT+2",70.0,79.0,,,90.0,73.0,True
J. Nielsen,Silkeborg U19,"Silkeborg U19 - Esbjerg U19, 2 - 1","August 26, 2023 at 1:00:00 PM GMT+2",81.0,67.0,90.0,76.0,,,True
D. Kristjansson,Midtjylland U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",35.0,62.0,86.0,64.0,,,True
A. Owusu,Midtjylland U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",75.0,60.0,86.0,64.0,,,True
M. Kruger-Johnsen,Midtjylland U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",67.0,4.0,,,85.0,31.0,True
M. Yassin,SønderjyskE U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",91.0,89.0,88.0,78.0,,,True
S. Gonzalez,SønderjyskE U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",77.0,49.0,,,86.0,54.0,True
M. Kruger-Johnsen,Midtjylland U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",51.0,2.0,,,90.0,39.0,True
M. Kruger-Johnsen,Midtjylland U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",77.0,20.0,87.0,33.0,,,True
A. Owusu,Midtjylland U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",83.0,50.0,,,92.0,58.0,True
J. Lindekilde,Midtjylland U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",63.0,29.0,87.0,66.0,,,True
E. Pettersen,Midtjylland U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",68.0,70.0,,,94.0,81.0,True
M. Kruger-Johnsen,Midtjylland U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",75.0,8.0,,,97.0,26.0,True
C. Iwersen,SønderjyskE U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",89.0,93.0,97.0,73.0,,,True
M. Kruger-Johnsen,Midtjylland U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",89.0,15.0,90.0,40.0,,,True
J. Lindekilde,Midtjylland U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",82.0,48.0,91.0,75.0,,,True
M. Kruger-Johnsen,Midtjylland U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",78.0,19.0,89.0,28.0,,,True
A. Owusu,Midtjylland U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",71.0,78.0,92.0,81.0,,,True
A. Bergholdt,SønderjyskE U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",71.0,41.0,89.0,61.0,,,True
S. Evjen-Brostrøm,Midtjylland U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",72.0,87.0,,,89.0,77.0,True
Alamara Djabi,Midtjylland U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",94.0,7.0,83.0,11.0,85.0,19.0,True
Alamara Djabi,Midtjylland U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",83.0,11.0,85.0,19.0,,,True
N. Tornvig,Midtjylland U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",83.0,33.0,89.0,55.0,,,True
M. Kruger-Johnsen,Midtjylland U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",92.0,12.0,97.0,30.0,,,True
M. Kruger-Johnsen,Midtjylland U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",82.0,28.0,,,97.0,35.0,True
S. Kristiansen,Midtjylland U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",95.0,17.0,86.0,44.0,,,True
T. Olesen,SønderjyskE U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",79.0,60.0,,,95.0,57.0,True
D. Niguuise Jensen,SønderjyskE U19,"SønderjyskE U19 - Midtjylland U19, 0 - 6","August 26, 2023 at 12:30:00 PM GMT+2",77.0,19.0,92.0,32.0,,,True
M. Heyde,Nordsjælland U19,"Nordsjælland U19 - Randers U19, 1 - 0","December 2, 2023 at 12:30:00 PM GMT+1",76.0,74.0,92.0,32.0,,,True
V. Westh,Randers U19,"Nordsjælland U19 - Randers U19, 1 - 0","December 2, 2023 at 12:30:00 PM GMT+1",71.0,76.0,96.0,68.0,,,True
L. Høgsberg,Nordsjælland U19,"Nordsjælland U19 - Randers U19, 1 - 0","December 2, 2023 at 12:30:00 PM GMT+1",89.0,92.0,,,99.0,67.0,True
M. Andersen Walker,Nordsjælland U19,"Nordsjælland U19 - Randers U19, 1 - 0","December 2, 2023 at 12:30:00 PM GMT+1",87.0,94.0,96.0,26.0,,,True
N. Krogh,Randers U19,"Nordsjælland U19 - Randers U19, 1 - 0","December 2, 2023 at 12:30:00 PM GMT+1",93.0,85.0,96.0,68.0,,,True
S. Egeli,Nordsjælland U19,"Nordsjælland U19 - Randers U19, 1 - 0","December 2, 2023 at 12:30:00 PM GMT+1",86.0,84.0,,,96.0,74.0,True
L. Høgsberg,Nordsjælland U19,"Nordsjælland U19 - Randers U19, 1 - 0","December 2, 2023 at 12:30:00 PM GMT+1",91.0,83.0,86.0,56.0,,,True
L. Høgsberg,Nordsjælland U19,"Nordsjælland U19 - Randers U19, 1 - 0","December 2, 2023 at 12:30:00 PM GMT+1",81.0,71.0,89.0,75.0,,,True
M. Dandanell Madsen,Nordsjælland U19,"Nordsjælland U19 - Randers U19, 1 - 0","December 2, 2023 at 12:30:00 PM GMT+1",83.0,24.0,84.0,39.0,,,True
M. Dandanell Madsen,Nordsjælland U19,"Nordsjælland U19 - Randers U19, 1 - 0","December 2, 2023 at 12:30:00 PM GMT+1",80.0,18.0,95.0,26.0,,,True
L. Høgsberg,Nordsjælland U19,"Nordsjælland U19 - Randers U19, 1 - 0","December 2, 2023 at 12:30:00 PM GMT+1",83.0,85.0,94.0,75.0,,,True
L. Høgsberg,Nordsjælland U19,"Nordsjælland U19 - Randers U19, 1 - 0","December 2, 2023 at 12:30:00 PM GMT+1",81.0,74.0,,,86.0,72.0,True
S. Egeli,Nordsjælland U19,"Nordsjælland U19 - Randers U19, 1 - 0","December 2, 2023 at 12:30:00 PM GMT+1",80.0,65.0,86.0,65.0,,,True
S. Egeli,Nordsjælland U19,"Nordsjælland U19 - Randers U19, 1 - 0","December 2, 2023 at 12:30:00 PM GMT+1",85.0,83.0,,,85.0,66.0,True
N. Markmann,Nordsjælland U19,"Nordsjælland U19 - Randers U19, 1 - 0","December 2, 2023 at 12:30:00 PM GMT+1",73.0,34.0,85.0,24.0,,,True
E. Otoo,Nordsjælland U19,"Nordsjælland U19 - Randers U19, 1 - 0","December 2, 2023 at 12:30:00 PM GMT+1",67.0,22.0,85.0,25.0,,,True
A. Stoch Rydell,Nordsjælland U19,"Nordsjælland U19 - Randers U19, 1 - 0","December 2, 2023 at 12:30:00 PM GMT+1",89.0,83.0,,,89.0,62.0,True
M. Mai,AGF U19,"AGF U19 - AaB U19, 2 - 1","September 2, 2023 at 2:00:00 PM GMT+2",91.0,89.0,,,97.0,76.0,True
R. Düring,AGF U19,"AGF U19 - AaB U19, 2 - 1","September 2, 2023 at 2:00:00 PM GMT+2",81.0,68.0,,,88.0,65.0,True
M. Mai,AGF U19,"AGF U19 - AaB U19, 2 - 1","September 2, 2023 at 2:00:00 PM GMT+2",82.0,72.0,91.0,80.0,,,True
K. Davidsen,AaB U19,"AGF U19 - AaB U19, 2 - 1","September 2, 2023 at 2:00:00 PM GMT+2",55.0,32.0,86.0,69.0,,,True
E. Borup,AaB U19,"AGF U19 - AaB U19, 2 - 1","September 2, 2023 at 2:00:00 PM GMT+2",74.0,67.0,89.0,73.0,,,True
M. Mai,AGF U19,"AGF U19 - AaB U19, 2 - 1","September 2, 2023 at 2:00:00 PM GMT+2",80.0,81.0,92.0,42.0,,,True
M. Kannegaard,AGF U19,"AGF U19 - AaB U19, 2 - 1","September 2, 2023 at 2:00:00 PM GMT+2",70.0,14.0,92.0,58.0,,,True
S. Tchamche,AGF U19,"AGF U19 - AaB U19, 2 - 1","September 2, 2023 at 2:00:00 PM GMT+2",41.0,70.0,,,90.0,64.0,True
E. Borup,AaB U19,"AGF U19 - AaB U19, 2 - 1","September 2, 2023 at 2:00:00 PM GMT+2",76.0,71.0,93.0,32.0,,,True
M. Mai,AGF U19,"AGF U19 - AaB U19, 2 - 1","September 2, 2023 at 2:00:00 PM GMT+2",58.0,92.0,,,93.0,74.0,True
M. Mai,AGF U19,"AGF U19 - AaB U19, 2 - 1","September 2, 2023 at 2:00:00 PM GMT+2",79.0,9.0,,,97.0,25.0,True
M. Mai,AGF U19,"AGF U19 - AaB U19, 2 - 1","September 2, 2023 at 2:00:00 PM GMT+2",86.0,10.0,93.0,47.0,,,True
O. Meedom,AaB U19,"AGF U19 - AaB U19, 2 - 1","September 2, 2023 at 2:00:00 PM GMT+2",88.0,84.0,97.0,73.0,,,True
O. Meedom,AaB U19,"AGF U19 - AaB U19, 2 - 1","September 2, 2023 at 2:00:00 PM GMT+2",79.0,92.0,87.0,39.0,,,True
O. Meedom,AaB U19,"AGF U19 - AaB U19, 2 - 1","September 2, 2023 at 2:00:00 PM GMT+2",87.0,86.0,85.0,35.0,,,True
B. Damsgaard,AaB U19,"AGF U19 - AaB U19, 2 - 1","September 2, 2023 at 2:00:00 PM GMT+2",61.0,34.0,86.0,28.0,,,True
E. Borup,AaB U19,"AGF U19 - AaB U19, 2 - 1","September 2, 2023 at 2:00:00 PM GMT+2",77.0,83.0,88.0,69.0,,,True
M. Kjølby,AaB U19,"AGF U19 - AaB U19, 2 - 1","September 2, 2023 at 2:00:00 PM GMT+2",96.0,83.0,89.0,81.0,,,True
J. Andersen,AGF U19,"AGF U19 - AaB U19, 2 - 1","September 2, 2023 at 2:00:00 PM GMT+2",73.0,85.0,,,91.0,74.0,True
L. Falk Hansen,AGF U19,"AGF U19 - AaB U19, 2 - 1","September 2, 2023 at 2:00:00 PM GMT+2",73.0,61.0,89.0,64.0,,,True
M. Kannegaard,AGF U19,"AGF U19 - AaB U19, 2 - 1","September 2, 2023 at 2:00:00 PM GMT+2",94.0,17.0,87.0,25.0,,,True
B. Damsgaard,AaB U19,"AGF U19 - AaB U19, 2 - 1","September 2, 2023 at 2:00:00 PM GMT+2",54.0,31.0,97.0,29.0,,,True
L. Vraa-Jensen,Brøndby U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",59.0,66.0,,,94.0,75.0,True
M. Bakhit,Brøndby U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",93.0,82.0,92.0,52.0,,,True
N. Nartey,Brøndby U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",80.0,21.0,86.0,42.0,,,True
M. Bakhit,Brøndby U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",83.0,69.0,,,96.0,74.0,True
B. Kvist,Brøndby U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",71.0,65.0,92.0,75.0,,,True
B. Kvist,Brøndby U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",80.0,29.0,,,88.0,31.0,True
N. Nartey,Brøndby U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",77.0,35.0,91.0,29.0,,,True
A. Claridge,Brøndby U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",69.0,72.0,93.0,80.0,,,True
N. Nartey,Brøndby U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",76.0,26.0,93.0,32.0,,,True
J. Beluli,Horsens U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",80.0,85.0,,,89.0,72.0,True
J. Kirkel,Horsens U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",89.0,85.0,95.0,53.0,,,True
N. Nartey,Brøndby U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",71.0,84.0,87.0,76.0,,,True
B. Kvist,Brøndby U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",80.0,42.0,87.0,27.0,,,True
A. Claridge,Brøndby U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",79.0,40.0,92.0,28.0,,,True
J. Beluli,Horsens U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",56.0,62.0,,,84.0,40.0,True
L. Larsen,Brøndby U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",87.0,18.0,,,88.0,30.0,True
L. Larsen,Brøndby U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",75.0,14.0,86.0,23.0,,,True
L. Larsen,Brøndby U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",81.0,26.0,98.0,28.0,,,True
A. Claridge,Brøndby U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",78.0,38.0,,,87.0,32.0,True
B. Kvist,Brøndby U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",83.0,16.0,91.0,36.0,,,True
L. Wagner,Horsens U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",92.0,15.0,92.0,28.0,,,True
J. Beluli,Horsens U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",81.0,35.0,84.0,35.0,97.0,30.0,True
C. Bischoff,Brøndby U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",79.0,76.0,91.0,39.0,,,True
N. Jacobsen,Brøndby U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",72.0,34.0,88.0,31.0,,,True
M. Bakhit,Brøndby U19,"Brøndby U19 - Horsens U19, 4 - 1","September 2, 2023 at 12:30:00 PM GMT+2",73.0,64.0,93.0,69.0,,,True
E. Thor,Lyngby U19,"Esbjerg U19 - Lyngby U19, 0 - 3","September 2, 2023 at 1:00:00 PM GMT+2",80.0,23.0,,,90.0,29.0,True
E. Andersen,Esbjerg U19,"Esbjerg U19 - Lyngby U19, 0 - 3","September 2, 2023 at 1:00:00 PM GMT+2",82.0,73.0,,,88.0,70.0,True
E. Andersen,Esbjerg U19,"Esbjerg U19 - Lyngby U19, 0 - 3","September 2, 2023 at 1:00:00 PM GMT+2",85.0,14.0,,,94.0,29.0,True
A. Al-Hardan,Lyngby U19,"Esbjerg U19 - Lyngby U19, 0 - 3","September 2, 2023 at 1:00:00 PM GMT+2",78.0,1.0,97.0,80.0,,,True
K. Tran,Lyngby U19,"Esbjerg U19 - Lyngby U19, 0 - 3","September 2, 2023 at 1:00:00 PM GMT+2",70.0,70.0,86.0,62.0,,,True
N. Vestby,Esbjerg U19,"Esbjerg U19 - Lyngby U19, 0 - 3","September 2, 2023 at 1:00:00 PM GMT+2",82.0,35.0,97.0,29.0,,,True
B. Bennetzen,Esbjerg U19,"Esbjerg U19 - Lyngby U19, 0 - 3","September 2, 2023 at 1:00:00 PM GMT+2",74.0,72.0,88.0,67.0,,,True
C. Husmer,Lyngby U19,"Esbjerg U19 - Lyngby U19, 0 - 3","September 2, 2023 at 1:00:00 PM GMT+2",25.0,83.0,90.0,33.0,,,True
P. Langhoff,Lyngby U19,"Esbjerg U19 - Lyngby U19, 0 - 3","September 2, 2023 at 1:00:00 PM GMT+2",98.0,12.0,93.0,26.0,,,True
M. Svane,Esbjerg U19,"Esbjerg U19 - Lyngby U19, 0 - 3","September 2, 2023 at 1:00:00 PM GMT+2",73.0,24.0,86.0,25.0,,,True
N. Lund,Esbjerg U19,"Esbjerg U19 - Lyngby U19, 0 - 3","September 2, 2023 at 1:00:00 PM GMT+2",75.0,56.0,86.0,42.0,,,True
P. Nielsen,Esbjerg U19,"Esbjerg U19 - Lyngby U19, 0 - 3","September 2, 2023 at 1:00:00 PM GMT+2",78.0,5.0,,,90.0,27.0,True
P. Nielsen,Esbjerg U19,"Esbjerg U19 - Lyngby U19, 0 - 3","September 2, 2023 at 1:00:00 PM GMT+2",81.0,37.0,,,87.0,36.0,True
M. Svane,Esbjerg U19,"Esbjerg U19 - Lyngby U19, 0 - 3","September 2, 2023 at 1:00:00 PM GMT+2",78.0,4.0,85.0,53.0,,,True
E. Thor,Lyngby U19,"Esbjerg U19 - Lyngby U19, 0 - 3","September 2, 2023 at 1:00:00 PM GMT+2",58.0,29.0,,,97.0,33.0,True
N. Bosselmann,Lyngby U19,"Esbjerg U19 - Lyngby U19, 0 - 3","September 2, 2023 at 1:00:00 PM GMT+2",74.0,21.0,95.0,28.0,,,True
P. Langhoff,Lyngby U19,"Esbjerg U19 - Lyngby U19, 0 - 3","September 2, 2023 at 1:00:00 PM GMT+2",92.0,15.0,96.0,24.0,,,True
W. Steindorsson,Lyngby U19,"Esbjerg U19 - Lyngby U19, 0 - 3","September 2, 2023 at 1:00:00 PM GMT+2",75.0,71.0,100.0,77.0,,,True
K. Tran,Lyngby U19,"Esbjerg U19 - Lyngby U19, 0 - 3","September 2, 2023 at 1:00:00 PM GMT+2",80.0,66.0,90.0,71.0,,,True
N. Bosselmann,Lyngby U19,"Esbjerg U19 - Lyngby U19, 0 - 3","September 2, 2023 at 1:00:00 PM GMT+2",73.0,33.0,85.0,30.0,,,True
S. Iheanacho,Midtjylland U19,"Midtjylland U19 - København U19, 0 - 4","September 2, 2023 at 1:00:00 PM GMT+2",75.0,39.0,,,86.0,36.0,True
R. Risnæs,København U19,"Midtjylland U19 - København U19, 0 - 4","September 2, 2023 at 1:00:00 PM GMT+2",73.0,25.0,,,88.0,28.0,True
M. Kruger-Johnsen,Midtjylland U19,"Midtjylland U19 - København U19, 0 - 4","September 2, 2023 at 1:00:00 PM GMT+2",75.0,8.0,,,95.0,23.0,True
V. Froholdt,København U19,"Midtjylland U19 - København U19, 0 - 4","September 2, 2023 at 1:00:00 PM GMT+2",82.0,29.0,,,90.0,32.0,True
T. Jørgensen,København U19,"Midtjylland U19 - København U19, 0 - 4","September 2, 2023 at 1:00:00 PM GMT+2",67.0,48.0,86.0,58.0,,,True
S. Evjen-Brostrøm,Midtjylland U19,"Midtjylland U19 - København U19, 0 - 4","September 2, 2023 at 1:00:00 PM GMT+2",72.0,69.0,91.0,51.0,,,True
V. Froholdt,København U19,"Midtjylland U19 - København U19, 0 - 4","September 2, 2023 at 1:00:00 PM GMT+2",84.0,11.0,,,87.0,30.0,True
H. Bidstrup,København U19,"Midtjylland U19 - København U19, 0 - 4","September 2, 2023 at 1:00:00 PM GMT+2",82.0,85.0,90.0,72.0,,,True
T. Jørgensen,København U19,"Midtjylland U19 - København U19, 0 - 4","September 2, 2023 at 1:00:00 PM GMT+2",64.0,51.0,86.0,55.0,,,True
V. Froholdt,København U19,"Midtjylland U19 - København U19, 0 - 4","September 2, 2023 at 1:00:00 PM GMT+2",80.0,38.0,98.0,29.0,,,True
T. Jørgensen,København U19,"Midtjylland U19 - København U19, 0 - 4","September 2, 2023 at 1:00:00 PM GMT+2",85.0,88.0,91.0,47.0,,,True
T. Jørgensen,København U19,"Midtjylland U19 - København U19, 0 - 4","September 2, 2023 at 1:00:00 PM GMT+2",78.0,34.0,90.0,24.0,,,True
W. Glintvad,København U19,"Midtjylland U19 - København U19, 0 - 4","September 2, 2023 at 1:00:00 PM GMT+2",55.0,78.0,88.0,38.0,,,True
H. Németh,København U19,"Midtjylland U19 - København U19, 0 - 4","September 2, 2023 at 1:00:00 PM GMT+2",76.0,72.0,97.0,71.0,,,True
H. Bidstrup,København U19,"Midtjylland U19 - København U19, 0 - 4","September 2, 2023 at 1:00:00 PM GMT+2",84.0,91.0,84.0,63.0,,,True
V. Froholdt,København U19,"Midtjylland U19 - København U19, 0 - 4","September 2, 2023 at 1:00:00 PM GMT+2",84.0,86.0,86.0,65.0,,,True
H. Bidstrup,København U19,"Midtjylland U19 - København U19, 0 - 4","September 2, 2023 at 1:00:00 PM GMT+2",75.0,85.0,,,91.0,76.0,True
E. Amundsen-Day,København U19,"Midtjylland U19 - København U19, 0 - 4","September 2, 2023 at 1:00:00 PM GMT+2",79.0,42.0,96.0,28.0,,,True
H. Bidstrup,København U19,"Midtjylland U19 - København U19, 0 - 4","September 2, 2023 at 1:00:00 PM GMT+2",97.0,82.0,91.0,47.0,,,True
