player.name,team.name,label,date,location.x,location.y,pass.endLocation.x,pass.endLocation.y,carry.endLocation.x,carry.endLocation.y,penalty_area_entry
M. Secka,Lyngby U19,"Nordsjælland U19 - Lyngby U19, 2 - 2","December 10, 2023 at 1:00:00 PM GMT+1",78.0,80.0,,,90.0,73.0,True
J. Valtteri Lähteenmäki,Nordsjælland U19,"Nordsjælland U19 - Lyngby U19, 2 - 2","December 10, 2023 at 1:00:00 PM GMT+1",89.0,86.0,,,88.0,61.0,True
S. Ngabo,Lyngby U19,"Nordsjælland U19 - Lyngby U19, 2 - 2","December 10, 2023 at 1:00:00 PM GMT+1",74.0,30.0,88.0,30.0,,,True
J. Meltofte Janssen,Nordsjælland U19,"Nordsjælland U19 - Lyngby U19, 2 - 2","December 10, 2023 at 1:00:00 PM GMT+1",68.0,57.0,99.0,29.0,,,True
A. Stoch Rydell,Nordsjælland U19,"Nordsjælland U19 - Lyngby U19, 2 - 2","December 10, 2023 at 1:00:00 PM GMT+1",71.0,65.0,86.0,78.0,,,True
M. Secka,Lyngby U19,"Nordsjælland U19 - Lyngby U19, 2 - 2","December 10, 2023 at 1:00:00 PM GMT+1",76.0,61.0,,,85.0,66.0,True
A. Stoch Rydell,Nordsjælland U19,"Nordsjælland U19 - Lyngby U19, 2 - 2","December 10, 2023 at 1:00:00 PM GMT+1",80.0,28.0,98.0,28.0,,,True
J. Valtteri Lähteenmäki,Nordsjælland U19,"Nordsjælland U19 - Lyngby U19, 2 - 2","December 10, 2023 at 1:00:00 PM GMT+1",74.0,69.0,90.0,69.0,,,True
W. Steindorsson,Lyngby U19,"Nordsjælland U19 - Lyngby U19, 2 - 2","December 10, 2023 at 1:00:00 PM GMT+1",96.0,84.0,,,97.0,71.0,True
S. Ngabo,Lyngby U19,"Nordsjælland U19 - Lyngby U19, 2 - 2","December 10, 2023 at 1:00:00 PM GMT+1",75.0,78.0,92.0,48.0,,,True
E. Chambo,Lyngby U19,"Nordsjælland U19 - Lyngby U19, 2 - 2","December 10, 2023 at 1:00:00 PM GMT+1",82.0,27.0,,,88.0,32.0,True
S. Ngabo,Lyngby U19,"Nordsjælland U19 - Lyngby U19, 2 - 2","December 10, 2023 at 1:00:00 PM GMT+1",96.0,17.0,92.0,77.0,,,True
E. Chambo,Lyngby U19,"Nordsjælland U19 - Lyngby U19, 2 - 2","December 10, 2023 at 1:00:00 PM GMT+1",96.0,17.0,,,89.0,28.0,True
S. Ngabo,Lyngby U19,"Nordsjælland U19 - Lyngby U19, 2 - 2","December 10, 2023 at 1:00:00 PM GMT+1",75.0,48.0,88.0,67.0,,,True
V. Berthelsen,Nordsjælland U19,"Nordsjælland U19 - Lyngby U19, 2 - 2","December 10, 2023 at 1:00:00 PM GMT+1",72.0,70.0,92.0,66.0,,,True
S. Ngabo,Lyngby U19,"Nordsjælland U19 - Lyngby U19, 2 - 2","December 10, 2023 at 1:00:00 PM GMT+1",76.0,28.0,,,91.0,29.0,True
E. Rosenberg,Horsens U19,"SønderjyskE U19 - Horsens U19, 2 - 0","August 11, 2023 at 1:30:00 PM GMT+2",66.0,82.0,89.0,75.0,,,True
G. Drest Wagner,SønderjyskE U19,"SønderjyskE U19 - Horsens U19, 2 - 0","August 11, 2023 at 1:30:00 PM GMT+2",42.0,46.0,89.0,26.0,,,True
M. Gaunsbæk,SønderjyskE U19,"SønderjyskE U19 - Horsens U19, 2 - 0","August 11, 2023 at 1:30:00 PM GMT+2",73.0,1.0,86.0,48.0,,,True
M. Yassin,SønderjyskE U19,"SønderjyskE U19 - Horsens U19, 2 - 0","August 11, 2023 at 1:30:00 PM GMT+2",93.0,10.0,86.0,25.0,,,True
S. Escobar Jensen,SønderjyskE U19,"SønderjyskE U19 - Horsens U19, 2 - 0","August 11, 2023 at 1:30:00 PM GMT+2",77.0,27.0,,,88.0,29.0,True
M. Yassin,SønderjyskE U19,"SønderjyskE U19 - Horsens U19, 2 - 0","August 11, 2023 at 1:30:00 PM GMT+2",64.0,33.0,,,85.0,33.0,True
M. Gaunsbæk,SønderjyskE U19,"SønderjyskE U19 - Horsens U19, 2 - 0","August 11, 2023 at 1:30:00 PM GMT+2",79.0,11.0,,,95.0,26.0,True
A. Bergholdt,SønderjyskE U19,"SønderjyskE U19 - Horsens U19, 2 - 0","August 11, 2023 at 1:30:00 PM GMT+2",75.0,35.0,84.0,48.0,,,True
B. Opanovic,SønderjyskE U19,"SønderjyskE U19 - Horsens U19, 2 - 0","August 11, 2023 at 1:30:00 PM GMT+2",82.0,58.0,,,88.0,45.0,True
S. Escobar Jensen,SønderjyskE U19,"SønderjyskE U19 - Horsens U19, 2 - 0","August 11, 2023 at 1:30:00 PM GMT+2",72.0,58.0,90.0,29.0,,,True
K. Jørgensen,SønderjyskE U19,"SønderjyskE U19 - Horsens U19, 2 - 0","August 11, 2023 at 1:30:00 PM GMT+2",88.0,92.0,87.0,70.0,,,True
K. Jørgensen,SønderjyskE U19,"SønderjyskE U19 - Horsens U19, 2 - 0","August 11, 2023 at 1:30:00 PM GMT+2",88.0,90.0,90.0,66.0,,,True
B. Opanovic,SønderjyskE U19,"SønderjyskE U19 - Horsens U19, 2 - 0","August 11, 2023 at 1:30:00 PM GMT+2",69.0,48.0,,,87.0,59.0,True
J. Beluli,Horsens U19,"SønderjyskE U19 - Horsens U19, 2 - 0","August 11, 2023 at 1:30:00 PM GMT+2",79.0,46.0,86.0,31.0,,,True
T. Olesen,SønderjyskE U19,"SønderjyskE U19 - Horsens U19, 2 - 0","August 11, 2023 at 1:30:00 PM GMT+2",94.0,85.0,90.0,69.0,,,True
T. Szűcs,København U19,"København U19 - OB U19, 1 - 1","August 12, 2023 at 12:00:00 PM GMT+2",81.0,26.0,93.0,28.0,,,True
T. Jørgensen,København U19,"København U19 - OB U19, 1 - 1","August 12, 2023 at 12:00:00 PM GMT+2",69.0,85.0,,,93.0,73.0,True
M. Jensen,OB U19,"København U19 - OB U19, 1 - 1","August 12, 2023 at 12:00:00 PM GMT+2",82.0,71.0,,,87.0,71.0,True
V. Froholdt,København U19,"København U19 - OB U19, 1 - 1","August 12, 2023 at 12:00:00 PM GMT+2",68.0,30.0,87.0,27.0,,,True
V. Froholdt,København U19,"København U19 - OB U19, 1 - 1","August 12, 2023 at 12:00:00 PM GMT+2",66.0,8.0,,,88.0,25.0,True
M. McCoy,OB U19,"København U19 - OB U19, 1 - 1","August 12, 2023 at 12:00:00 PM GMT+2",93.0,91.0,87.0,70.0,,,True
N. Juul-Sandberg,OB U19,"København U19 - OB U19, 1 - 1","August 12, 2023 at 12:00:00 PM GMT+2",78.0,80.0,97.0,71.0,,,True
M. Andersen,OB U19,"København U19 - OB U19, 1 - 1","August 12, 2023 at 12:00:00 PM GMT+2",73.0,7.0,,,97.0,22.0,True
M. Andersen,OB U19,"København U19 - OB U19, 1 - 1","August 12, 2023 at 12:00:00 PM GMT+2",80.0,27.0,,,87.0,22.0,True
M. McCoy,OB U19,"København U19 - OB U19, 1 - 1","August 12, 2023 at 12:00:00 PM GMT+2",75.0,90.0,86.0,71.0,,,True
M. Jensen,OB U19,"København U19 - OB U19, 1 - 1","August 12, 2023 at 12:00:00 PM GMT+2",96.0,86.0,96.0,73.0,,,True
M. Ejdum,OB U19,"København U19 - OB U19, 1 - 1","August 12, 2023 at 12:00:00 PM GMT+2",72.0,14.0,,,87.0,40.0,True
N. Juul-Sandberg,OB U19,"København U19 - OB U19, 1 - 1","August 12, 2023 at 12:00:00 PM GMT+2",80.0,26.0,,,89.0,28.0,True
M. Jensen,OB U19,"København U19 - OB U19, 1 - 1","August 12, 2023 at 12:00:00 PM GMT+2",89.0,82.0,100.0,100.0,96.0,72.0,True
N. Blicher,København U19,"København U19 - OB U19, 1 - 1","August 12, 2023 at 12:00:00 PM GMT+2",75.0,68.0,90.0,60.0,,,True
A. Gudmundsson,København U19,"København U19 - OB U19, 1 - 1","August 12, 2023 at 12:00:00 PM GMT+2",97.0,88.0,98.0,71.0,,,True
W. Køhler Simonsen,Randers U19,"Randers U19 - Midtjylland U19, 2 - 4","August 12, 2023 at 1:00:00 PM GMT+2",80.0,95.0,,,88.0,81.0,True
W. Køhler Simonsen,Randers U19,"Randers U19 - Midtjylland U19, 2 - 4","August 12, 2023 at 1:00:00 PM GMT+2",74.0,87.0,97.0,75.0,,,True
M. Albæk,Randers U19,"Randers U19 - Midtjylland U19, 2 - 4","August 12, 2023 at 1:00:00 PM GMT+2",85.0,10.0,,,87.0,27.0,True
S. Iheanacho,Midtjylland U19,"Randers U19 - Midtjylland U19, 2 - 4","August 12, 2023 at 1:00:00 PM GMT+2",81.0,37.0,,,93.0,31.0,True
M. Kruger-Johnsen,Midtjylland U19,"Randers U19 - Midtjylland U19, 2 - 4","August 12, 2023 at 1:00:00 PM GMT+2",64.0,43.0,,,88.0,38.0,True
S. Iheanacho,Midtjylland U19,"Randers U19 - Midtjylland U19, 2 - 4","August 12, 2023 at 1:00:00 PM GMT+2",61.0,67.0,,,89.0,77.0,True
V. Westh,Randers U19,"Randers U19 - Midtjylland U19, 2 - 4","August 12, 2023 at 1:00:00 PM GMT+2",76.0,56.0,,,87.0,57.0,True
F. Warrer,Randers U19,"Randers U19 - Midtjylland U19, 2 - 4","August 12, 2023 at 1:00:00 PM GMT+2",97.0,5.0,86.0,60.0,,,True
S. Iheanacho,Midtjylland U19,"Randers U19 - Midtjylland U19, 2 - 4","August 12, 2023 at 1:00:00 PM GMT+2",85.0,89.0,,,87.0,77.0,True
M. Kruger-Johnsen,Midtjylland U19,"Randers U19 - Midtjylland U19, 2 - 4","August 12, 2023 at 1:00:00 PM GMT+2",89.0,18.0,,,92.0,33.0,True
A. Owusu,Midtjylland U19,"Randers U19 - Midtjylland U19, 2 - 4","August 12, 2023 at 1:00:00 PM GMT+2",77.0,59.0,91.0,74.0,,,True
E. Pettersen,Midtjylland U19,"Randers U19 - Midtjylland U19, 2 - 4","August 12, 2023 at 1:00:00 PM GMT+2",77.0,58.0,93.0,27.0,,,True
M. Themsen,Randers U19,"Randers U19 - Midtjylland U19, 2 - 4","August 12, 2023 at 1:00:00 PM GMT+2",39.0,45.0,,,91.0,67.0,True
M. Kruger-Johnsen,Midtjylland U19,"Randers U19 - Midtjylland U19, 2 - 4","August 12, 2023 at 1:00:00 PM GMT+2",82.0,33.0,,,91.0,34.0,True
M. Themsen,Randers U19,"Randers U19 - Midtjylland U19, 2 - 4","August 12, 2023 at 1:00:00 PM GMT+2",90.0,84.0,84.0,67.0,,,True
W. Køhler Simonsen,Randers U19,"Randers U19 - Midtjylland U19, 2 - 4","August 12, 2023 at 1:00:00 PM GMT+2",60.0,88.0,,,87.0,73.0,True
E. Kjær,Randers U19,"Randers U19 - Midtjylland U19, 2 - 4","August 12, 2023 at 1:00:00 PM GMT+2",77.0,45.0,86.0,25.0,,,True
B. Clemmensen,Randers U19,"Randers U19 - Midtjylland U19, 2 - 4","August 12, 2023 at 1:00:00 PM GMT+2",58.0,19.0,95.0,24.0,,,True
M. Kruger-Johnsen,Midtjylland U19,"Randers U19 - Midtjylland U19, 2 - 4","August 12, 2023 at 1:00:00 PM GMT+2",87.0,14.0,,,94.0,27.0,True
M. Albæk,Randers U19,"Randers U19 - Midtjylland U19, 2 - 4","August 12, 2023 at 1:00:00 PM GMT+2",78.0,62.0,87.0,37.0,,,True
O. Meedom,AaB U19,"AaB U19 - Esbjerg U19, 2 - 2 (P)","November 15, 2023 at 2:00:00 PM GMT+1",76.0,85.0,87.0,67.0,,,True
C. Nørgaard,Esbjerg U19,"AaB U19 - Esbjerg U19, 2 - 2 (P)","November 15, 2023 at 2:00:00 PM GMT+1",66.0,35.0,,,93.0,31.0,True
N. Andersen,AaB U19,"AaB U19 - Esbjerg U19, 2 - 2 (P)","November 15, 2023 at 2:00:00 PM GMT+1",79.0,60.0,85.0,64.0,,,True
N. Andersen,AaB U19,"AaB U19 - Esbjerg U19, 2 - 2 (P)","November 15, 2023 at 2:00:00 PM GMT+1",79.0,16.0,,,94.0,22.0,True
M. Bomholt,AaB U19,"AaB U19 - Esbjerg U19, 2 - 2 (P)","November 15, 2023 at 2:00:00 PM GMT+1",77.0,32.0,,,91.0,29.0,True
O. Meedom,AaB U19,"AaB U19 - Esbjerg U19, 2 - 2 (P)","November 15, 2023 at 2:00:00 PM GMT+1",75.0,11.0,89.0,24.0,,,True
O. Meedom,AaB U19,"AaB U19 - Esbjerg U19, 2 - 2 (P)","November 15, 2023 at 2:00:00 PM GMT+1",85.0,97.0,90.0,80.0,,,True
O. Obel-Hall,Esbjerg U19,"AaB U19 - Esbjerg U19, 2 - 2 (P)","November 15, 2023 at 2:00:00 PM GMT+1",87.0,92.0,,,96.0,71.0,True
M. Jensen,AaB U19,"AaB U19 - Esbjerg U19, 2 - 2 (P)","November 15, 2023 at 2:00:00 PM GMT+1",92.0,12.0,,,91.0,30.0,True
N. Hillerup,Esbjerg U19,"AaB U19 - Esbjerg U19, 2 - 2 (P)","November 15, 2023 at 2:00:00 PM GMT+1",78.0,88.0,85.0,51.0,,,True
M. Melstrup,Esbjerg U19,"AaB U19 - Esbjerg U19, 2 - 2 (P)","November 15, 2023 at 2:00:00 PM GMT+1",88.0,86.0,89.0,40.0,,,True
O. Meedom,AaB U19,"AaB U19 - Esbjerg U19, 2 - 2 (P)","November 15, 2023 at 2:00:00 PM GMT+1",94.0,83.0,,,90.0,72.0,True
M. Svane,Esbjerg U19,"AaB U19 - Esbjerg U19, 2 - 2 (P)","November 15, 2023 at 2:00:00 PM GMT+1",77.0,5.0,90.0,48.0,,,True
P. Mang,Esbjerg U19,"AaB U19 - Esbjerg U19, 2 - 2 (P)","November 15, 2023 at 2:00:00 PM GMT+1",65.0,47.0,86.0,72.0,,,True
N. Andersen,AaB U19,"AaB U19 - Esbjerg U19, 2 - 2 (P)","November 15, 2023 at 2:00:00 PM GMT+1",73.0,76.0,89.0,69.0,,,True
N. Zøhner,Esbjerg U19,"AaB U19 - Esbjerg U19, 2 - 2 (P)","November 15, 2023 at 2:00:00 PM GMT+1",69.0,81.0,,,85.0,79.0,True
N. Zøhner,Esbjerg U19,"AaB U19 - Esbjerg U19, 2 - 2 (P)","November 15, 2023 at 2:00:00 PM GMT+1",98.0,84.0,88.0,72.0,,,True
S. Biller Mikkelsen,Silkeborg U19,"Silkeborg U19 - AGF U19, 2 - 1","August 15, 2023 at 6:30:00 PM GMT+2",90.0,15.0,,,87.0,37.0,True
N. Strandby,AGF U19,"Silkeborg U19 - AGF U19, 2 - 1","August 15, 2023 at 6:30:00 PM GMT+2",62.0,53.0,87.0,70.0,,,True
S. Birch Andersen,Silkeborg U19,"Silkeborg U19 - AGF U19, 2 - 1","August 15, 2023 at 6:30:00 PM GMT+2",93.0,85.0,87.0,30.0,,,True
M. Ryberg,Silkeborg U19,"Silkeborg U19 - AGF U19, 2 - 1","August 15, 2023 at 6:30:00 PM GMT+2",77.0,61.0,84.0,43.0,,,True
M. Sauer,AGF U19,"Silkeborg U19 - AGF U19, 2 - 1","August 15, 2023 at 6:30:00 PM GMT+2",58.0,66.0,88.0,49.0,,,True
M. Rasmussen,Silkeborg U19,"Silkeborg U19 - AGF U19, 2 - 1","August 15, 2023 at 6:30:00 PM GMT+2",81.0,25.0,,,90.0,39.0,True
O. Steinicke,Silkeborg U19,"Silkeborg U19 - AGF U19, 2 - 1","August 15, 2023 at 6:30:00 PM GMT+2",77.0,34.0,,,90.0,49.0,True
M. Rosengreen,Silkeborg U19,"Silkeborg U19 - AGF U19, 2 - 1","August 15, 2023 at 6:30:00 PM GMT+2",76.0,23.0,,,98.0,26.0,True
M. Rosengreen,Silkeborg U19,"Silkeborg U19 - AGF U19, 2 - 1","August 15, 2023 at 6:30:00 PM GMT+2",60.0,72.0,89.0,33.0,,,True
B. Binggeli,Silkeborg U19,"Silkeborg U19 - AGF U19, 2 - 1","August 15, 2023 at 6:30:00 PM GMT+2",79.0,31.0,,,96.0,30.0,True
S. Biller Mikkelsen,Silkeborg U19,"Silkeborg U19 - AGF U19, 2 - 1","August 15, 2023 at 6:30:00 PM GMT+2",82.0,51.0,,,87.0,57.0,True
M. Rosengreen,Silkeborg U19,"Silkeborg U19 - AGF U19, 2 - 1","August 15, 2023 at 6:30:00 PM GMT+2",83.0,30.0,94.0,33.0,,,True
M. Kannegaard,AGF U19,"Silkeborg U19 - AGF U19, 2 - 1","August 15, 2023 at 6:30:00 PM GMT+2",58.0,8.0,87.0,56.0,,,True
W. Bjergfeldt,Brøndby U19,"Vejle U19 - Brøndby U19, 1 - 2","December 2, 2023 at 12:30:00 PM GMT+1",77.0,74.0,89.0,61.0,,,True
T. Lykkebak,Vejle U19,"Vejle U19 - Brøndby U19, 1 - 2","December 2, 2023 at 12:30:00 PM GMT+1",97.0,83.0,90.0,51.0,,,True
T. Lykkebak,Vejle U19,"Vejle U19 - Brøndby U19, 1 - 2","December 2, 2023 at 12:30:00 PM GMT+1",77.0,23.0,86.0,27.0,,,True
S. Ravn,Vejle U19,"Vejle U19 - Brøndby U19, 1 - 2","December 2, 2023 at 12:30:00 PM GMT+1",88.0,84.0,91.0,41.0,,,True
F. Flaskager,Vejle U19,"Vejle U19 - Brøndby U19, 1 - 2","December 2, 2023 at 12:30:00 PM GMT+1",74.0,34.0,,,90.0,28.0,True
T. Lykkebak,Vejle U19,"Vejle U19 - Brøndby U19, 1 - 2","December 2, 2023 at 12:30:00 PM GMT+1",81.0,8.0,87.0,40.0,,,True
F. Flaskager,Vejle U19,"Vejle U19 - Brøndby U19, 1 - 2","December 2, 2023 at 12:30:00 PM GMT+1",74.0,47.0,,,87.0,42.0,True
N. Nartey,Brøndby U19,"Vejle U19 - Brøndby U19, 1 - 2","December 2, 2023 at 12:30:00 PM GMT+1",76.0,29.0,98.0,30.0,,,True
B. Kvist,Brøndby U19,"Vejle U19 - Brøndby U19, 1 - 2","December 2, 2023 at 12:30:00 PM GMT+1",78.0,79.0,92.0,70.0,,,True
B. Kvist,Brøndby U19,"Vejle U19 - Brøndby U19, 1 - 2","December 2, 2023 at 12:30:00 PM GMT+1",81.0,72.0,,,97.0,72.0,True
A. Claridge,Brøndby U19,"Vejle U19 - Brøndby U19, 1 - 2","December 2, 2023 at 12:30:00 PM GMT+1",79.0,17.0,97.0,26.0,,,True
M. Udengaard,Vejle U19,"Vejle U19 - Brøndby U19, 1 - 2","December 2, 2023 at 12:30:00 PM GMT+1",83.0,9.0,,,97.0,19.0,True
M. Jensen,Brøndby U19,"Vejle U19 - Brøndby U19, 1 - 2","December 2, 2023 at 12:30:00 PM GMT+1",72.0,64.0,84.0,54.0,,,True
B. Appiah,Vejle U19,"Vejle U19 - Brøndby U19, 1 - 2","December 2, 2023 at 12:30:00 PM GMT+1",72.0,91.0,,,96.0,76.0,True
F. Flaskager,Vejle U19,"Vejle U19 - Brøndby U19, 1 - 2","December 2, 2023 at 12:30:00 PM GMT+1",66.0,37.0,,,99.0,31.0,True
M. Jensen,Brøndby U19,"Vejle U19 - Brøndby U19, 1 - 2","December 2, 2023 at 12:30:00 PM GMT+1",73.0,69.0,87.0,28.0,,,True
F. Flaskager,Vejle U19,"Vejle U19 - Brøndby U19, 1 - 2","December 2, 2023 at 12:30:00 PM GMT+1",83.0,30.0,,,92.0,37.0,True
W. Bjergfeldt,Brøndby U19,"Vejle U19 - Brøndby U19, 1 - 2","December 2, 2023 at 12:30:00 PM GMT+1",91.0,83.0,,,93.0,72.0,True
G. Schjøtt,AGF U19,"AGF U19 - Midtjylland U19, 4 - 0","August 22, 2023 at 3:00:00 PM GMT+2",43.0,93.0,93.0,59.0,,,True
J. Lindekilde,Midtjylland U19,"AGF U19 - Midtjylland U19, 4 - 0","August 22, 2023 at 3:00:00 PM GMT+2",83.0,28.0,,,89.0,24.0,True
S. Tchamche,AGF U19,"AGF U19 - Midtjylland U19, 4 - 0","August 22, 2023 at 3:00:00 PM GMT+2",81.0,27.0,,,92.0,26.0,True
S. Johannesen,Midtjylland U19,"AGF U19 - Midtjylland U19, 4 - 0","August 22, 2023 at 3:00:00 PM GMT+2",78.0,53.0,88.0,65.0,,,True
M. Kruger-Johnsen,Midtjylland U19,"AGF U19 - Midtjylland U19, 4 - 0","August 22, 2023 at 3:00:00 PM GMT+2",90.0,92.0,96.0,52.0,,,True
J. Andersen,AGF U19,"AGF U19 - Midtjylland U19, 4 - 0","August 22, 2023 at 3:00:00 PM GMT+2",92.0,8.0,93.0,58.0,,,True
M. Sauer,AGF U19,"AGF U19 - Midtjylland U19, 4 - 0","August 22, 2023 at 3:00:00 PM GMT+2",67.0,69.0,,,89.0,67.0,True
R. Düring,AGF U19,"AGF U19 - Midtjylland U19, 4 - 0","August 22, 2023 at 3:00:00 PM GMT+2",44.0,86.0,,,92.0,76.0,True
D. Kristjansson,Midtjylland U19,"AGF U19 - Midtjylland U19, 4 - 0","August 22, 2023 at 3:00:00 PM GMT+2",67.0,15.0,88.0,19.0,,,True
J. Andersen,AGF U19,"AGF U19 - Midtjylland U19, 4 - 0","August 22, 2023 at 3:00:00 PM GMT+2",79.0,28.0,96.0,28.0,,,True
M. Sauer,AGF U19,"AGF U19 - Midtjylland U19, 4 - 0","August 22, 2023 at 3:00:00 PM GMT+2",58.0,51.0,,,88.0,38.0,True
M. Sauer,AGF U19,"AGF U19 - Midtjylland U19, 4 - 0","August 22, 2023 at 3:00:00 PM GMT+2",37.0,49.0,,,95.0,34.0,True
D. Kristjansson,Midtjylland U19,"AGF U19 - Midtjylland U19, 4 - 0","August 22, 2023 at 3:00:00 PM GMT+2",74.0,7.0,98.0,26.0,,,True
S. Iheanacho,Midtjylland U19,"AGF U19 - Midtjylland U19, 4 - 0","August 22, 2023 at 3:00:00 PM GMT+2",73.0,13.0,,,85.0,35.0,True
S. Iheanacho,Midtjylland U19,"AGF U19 - Midtjylland U19, 4 - 0","August 22, 2023 at 3:00:00 PM GMT+2",79.0,18.0,,,96.0,29.0,True
J. Andersen,AGF U19,"AGF U19 - Midtjylland U19, 4 - 0","August 22, 2023 at 3:00:00 PM GMT+2",83.0,18.0,96.0,19.0,,,True
M. McCoy,OB U19,"AaB U19 - OB U19, 0 - 1","October 28, 2023 at 1:00:00 PM GMT+2",70.0,94.0,90.0,67.0,,,True
M. McCoy,OB U19,"AaB U19 - OB U19, 0 - 1","October 28, 2023 at 1:00:00 PM GMT+2",96.0,95.0,92.0,54.0,,,True
V. Grymer,OB U19,"AaB U19 - OB U19, 0 - 1","October 28, 2023 at 1:00:00 PM GMT+2",77.0,33.0,86.0,46.0,,,True
M. Holt,AaB U19,"AaB U19 - OB U19, 0 - 1","October 28, 2023 at 1:00:00 PM GMT+2",82.0,84.0,91.0,76.0,,,True
N. Stojanovic,AaB U19,"AaB U19 - OB U19, 0 - 1","October 28, 2023 at 1:00:00 PM GMT+2",79.0,76.0,,,92.0,72.0,True
M. Holt,AaB U19,"AaB U19 - OB U19, 0 - 1","October 28, 2023 at 1:00:00 PM GMT+2",76.0,33.0,91.0,60.0,91.0,60.0,True
Noah Barholt Rasmussen,OB U19,"AaB U19 - OB U19, 0 - 1","October 28, 2023 at 1:00:00 PM GMT+2",81.0,8.0,97.0,27.0,,,True
M. Andersen,OB U19,"AaB U19 - OB U19, 0 - 1","October 28, 2023 at 1:00:00 PM GMT+2",69.0,90.0,,,89.0,73.0,True
M. Andersen,OB U19,"AaB U19 - OB U19, 0 - 1","October 28, 2023 at 1:00:00 PM GMT+2",83.0,75.0,,,90.0,69.0,True
M. McCoy,OB U19,"AaB U19 - OB U19, 0 - 1","October 28, 2023 at 1:00:00 PM GMT+2",86.0,92.0,91.0,29.0,,,True
M. Andersen,OB U19,"AaB U19 - OB U19, 0 - 1","October 28, 2023 at 1:00:00 PM GMT+2",92.0,89.0,95.0,55.0,,,True
K. Davidsen,AaB U19,"AaB U19 - OB U19, 0 - 1","October 28, 2023 at 1:00:00 PM GMT+2",78.0,77.0,94.0,71.0,,,True
M. Andersen,OB U19,"AaB U19 - OB U19, 0 - 1","October 28, 2023 at 1:00:00 PM GMT+2",68.0,7.0,,,88.0,30.0,True
M. Holt,AaB U19,"AaB U19 - OB U19, 0 - 1","October 28, 2023 at 1:00:00 PM GMT+2",79.0,38.0,,,85.0,47.0,True
B. Kvist,Brøndby U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",81.0,70.0,,,91.0,68.0,True
B. Kold,Brøndby U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",81.0,70.0,,,87.0,74.0,True
N. Hillerup,Esbjerg U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",80.0,41.0,86.0,38.0,,,True
O. Svendsen,Esbjerg U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",82.0,89.0,90.0,74.0,,,True
L. Larsen,Brøndby U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",87.0,9.0,,,84.0,29.0,True
B. Kvist,Brøndby U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",72.0,43.0,84.0,35.0,,,True
O. Svendsen,Esbjerg U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",80.0,73.0,95.0,73.0,,,True
J. Agyekum,Brøndby U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",79.0,31.0,,,86.0,31.0,True
N. Lund,Esbjerg U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",77.0,72.0,,,93.0,68.0,True
O. Svendsen,Esbjerg U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",76.0,88.0,93.0,67.0,,,True
N. Nartey,Brøndby U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",80.0,31.0,96.0,26.0,,,True
P. Nielsen,Esbjerg U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",76.0,32.0,91.0,39.0,,,True
L. Larsen,Brøndby U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",83.0,64.0,93.0,69.0,,,True
J. Agyekum,Brøndby U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",41.0,62.0,,,89.0,64.0,True
O. Svendsen,Esbjerg U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",92.0,83.0,88.0,49.0,,,True
J. Agyekum,Brøndby U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",65.0,33.0,,,86.0,33.0,True
N. Lund,Esbjerg U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",75.0,72.0,87.0,60.0,,,True
B. Kvist,Brøndby U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",72.0,40.0,93.0,26.0,,,True
M. Svane,Esbjerg U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",71.0,13.0,91.0,33.0,,,True
N. Nartey,Brøndby U19,"Brøndby U19 - Esbjerg U19, 2 - 1","October 28, 2023 at 11:45:00 AM GMT+2",81.0,34.0,95.0,26.0,,,True
